segmentData1,segmentData2,segmentData3,segmentData4,segmentData5,segmentData6,segmentData7,segmentData8,segmentData9,segmentData10,segmentData11,segmentData12,segmentData13,segmentData14,segmentData15,segmentData16,segmentData17,segmentData18,segmentData19,segmentData20,segmentData21,segmentData22,segmentData23,segmentData24,segmentData25,segmentData26,segmentData27,segmentData28,segmentData29,segmentData30,segmentData31,segmentData32,segmentData33,segmentData34,segmentData35,segmentData36,segmentData37,segmentData38,segmentData39,segmentData40,segmentData41,segmentData42,segmentData43,segmentData44,segmentData45,segmentData46,segmentData47,segmentData48,segmentData49,segmentData50,segmentData51,segmentData52,segmentData53,segmentData54,segmentData55,segmentData56,segmentData57,segmentData58,segmentData59,segmentData60,segmentData61,segmentData62,segmentData63,segmentData64,labels
-15.01629,-5.030066,-68.35654,0.667083,-8.509745,-14.39192,55.34216,-0.09038245,2.252975,2.32843,22.5148,-44.80566,10.3875,-45.39972,7.801567,54.72766,14.15215,11.40939,26.05495,-38.38897,-82.11263,2.937089,6.733285,30.93705,-34.73849,6.085691,-7.749535,-23.90541,4.56392,55.09178,-1.962651,-45.18834,24.23645,8.072938,-16.91154,15.23003,10.68688,-19.89322,34.28339,28.06309,-49.66969,0.6476506,-31.6509,-69.77806,6.184898,14.95882,32.22738,24.64602,36.26091,11.92353,12.70497,-24.55729,45.95863,43.51042,78.36716,84.57487,-16.47351,13.07205,4.067406,24.08757,-4.131783,6.366028,41.40208,0.3088258,TASK4T2
12.80468,18.58403,-44.5278,28.46772,12.62839,7.214075,76.84775,24.37685,22.62012,23.39774,43.60633,-13.34527,27.39253,-25.82839,33.98977,87.12077,40.38684,33.51343,36.46354,-24.82496,-58.81682,20.13354,15.41675,33.43363,-31.70582,17.66851,1.261207,-21.94247,8.202004,75.17648,-0.8818516,-31.89254,21.40397,10.32084,-20.46163,7.088794,-5.502192,-35.71681,37.67852,10.78789,-56.16372,-26.92307,-58.85431,-9.568434,-13.76553,0.5807244,24.96982,19.18118,24.76987,0.6784919,-1.986167,-43.72062,17.31508,3.275951,32.40256,81.5018,-30.04507,-3.624824,-13.38647,4.134777,-18.34759,-4.194117,15.11331,-19.46419,TASK4T2
8.11606,11.5752,-62.66532,14.45193,0.6716487,-10.60933,48.96582,8.360487,17.01263,13.55811,29.46332,-29.52461,2.676355,-30.7953,10.3568,55.32411,28.51138,19.44228,28.32337,-34.73725,-75.67355,-14.68605,-10.52164,14.73982,-53.85512,-7.018292,-14.31093,-25.40882,-19.14406,51.74265,-19.50367,-51.20751,10.40383,-0.1141801,-34.62616,7.573557,1.788009,-24.09287,34.31689,13.52113,-78.15665,-27.75361,-50.65778,-27.45534,-23.9541,0.07374147,14.31002,6.965314,14.48199,3.869148,-4.084335,-34.1101,20.30496,8.292496,42.98391,58.64185,-40.22289,-6.969004,-8.043313,8.75089,-18.09921,-9.776116,33.1563,-18.8236,TASK4T2
-48.25154,23.40891,-34.75271,25.26471,8.60912,0.06793461,71.84588,5.500121,24.29261,20.28619,39.62617,-22.65375,25.26744,-20.98654,13.48033,62.32916,29.38011,29.9873,36.51911,-22.81687,-63.78386,17.59477,10.46465,43.34843,-32.16829,5.944799,6.052445,-12.01138,13.43541,57.31252,-14.62596,-32.25304,28.19254,20.20854,-7.132821,20.3728,12.36328,-14.84627,-6.542103,25.88612,-65.70471,5.125417,-62.44051,-24.04531,-5.947892,15.47418,29.57552,31.42756,33.01273,20.178,12.23974,-16.56247,33.97928,26.59184,56.19233,94.39888,-11.56934,11.47031,5.829817,11.63958,7.287232,14.54301,29.7482,4.485042,TASK4T2
26.12949,-11.9426,-58.05344,13.0695,3.249022,-2.428274,64.30757,2.201312,2.849934,2.193799,29.74598,-31.93883,14.40539,-26.17813,19.36375,55.13269,23.21897,21.15979,27.92536,-37.85416,-67.06731,-8.291498,-7.822632,21.25557,-39.22517,-0.2856466,-6.596994,-23.55159,-14.7033,60.37176,-11.75349,-44.07728,17.80855,9.020718,-26.13549,17.66408,5.472229,-28.53986,23.4634,23.59643,-71.00504,3.020574,-53.52594,-39.41342,-8.152472,3.518857,29.34592,31.40835,34.35411,17.29694,9.010932,-26.94825,30.01043,11.17267,44.56079,89.22703,-17.80424,9.334744,-2.415289,1.884557,-4.805252,2.243829,28.93093,-18.41492,TASK4T2
-9.944255,28.3884,-28.69608,38.17995,25.95509,22.12317,85.22453,29.59043,48.63381,33.63544,49.18478,2.458506,30.42501,-3.333801,35.63165,72.27014,44.29342,43.11218,51.66743,-14.85174,-47.89037,24.51956,19.91384,42.69571,-26.30748,18.17144,12.36234,-8.732895,9.171893,57.78519,-14.49518,-24.48921,28.6222,23.54194,-7.865554,35.87577,22.34057,-24.02885,2.902201,27.13477,-54.37245,-5.236272,-55.01836,-34.03813,-12.13775,18.7573,27.06007,39.01205,30.68784,16.33275,5.594414,-17.23939,25.59043,17.92673,50.81071,84.85201,-14.29013,3.279415,8.943935,7.315893,-12.46241,-2.608097,38.74932,-10.34251,TASK4T2
12.30552,15.81722,-42.15903,28.60904,15.84017,6.807849,63.67276,5.01246,19.43135,16.44159,40.20407,-8.860029,15.53024,-10.84416,10.32991,57.98993,35.82677,32.90429,42.75684,-21.16761,-52.22026,13.26977,6.332742,38.31614,-46.00901,4.454405,6.57528,-9.095922,-6.887469,54.76039,-19.30406,-28.55273,21.45986,28.33265,-8.864606,31.28807,13.72799,-20.55276,17.82362,26.60937,-76.73074,1.176066,-72.80775,-20.04552,-7.397103,28.71241,41.60545,49.46284,40.04448,32.38718,20.61533,4.909179,42.38358,38.03468,65.3091,100.0723,-1.744909,23.73558,29.1294,22.90051,10.81877,25.87554,59.37712,27.85921,TASK4T2
-24.28463,19.46281,-36.71763,34.05751,23.38361,14.00452,74.70381,11.51933,34.403,24.45938,43.56449,-6.448319,24.68508,0.1969364,20.31661,60.54077,44.65371,40.892,45.69434,-19.02418,-42.71351,8.783935,8.513263,50.62387,-27.26228,10.49598,7.780028,-14.5697,16.90157,71.52694,-8.681578,-29.91007,15.90095,17.62188,-21.58104,12.6916,-11.88516,-27.25403,4.337147,15.85186,-50.27078,-8.075463,-54.54257,-26.11946,-23.81929,12.45261,8.761773,22.74909,16.37797,8.95111,-0.7891077,-19.50017,15.18159,9.542062,43.36526,67.64333,-31.32127,-0.008866294,12.3673,9.090022,-13.699,-3.515387,28.57299,-16.23665,TASK4T2
-15.20411,14.57919,-41.93034,27.08066,16.58313,6.073338,77.96735,12.10385,35.25754,26.15459,44.38092,-3.09218,25.43733,10.76439,31.66465,69.86287,45.15892,43.80532,52.23544,-8.177676,-36.00042,12.95115,7.073064,20.58091,-28.03925,22.34762,18.21028,7.648868,15.1283,60.18611,-1.208526,-14.38322,40.0038,40.40512,5.931386,56.991,32.81321,5.843207,13.98205,44.47904,-58.68736,25.10908,-56.78214,-19.64102,16.33136,46.00298,68.22109,74.33286,62.98639,60.45412,45.43005,33.79708,55.05236,46.60433,78.2382,127.8856,31.29078,45.82788,55.70848,36.44987,32.68484,48.29754,75.2951,45.12106,TASK4T2
15.67946,26.6227,-14.27647,41.14996,30.55867,14.54996,80.04269,27.06604,47.07654,26.75586,42.53653,-0.6508809,17.76886,5.094165,34.25237,60.86109,46.6724,36.58574,41.69158,-20.5505,-37.56234,11.58607,5.406856,62.06243,-26.3004,10.88549,4.575796,-17.33708,3.035652,58.34415,-25.66465,-31.86852,14.30948,18.90356,-16.67208,23.96185,7.383373,-44.02957,-8.182175,29.87548,-66.44508,17.0191,-71.59153,-24.78541,-18.56124,25.12595,25.88083,43.06971,29.068,14.11364,14.48322,-0.7969865,26.12029,32.45373,55.63923,87.77641,-5.802515,19.3289,29.57819,12.11692,-1.515512,14.66324,47.82755,7.774916,TASK4T2
4.415977,22.45224,-34.53681,37.014,35.60437,20.18024,71.65018,12.8687,38.59046,30.17887,51.90165,12.78288,30.12906,18.23964,17.4535,59.23565,53.23557,50.52551,63.52559,0.440176,-36.85007,24.39923,23.10165,59.72831,-26.57933,23.9814,25.79218,12.49615,36.44215,53.67521,10.84582,-14.54264,27.39978,44.96387,-0.2306253,52.40349,30.52746,7.384004,-7.344191,41.13506,-56.08988,4.244083,-64.42793,-39.89694,-10.72801,27.83713,29.49423,46.36385,27.15812,23.20533,10.61013,9.644319,22.52141,39.0167,50.71777,75.85406,-11.83822,10.52938,31.12953,-3.040571,-4.512988,3.533254,38.01709,5.433794,TASK4T2
-10.75312,3.629598,-47.80622,26.94176,19.51744,3.005557,77.42433,-5.323843,18.44249,7.663054,33.16842,-15.45793,11.0705,9.902714,5.30701,41.66508,34.17067,21.53996,38.29646,-20.10642,-35.62326,-6.294947,-4.425584,32.25281,-43.48463,0.503347,-1.807108,-10.44436,13.54546,40.70293,-27.74422,-41.16091,2.177153,18.60756,-30.47692,25.01264,-0.9133386,-22.77863,-5.810815,30.2056,-62.2611,10.72857,-73.11782,-9.044418,-15.71901,42.05087,29.49936,43.09224,30.85532,27.5655,17.37956,10.4289,29.17995,34.31023,71.63892,99.0033,12.09715,23.11844,49.73817,25.79882,14.04199,30.8996,67.95353,44.78509,TASK4T2
-8.084696,23.54248,-35.48437,21.72585,15.72,-9.369758,61.12643,20.03581,43.65433,25.26983,36.42334,-7.013879,7.609893,6.334104,37.57173,66.86331,44.7741,34.31124,46.55555,-15.89698,-36.49334,16.09227,15.72093,49.11063,-17.03984,21.71137,9.000096,-2.821733,23.29817,57.90546,-5.904276,-30.89101,13.72867,22.99565,-26.50852,23.83203,4.471131,-16.52856,-13.02445,26.15875,-59.69876,-5.54431,-49.21898,-39.42097,-3.217139,24.31922,28.67963,41.00297,26.42806,17.48448,18.38911,10.31772,9.603292,33.38284,58.53376,75.47613,-5.132668,18.72845,42.24402,11.35822,1.631582,19.92459,48.77342,18.33614,TASK4T2
-29.80063,21.29335,-30.88712,30.4096,25.64414,4.331841,73.33018,14.71811,35.45199,25.62296,37.41589,3.933571,12.75465,15.22719,25.37475,60.37684,53.2284,37.76736,52.3672,-3.640745,-32.7473,1.579508,0.4792059,43.32863,-36.4807,25.63079,12.74225,-1.381673,19.31074,64.12518,7.680729,-20.42094,22.006,35.9295,-15.82111,42.72205,35.69175,-3.566137,18.66968,39.93018,-22.95001,11.29478,-73.14706,-26.26901,-6.967044,45.65362,34.15078,49.86192,36.15406,27.97521,29.16092,33.6357,39.15239,57.97029,81.95959,95.01038,23.41745,38.67288,62.00875,35.41227,33.44153,45.29122,72.18457,64.52463,TASK4T2
9.623109,0.03194814,-36.28229,20.08875,18.88148,-3.190348,67.16615,-0.05069353,22.34319,3.054158,25.91286,-17.7814,6.819126,18.02194,3.52874,30.19049,27.4411,6.213577,32.86159,-20.15128,-35.91616,-11.5724,-10.37653,39.57658,-44.07104,-5.829565,-14.18099,-8.898509,9.744608,8.598776,-24.93526,-58.94004,-14.95298,2.849056,-50.96299,16.89381,6.527628,-18.93902,-63.15464,40.8489,-94.46234,30.81405,-100.8692,-28.08491,-41.73719,24.00847,-22.46875,-1.975976,-14.11825,-19.92714,-16.53843,-16.44199,-8.472431,18.77555,38.8586,15.03529,-36.68438,-21.9517,4.629983,-24.83164,-43.97879,-36.4922,1.346403,-50.93908,TASK4T2
-21.81716,-8.88921,-65.6819,-4.194445,-5.167376,-27.61152,43.67947,-21.44642,2.66498,-12.007,10.37812,-35.19681,-15.75492,-6.550452,-10.2211,20.75652,13.54024,-2.418849,25.18024,-31.22719,-54.02778,-13.37107,-3.855845,40.78299,-50.60244,3.17848,-7.065665,-11.51362,26.13063,25.28793,-11.33243,-54.88971,-10.28888,12.6723,-54.29991,20.53928,18.842,-3.070212,-6.617318,19.77501,-50.6746,-20.06038,-75.93292,-28.17517,-21.21392,19.95691,10.19281,27.88815,15.6457,13.88105,10.12067,3.863956,7.335504,28.4905,58.74649,79.74087,14.369,21.32532,42.99319,3.91619,26.2207,38.80947,62.24977,65.6244,TASK4T2
-31.27173,8.7366,-36.57677,17.68,14.64949,-11.53747,54.23501,6.632357,19.72828,11.4704,27.59225,-16.07547,-0.3530053,-0.6600742,21.25,48.87292,34.89802,11.98668,42.64817,-19.34287,-41.90294,-11.38571,-0.6737927,31.64297,-36.58099,0.9524798,-9.842319,-10.43383,14.1,35.01873,-18.697,-57.78675,-13.60715,6.088366,-59.32364,9.52172,15.39791,-28.60794,-34.61819,19.77184,-58.5229,-27.67966,-74.52178,-43.176,-30.54677,22.11249,-17.21411,-2.589461,-9.333226,-20.99712,-17.629,-18.22889,-17.84794,26.33033,51.99823,18.8432,-32.35097,-23.40887,7.472797,-15.23146,-33.3004,-30.37423,11.48752,-27.32984,TASK4T2
-39.82595,-33.25694,-83.18832,-24.6174,-25.79786,-46.89382,29.57826,-28.85685,-17.98689,-31.40535,-20.66241,-51.96093,-36.51352,-28.63793,-24.02081,8.040252,-3.769367,-25.40658,10.5825,-44.63581,-63.44878,-35.69824,-29.25852,14.85144,-60.52198,-8.361277,-33.6664,-31.05515,-14.13269,18.97163,-26.29625,-73.36885,-25.98393,-12.83188,-80.20881,-0.2069895,10.31404,-12.31463,-34.30573,23.68291,-48.77372,-4.792909,-90.03497,-36.31583,-27.77731,21.4467,-27.89738,0.02205787,-7.262501,-20.55057,-4.872575,-0.05829835,-2.955035,19.78505,49.58034,35.84166,-0.4359718,6.350256,24.01747,5.594883,5.787466,13.74724,39.68231,27.21182,TASK4T2
-35.44175,0.5728015,-47.0766,1.887579,-2.312962,-13.18714,57.06246,-7.790485,15.77659,-1.925125,13.51181,-26.51515,-11.74369,11.33677,-1.204714,27.71143,21.9181,-7.054373,30.61964,-23.14422,-34.33011,-34.0985,-24.44451,18.62556,-65.36375,-3.458108,-23.61454,-15.74507,-10.68738,2.489735,-10.35395,-61.81192,-21.54847,-5.162657,-71.49772,6.020916,21.59662,-11.70505,-40.60114,43.72397,-76.7151,20.90706,-124.2887,-52.75388,-52.30792,16.2516,-36.50089,-8.011908,-13.85055,-23.25739,-13.65903,-15.03907,-14.33016,15.45979,37.62977,11.74477,-16.04565,-13.21844,8.384588,-10.39213,-14.30934,-7.662698,17.69048,2.318606,TASK4T2
32.6875,11.27979,24.01599,13.76976,7.453416,-1.464202,51.10537,16.78206,-4.813967,6.977452,15.12252,-2.185956,-13.94504,-6.701684,-15.69014,-28.71855,17.10403,42.77201,-0.6183837,13.66485,11.70664,27.62659,31.69844,-2.882517,-21.9496,-39.03773,-1.699918,-4.010644,16.5457,-42.25507,10.66335,-0.1110635,-14.78868,3.125696,27.51138,-8.02625,-13.94043,5.793969,-18.96753,-14.04859,26.35885,8.648267,38.69599,17.76947,-18.47169,-0.3265935,-15.15282,-20.66785,1.240559,42.3097,2.310911,19.1319,-14.32739,-61.65364,-22.86322,-121.5257,-28.6151,-13.52385,-19.78359,-35.94798,-41.19601,-2.757077,-50.90989,-21.7002,TASK4T0
-16.51019,0.3938409,28.17967,15.59964,15.18172,14.68779,57.77511,22.81357,-4.417457,6.846513,18.39137,10.07929,-10.34551,4.000917,-29.68855,-34.37149,17.45229,36.43414,-0.3455539,23.18006,23.62221,56.92589,62.57034,40.87245,8.076033,-26.81946,17.41252,8.819712,39.50166,-27.79662,43.21355,26.51572,4.218613,21.49,44.4732,1.430557,-16.30221,1.094398,9.39936,-5.665316,20.34031,22.04805,33.55195,10.91824,-11.02579,-2.510598,-16.9058,-24.34461,2.781603,38.43227,3.008852,14.97254,-13.62385,-57.47158,-21.97057,-128.9042,-36.18101,-16.73716,-26.97439,-45.48563,-58.1413,-15.29064,-62.60125,-57.78793,TASK4T0
-30.00939,24.1764,47.31374,32.13697,25.39564,11.28882,67.89884,25.47362,10.34517,17.08058,24.09594,12.18274,0.7817377,6.490678,-14.21503,-41.10209,26.0126,51.21645,8.167459,26.54502,24.58364,34.52596,57.88617,17.94304,6.216399,-20.60472,20.67886,11.75611,3.615753,-35.11405,18.45225,31.58013,0.4016099,23.14883,55.47104,10.73969,9.589272,18.82786,-40.69534,2.421212,20.39998,26.52914,23.73144,-13.9144,-1.599361,8.999306,0.3993634,-11.36919,16.05302,55.42025,12.87612,29.97739,-2.889865,-40.91224,0.2177441,-111.6284,-16.9827,-0.9692336,13.03998,-28.75596,-39.22197,8.263094,-48.5025,-9.657188,TASK4T0
22.05551,-10.61383,31.27311,19.05783,17.66563,9.122707,55.32987,10.29845,-19.09511,2.784003,17.27864,7.952882,-6.232271,0.8678192,-24.43866,-53.783,13.90055,44.63174,-2.454054,18.63298,7.851621,33.76939,41.30986,20.60626,-16.74794,-35.4365,5.937733,5.275308,36.6875,-39.01254,10.93256,16.91079,-9.517812,7.86144,40.39607,1.241401,-11.48709,24.6582,-42.29588,-10.03656,19.41653,1.985673,1.840177,-2.131502,-29.26786,4.663906,-15.02261,-30.65023,-6.436593,28.59082,1.34061,17.98058,-5.919514,-61.11378,-8.693129,-127.7479,-27.03075,-12.40467,-5.539784,-33.1417,-45.45473,-5.195238,-56.52749,-32.13163,TASK4T0
19.36769,15.61916,33.26152,16.75809,14.40695,7.010039,52.77384,28.36992,-3.048012,8.487376,25.45495,6.185133,-7.414168,-14.52044,-3.3094,-40.3208,19.64038,50.13573,-1.896943,20.19019,6.415093,47.11502,49.23943,26.10015,1.257771,-38.83618,6.291542,-1.573896,16.30131,-28.74047,29.69216,22.61184,-8.451293,6.60708,33.14954,-14.26058,-12.31403,2.119535,-8.66444,-19.70202,21.99515,-9.731239,39.18849,-5.131536,-12.38094,6.434007,-4.782854,-15.22886,8.329274,37.1825,7.895762,12.49784,-14.34412,-48.14785,-7.607305,-109.6877,-6.065182,1.174208,0.6017087,-23.15622,-26.25302,13.27714,-38.022,1.779587,TASK4T0
-32.7735,-15.90187,27.7871,8.410935,8.674312,4.173758,46.61686,14.63486,-25.58181,-0.4573914,23.03584,2.232256,-7.502952,-10.96306,-17.63706,-43.83194,24.26281,57.53921,-1.052127,24.13114,14.40032,38.33642,44.90348,21.83216,-8.019238,-29.7642,7.856078,9.115569,27.22683,-29.85526,17.45607,17.92192,-11.04273,7.252664,46.48796,-0.1117763,13.16026,17.52401,-45.82334,9.47682,25.98452,7.781869,15.83027,28.68093,-19.28769,15.13824,-6.944714,-25.01411,-1.015774,26.22383,9.11047,14.06301,1.493147,-35.53362,-6.991138,-125.408,-27.79741,-5.69345,-3.416693,-35.9006,-42.31481,-4.761897,-55.29666,-44.9017,TASK4T0
-27.70228,-10.95611,33.57013,14.32333,20.602,16.32954,47.94036,8.670426,-22.03313,1.889031,28.21926,8.045144,4.75559,1.877169,-18.22449,-47.40096,17.93456,50.6899,8.141021,21.24727,-0.3248481,38.40758,43.84444,5.17909,-7.394741,-33.56483,11.66444,17.98493,32.64468,-41.49754,21.7891,21.56276,-5.911506,13.73365,44.45086,7.321512,10.10826,23.54153,-35.65586,4.841536,34.25918,6.563396,16.90782,-41.8419,-25.49537,0.5092238,-16.41082,-28.64095,-3.671114,22.24877,8.868238,18.08632,1.166664,-45.36128,-11.14661,-123.5816,-20.38824,-2.245639,8.723592,-35.09353,-33.07354,1.594188,-51.44844,-25.24782,TASK4T0
-15.33981,-0.4179215,35.19317,20.20142,24.85034,13.42898,53.43298,19.99818,-13.51338,6.557825,30.90042,11.47555,8.441737,-0.3820969,4.069144,-34.62898,28.30169,55.55775,6.208543,22.9603,7.990524,40.80172,47.38778,50.03913,6.505552,-39.52301,8.790763,7.870131,25.59359,-31.61522,14.8528,24.37014,-14.69417,6.443091,43.6796,2.760626,6.942372,19.31635,-35.95201,-0.4107642,7.512182,-10.51314,13.55882,11.52482,-22.54727,11.90336,14.20345,-14.22186,5.798417,29.47328,11.93539,10.91723,-0.822231,-33.96809,0.7076505,-99.39148,-6.664665,5.876847,22.12332,-30.91058,-10.00461,20.45792,-30.74066,10.44167,TASK4T0
-12.88241,-15.29366,19.40584,1.553871,9.048031,1.844741,38.23014,-0.50634,-46.14958,-10.28797,23.8864,-0.892175,-7.206332,-20.1179,-1.446412,-47.80724,17.36471,44.59961,-4.571276,7.499274,-6.89595,27.0247,38.70782,19.42607,-9.490976,-37.79482,4.964128,8.210732,17.5111,-35.7901,15.54811,19.38201,-13.4736,3.742585,39.74712,-1.609152,1.593599,12.25371,-49.97947,-5.913092,13.7962,-26.83959,14.91509,4.993562,-24.53614,16.73889,-19.82319,-36.85722,-13.56542,14.64352,2.852699,3.61966,-4.487368,-40.12411,-2.999154,-137.1655,-27.53549,-6.090363,-2.518794,-38.28048,-38.20247,-7.131632,-47.5028,-38.53513,TASK4T0
-9.464113,-8.192905,20.50462,1.444745,10.42287,-2.475277,20.00069,15.12978,-31.40679,0.7224925,35.8805,3.56639,-2.896214,-23.98204,3.917231,-25.55633,33.74496,57.27686,12.85007,11.85566,8.463003,36.0227,34.28247,16.31618,-6.993914,-29.77338,8.782128,15.25178,15.50661,-23.19194,33.24452,28.42293,-12.62774,4.536113,31.557,-0.2808477,17.31533,15.40403,-41.25761,11.61848,23.73458,1.723769,17.31865,-7.419409,-28.29548,15.96338,-1.490517,-18.40171,2.513174,21.03903,18.69275,12.87592,5.039744,-34.08978,0.6518119,-110.2154,-12.04001,12.17656,11.74718,-21.04844,-9.422889,22.76371,-25.45002,-0.1344428,TASK4T0
-26.54436,-22.15924,19.45009,-2.484025,8.838215,7.646455,32.02145,2.171649,-46.57763,-11.14895,21.42595,-4.043912,4.961476,-23.94185,-5.656804,-34.10729,22.11888,45.09388,4.903636,3.482845,-2.442275,31.64279,36.37371,23.95404,-11.37729,-45.58051,-2.763085,-1.482404,11.12364,-40.17231,16.20631,16.68021,-24.48613,-5.693793,30.31962,-1.733572,22.92754,11.82189,-46.2993,2.134392,11.56027,-20.09358,7.134914,-12.40574,-33.56476,4.429868,-14.81933,-30.38596,-11.38742,12.00889,6.403656,3.330193,3.921221,-36.37019,-9.316928,-123.6881,-24.19084,2.541324,1.56921,-35.85281,-13.35991,6.317705,-20.38774,-15.40684,TASK4T0
-18.46737,-9.919128,13.87892,2.471442,13.39082,2.105189,33.80681,4.541424,-37.38546,-5.864781,30.39139,7.253444,8.080061,-5.839638,8.108083,-21.43613,27.42225,49.78839,10.59679,16.45753,13.58121,42.56388,43.6262,37.81608,8.938991,-25.89709,15.41453,25.98296,25.93207,-39.35294,25.86763,25.8693,-1.825601,14.96752,45.60033,16.72279,28.62583,29.71574,-20.63933,27.70214,18.38842,14.12639,24.63318,14.72289,-26.74784,21.12734,-3.820454,-23.99736,-3.366039,24.85667,21.869,12.31637,12.61362,-27.86226,5.118275,-125.8456,-25.13692,11.85396,16.52362,-26.33856,-1.974256,17.63113,-25.37474,-8.422142,TASK4T0
-56.17293,8.6972,21.53589,12.34371,25.68516,15.80176,35.80271,7.057885,-33.01261,6.587453,48.36106,11.97082,15.09491,-9.317224,17.67247,-15.74574,38.75937,51.73765,16.3264,2.873134,6.140923,24.38615,34.05018,27.17254,-7.315333,-40.59212,8.38725,17.42692,26.84367,-42.43855,12.79057,23.08615,-12.72886,1.741723,26.42497,8.060678,10.9539,7.441104,-71.80391,7.885807,-4.716536,-16.07913,18.7687,-1.546973,-37.48833,8.404073,-2.61769,-32.0772,-12.92744,15.23974,7.715541,2.145855,-5.053639,-32.88649,-0.9032039,-130.0737,-20.09222,5.989375,1.857873,-32.08914,-11.71523,13.43231,-13.86309,-5.808005,TASK4T0
28.43794,-13.85669,7.12976,-9.584317,4.433588,-3.712699,8.513848,12.33637,-49.78395,-10.57194,29.35154,-1.842886,-2.093082,-29.499,16.71527,-21.33703,26.00015,41.27266,17.56347,-2.904778,20.93424,32.59995,34.52497,28.16313,3.842059,-30.36841,3.86128,11.63285,-14.0927,-30.41744,44.87977,33.51176,-17.3117,-1.297671,25.04588,7.871952,26.4003,18.97523,-21.26366,7.41784,23.04271,-2.85045,29.80952,-5.219772,-12.20503,19.20102,10.67853,-10.62768,4.999816,32.21522,25.63241,11.25375,12.23573,-28.45992,11.33879,-117.1632,-14.72891,18.88898,7.517645,-23.20772,4.719162,24.49059,-2.201636,3.545951,TASK4T0
-21.04934,-7.729161,9.798472,-12.78183,-0.9714453,-9.345035,6.000256,7.223585,-48.63573,-12.55313,22.23856,-6.169297,-5.406374,-34.31484,9.561918,-28.57894,25.92478,38.36867,2.955426,-15.92569,19.01911,24.11353,30.0263,31.26007,-2.073024,-34.89442,1.026389,-4.154763,12.05851,-44.76081,30.0047,26.43836,-17.16883,-8.401978,15.90476,-7.156904,6.64895,-7.752567,-38.32012,11.60815,-14.71816,5.006144,8.870654,7.468051,-48.35967,8.021888,-19.51116,-35.51437,-22.28734,9.743832,7.658135,-11.99984,2.090601,-51.20182,-14.61961,-143.546,-40.38579,1.272374,-11.62953,-31.86272,-7.017895,10.72797,-12.32345,-13.57735,TASK4T0
-29.61766,1.457633,2.421854,-1.590274,14.26638,9.952454,28.50317,8.709826,-32.51691,2.583734,39.09979,14.99011,28.40127,-13.33944,10.75527,-6.670638,39.40518,52.17868,21.95603,12.15671,34.1646,53.96993,49.41847,43.87072,13.14316,-25.07126,24.11696,39.65701,35.21349,-35.37978,37.15132,42.15175,8.227448,21.28721,40.80291,39.46414,62.71572,49.3042,-35.56332,36.78957,15.13991,18.14518,41.14499,0.5764832,-12.67889,21.27681,19.66008,-1.025921,18.72462,51.50687,44.41478,35.85079,25.70518,-14.078,22.05934,-107.6284,-0.6911786,40.83736,20.19698,4.895596,27.42336,49.501,22.48891,33.47393,TASK4T0
13.63584,19.82482,23.07165,14.72887,23.71796,17.32617,29.52435,26.28308,-24.95629,5.327864,46.46334,13.61663,10.52948,-16.40804,31.54932,-13.56574,32.20042,47.89886,21.60235,-3.862542,30.68716,35.61695,35.76018,36.01928,7.618434,-33.4413,0.8894364,3.824498,-3.043572,-46.16691,24.40613,24.04499,-12.64469,-8.089625,3.435541,-1.706301,2.86365,-9.019495,-31.66898,10.2226,13.65754,12.80108,35.27467,-9.992118,-27.2808,-5.055981,7.710274,-22.06551,-6.417886,23.93824,14.44278,-6.396606,-5.609896,-43.48375,-0.1407018,-135.7406,-21.62676,10.16405,-8.872039,-33.77893,3.078263,19.92083,0.6943313,-1.346849,TASK4T0
-10.40706,13.88935,15.79504,-2.763011,10.76543,2.10893,11.65066,38.81245,-24.51574,9.742106,47.5174,13.06989,16.88003,-8.807184,31.79061,-10.26621,38.1188,57.55713,24.01152,0.8832275,51.5405,43.36461,53.65739,63.29113,27.34536,-12.01126,25.9981,21.13784,32.2409,-42.8173,70.70327,59.19507,12.94376,16.85022,39.71589,28.91443,37.99807,33.45338,-22.80145,25.01951,2.738578,40.39093,27.66782,-0.9430425,-16.70309,21.66042,18.25736,-9.010859,3.992119,42.02895,30.9081,7.057561,14.95203,-35.44543,9.624907,-133.8419,-16.76124,22.34489,5.836463,-21.32223,8.644243,26.91626,1.064782,7.704787,TASK4T0
6.177232,13.11498,16.91101,5.345136,20.22839,12.35188,20.44076,20.11265,-26.39934,4.180645,30.09636,9.649325,17.06219,-16.72018,31.94071,-26.3169,36.37282,42.5291,18.49998,-9.221734,52.77345,34.99206,39.05049,19.78149,8.205246,-31.06505,13.29158,23.41215,20.39707,-42.79683,33.2564,37.35766,-5.299606,1.981194,23.93001,10.86905,25.89948,17.8384,-23.05738,16.02477,11.22566,9.627687,49.14302,12.1567,-8.095936,15.87704,33.92482,-2.820431,10.51319,45.85975,28.53308,10.03882,15.51636,-28.61891,5.392726,-127.5186,-13.39224,23.33154,4.334272,-16.3262,13.06866,35.61338,19.01885,19.22783,TASK4T0
