segmentData1,segmentData2,segmentData3,segmentData4,segmentData5,segmentData6,segmentData7,segmentData8,segmentData9,segmentData10,segmentData11,segmentData12,segmentData13,segmentData14,segmentData15,segmentData16,segmentData17,segmentData18,segmentData19,segmentData20,segmentData21,segmentData22,segmentData23,segmentData24,segmentData25,segmentData26,segmentData27,segmentData28,segmentData29,segmentData30,segmentData31,segmentData32,segmentData33,segmentData34,segmentData35,segmentData36,segmentData37,segmentData38,segmentData39,segmentData40,segmentData41,segmentData42,segmentData43,segmentData44,segmentData45,segmentData46,segmentData47,segmentData48,segmentData49,segmentData50,segmentData51,segmentData52,segmentData53,segmentData54,segmentData55,segmentData56,segmentData57,segmentData58,segmentData59,segmentData60,segmentData61,segmentData62,segmentData63,segmentData64,labels
-17.03054,-9.073293,-20.23779,-9.668076,-13.22139,9.138514,51.83371,-24.90403,-36.68559,-22.89298,-62.10752,15.30556,-21.70522,-98.28997,26.13783,-61.35592,-48.53503,-44.69056,-42.34901,-45.62049,-50.35162,-24.63413,8.605261,-30.30301,-55.40353,-37.83515,-23.75272,-28.41549,-29.22341,20.27168,18.27004,-41.08025,-9.16209,-31.9519,5.507735,9.241423,-31.23013,-12.18003,22.72468,-35.02062,11.27849,-69.06205,-29.04963,72.07156,-72.04543,-24.53705,-18.74771,-25.61006,-23.64789,-15.25786,-48.9632,-57.52237,-74.89563,-60.89832,-35.20339,-114.8935,-18.1115,-48.24467,-125.7555,8.432688,-58.13415,-44.46841,-64.83372,-34.86648,TASK4T2
-34.88869,-23.24453,-35.63186,-31.35867,-27.75373,6.736876,54.38181,-30.01595,-48.3772,-30.17484,-67.20016,9.457294,-25.05421,-97.37221,28.09948,-55.72324,-40.90613,-42.24617,-29.44448,-38.34799,-47.16659,-22.1783,20.22455,-8.371396,-52.79805,-26.78601,-19.36583,-22.66205,-4.036251,29.93335,26.78256,-33.21319,0.1468426,-24.92284,13.71913,17.24998,-17.62968,-1.590386,20.79728,-6.260238,26.53295,-38.82387,-13.72541,67.1258,-57.35775,-22.12704,4.076516,-19.77404,-8.423856,6.40976,-30.42769,-52.36049,-71.58956,-49.10682,-25.08642,-98.18819,-7.756876,-34.86049,-118.4139,17.23758,-42.95581,-31.51195,-63.01935,-34.01994,TASK4T2
-22.48337,-13.94747,-26.83163,-18.88129,-13.98991,13.44494,58.36974,-27.06604,-47.24152,-27.35435,-66.65185,15.4439,-21.63602,-90.86361,33.76152,-62.39392,-43.20261,-39.11152,-32.74548,-36.04925,-55.18883,-21.69422,20.63101,-9.00184,-48.54897,-31.62609,-18.20914,-22.383,-9.744865,38.11322,22.91092,-38.65685,-7.43838,-24.67494,19.81821,17.34652,-27.30011,-14.76213,28.21951,-26.32442,14.11897,-43.97512,-11.87356,65.90688,-59.21659,-19.24688,1.725329,-21.07804,-3.818197,7.341803,-29.30259,-47.51535,-73.0682,-41.02395,-20.27052,-86.44726,-10.61532,-23.98162,-106.271,26.03607,-40.27732,-19.57378,-43.92524,-3.724637,TASK4T2
-9.702674,-13.81953,-20.12585,-15.13776,-13.36825,16.86369,59.64067,-14.92759,-44.12582,-22.77414,-64.36009,18.72109,-19.79249,-87.07988,49.81381,-29.5125,-36.6713,-40.21902,-26.18383,-27.37722,-45.94841,1.844919,26.89286,-2.420096,-42.64089,-42.90206,-14.21334,-12.17343,20.22634,23.79322,16.58737,-38.77497,-11.34968,-24.32372,23.67446,22.39604,-15.07137,8.577232,33.79482,-11.77275,18.87147,-33.1142,-25.65274,67.70306,-51.77507,-22.70834,1.906344,-17.65934,-7.68281,10.80309,-43.63715,-62.60106,-79.28716,-67.85609,-41.85812,-99.50444,-19.98845,-49.45877,-127.5229,-14.23767,-60.27282,-49.15388,-71.94195,-59.139,TASK4T2
-57.81025,-40.33302,-39.83847,-34.45663,-31.45608,9.969451,58.24167,-39.11403,-70.55567,-40.70675,-69.1683,13.79815,-30.96995,-104.9666,23.74057,-49.52314,-51.61687,-43.4873,-38.12291,-39.47585,-55.41848,-18.30968,13.75379,-22.5947,-58.9485,-37.24299,-19.53613,-30.39149,-4.662423,27.76462,11.52997,-40.47891,-9.179282,-24.05988,18.25161,20.58485,-12.95713,-11.02903,9.97349,-21.1326,14.29558,-28.14774,-25.20378,48.95435,-62.45748,-19.43574,-5.762225,-25.64454,-10.61871,20.76119,-28.53434,-41.74556,-57.44218,-47.2615,-16.24087,-89.70379,2.257664,-26.95696,-90.50338,30.14838,-39.4248,-19.17661,-36.46069,-15.71192,TASK4T2
-26.19396,-1.123646,4.364211,2.915208,3.17668,40.37259,81.61481,-18.35214,-36.28944,-8.565596,-42.11903,45.39258,5.14072,-70.80741,48.28304,-28.85476,-15.11653,-13.94192,-5.877944,-7.92146,-26.79189,-10.48267,23.12626,-5.053379,-40.81326,-26.85138,-1.559906,3.106841,18.38061,29.75786,14.66884,-32.71224,5.637157,-3.150823,36.53543,32.75929,-2.732339,7.388624,22.18521,-15.05628,28.91296,-17.68217,-11.76702,73.32749,-53.53553,1.414436,15.86261,-0.3485796,16.77962,48.18288,-9.357578,-26.5295,-35.35731,-6.740951,-3.362428,-65.71228,15.35167,-8.463983,-82.86169,37.644,-27.70254,-5.504693,-20.9218,-0.7102695,TASK4T2
-19.76473,-18.40122,-18.18946,-5.335563,-3.075362,32.93673,82.3266,-14.66958,-48.96573,-17.17258,-50.48178,39.03703,-8.321342,-71.19891,58.58516,-34.73062,-21.09734,-25.39174,-15.09048,-10.14262,-38.56879,-5.743083,28.7608,2.508919,-31.96365,-17.74785,-2.980142,-8.002925,20.78773,43.03886,26.03873,-26.50051,-0.6805784,-6.410502,26.91077,25.41655,-7.306231,7.95525,30.5225,-25.6413,22.48745,-29.49027,3.325456,54.66503,-46.65403,-16.71528,12.48132,-6.859937,12.54882,34.36863,-24.59423,-51.7366,-57.71592,-33.96762,-34.16908,-86.09202,-4.840288,-30.07366,-99.10439,9.505472,-56.7923,-30.16869,-46.52946,-31.94424,TASK4T2
-14.82016,-12.44612,-27.36832,-11.03057,-9.601536,25.49273,65.51231,-11.52304,-50.05197,-22.42305,-55.05403,33.13076,-13.29998,-79.65522,38.37518,-36.54478,-30.62829,-29.29077,-19.02496,-15.14013,-48.67862,1.681871,28.37731,-5.791848,-47.29779,-33.67013,-9.034301,-4.700765,25.52979,24.23386,9.658753,-38.3018,-12.0642,-17.72952,22.88471,31.19316,-0.9055915,17.92048,7.053161,-12.97774,15.06899,-10.34181,-9.519635,60.51996,-48.58766,-4.155471,1.58617,-15.0022,7.696226,44.35111,-18.92092,-30.60596,-41.18562,-25.41189,-4.463947,-76.41833,1.681303,-16.81829,-77.1538,26.36165,-39.61375,-17.4979,-26.21692,-28.79109,TASK4T2
-32.93982,-14.36055,-2.865516,1.571903,2.82642,48.01777,90.84357,-20.06803,-41.79917,-12.43387,-43.24796,47.6111,8.205808,-56.22213,60.07449,-19.36046,-10.82677,-7.065738,1.439741,7.528755,-17.83898,10.04718,38.92411,11.0968,-29.0206,-31.48863,4.555068,2.067101,33.13515,50.66037,13.74393,-28.91633,0.7371451,1.36298,37.80879,45.7033,20.70513,29.02556,22.4202,1.9402,39.31358,7.50387,-1.092092,46.03331,-35.47689,6.808012,31.13107,7.724007,22.14621,72.12693,-5.177766,-34.76943,-26.72018,-28.20537,0.1449568,-60.92754,16.28165,-10.74288,-74.49889,24.52567,-22.07166,-1.862713,-23.69761,0.9833174,TASK4T2
-29.37953,-19.31964,-10.75273,-9.271248,-8.830484,25.03479,78.14925,-17.46161,-46.78903,-19.91183,-48.8159,34.86461,-10.53992,-79.81453,43.96375,-32.99529,-22.9382,-26.92244,-17.11304,-16.53493,-37.91258,-13.95477,18.43264,-8.522726,-32.74417,-29.43173,-8.827363,-5.855308,28.11096,27.16334,5.111478,-33.71033,-9.138891,-8.834432,19.72606,21.49903,-5.693255,4.06292,14.22272,-29.49348,15.55158,-10.71324,-5.432715,47.56544,-52.35566,-17.50598,-7.601042,-15.44248,1.356457,46.32737,-25.42787,-50.79091,-49.84958,-38.98516,-27.36066,-90.97681,-8.893458,-27.7187,-96.81555,3.551831,-62.23622,-33.81056,-33.98986,-53.06105,TASK4T2
-8.416007,1.27046,-8.976775,10.01333,11.26781,47.31511,93.18346,2.50919,-26.97105,-5.077649,-40.29824,61.09148,20.66147,-39.22917,65.83909,-22.63716,-2.431166,-5.775316,0.348893,11.3738,-3.855847,11.16066,50.4268,32.29166,-24.91951,-4.845935,17.00536,22.86632,55.37227,47.87503,28.60702,-11.17691,9.690333,11.92459,45.07872,51.4538,27.34595,46.17681,28.15309,2.850014,30.9882,9.909302,12.77012,69.51436,-31.16691,22.90484,26.98043,16.98674,28.90484,68.54204,3.754335,-13.61892,-7.831877,22.40595,16.063,-43.12022,28.77837,6.449965,-47.46349,44.38343,-13.76615,9.88657,8.473509,17.46291,TASK4T2
-16.53448,-9.535459,-4.444548,7.057282,7.807848,43.0724,83.04496,-10.90937,-33.43832,-9.51793,-39.02946,54.4323,8.014988,-59.31753,60.57396,-32.71591,-5.795291,-8.810619,-2.198323,6.062551,-20.2646,2.581931,24.82061,-22.25622,-18.29838,-31.22833,-5.376846,2.515971,13.40978,50.35709,7.354224,-28.86816,-7.336249,-6.218818,15.17317,38.73307,6.913422,20.75522,23.81352,-16.83623,34.86938,-6.622999,13.31057,56.458,-37.14211,-5.460686,14.43354,11.0571,20.20911,66.82056,-13.31232,-36.97684,-31.07578,-28.75531,-10.43124,-67.12563,-2.419629,-20.36943,-84.39321,0.4209201,-51.96245,-20.88935,-32.27095,-29.75374,TASK4T2
-12.42634,-10.63954,-21.82221,-3.904305,1.142848,37.38963,83.23049,-11.12901,-28.52244,-16.28721,-47.95909,40.41062,4.129217,-65.95266,47.68171,-39.16058,-11.56329,-22.01462,-8.043271,0.3785362,-20.69914,5.861853,50.45932,39.32421,-28.26735,-18.63681,5.633133,11.04908,51.32048,47.28242,9.78914,-26.95617,-13.86992,-2.878171,16.37745,31.07657,9.598199,37.71571,6.710594,-5.758988,27.07886,1.63797,5.333766,41.44444,-50.80798,1.557995,-2.028541,-6.597098,6.970338,53.28084,-24.47851,-54.49048,-36.96174,-36.25444,-5.039305,-95.85685,-17.27063,-27.12785,-90.0739,5.265199,-53.07829,-27.10384,-28.37539,-37.65926,TASK4T2
-18.43738,-9.565782,-16.00497,-10.25125,-9.401073,21.74157,64.31269,-12.08068,-24.89997,-20.65544,-64.15218,33.42311,4.028866,-60.30258,42.61977,-37.22538,-24.78752,-22.28217,-18.02187,-8.527379,-13.26363,-7.592792,27.7352,3.363806,-29.3401,-25.09989,-7.576312,1.303849,33.50138,44.60996,10.07145,-24.9358,-12.07852,-9.57877,13.00272,25.45896,15.98385,25.01013,7.836924,-12.47881,31.93826,-1.71138,20.60362,55.80907,-26.68707,11.34421,17.05102,7.793917,6.088538,66.37514,-17.37994,-44.89985,-30.305,-18.45251,7.933997,-52.89446,5.921001,-10.35054,-77.4654,9.299751,-29.71533,-3.486115,-7.386888,-0.6765077,TASK4T2
-18.82998,-22.59164,-19.62872,-12.12025,-11.12411,23.1056,75.05814,-14.43527,-40.5136,-23.57121,-57.35559,38.03512,3.666908,-65.4201,64.28452,-39.53288,-15.18971,-23.1091,-13.98152,-3.846909,-8.329903,-2.101709,37.51093,10.09114,-24.41505,-30.38797,-2.449401,4.94048,29.5468,46.057,2.431158,-25.2113,-10.19819,-7.763174,13.46448,28.95542,9.93528,26.04067,17.17298,-10.66812,24.8916,6.128246,5.118108,62.34777,-49.4479,0.5796732,2.27228,-0.8199653,3.442767,50.91014,-23.73182,-50.28535,-41.4323,-26.40591,-7.703857,-76.14794,-10.64451,-29.83618,-91.52847,-7.098713,-49.66634,-21.0873,-27.98381,-21.71373,TASK4T2
20.60239,34.50615,20.06392,56.51752,53.36361,2.5555,1.376463,8.876047,56.7592,64.23175,60.33241,74.5229,74.11823,18.01842,1.576723,72.96078,71.35716,32.17967,35.35317,16.26318,-17.57407,21.34962,17.64508,-0.53875,-27.5964,-9.376874,30.70207,22.06826,43.41634,-51.88593,46.85428,-14.52518,31.08517,25.24372,26.63832,39.12857,5.235696,5.07787,32.15027,-10.21991,33.01612,17.76459,50.10729,-40.97134,25.83577,27.16383,47.46268,69.34273,16.84227,47.6663,44.27519,53.67852,56.50448,2.874602,27.4793,56.19517,47.69831,46.0941,48.1403,23.7016,27.94178,44.39092,28.84279,48.98028,TASK4T0
26.95552,16.89912,10.0833,52.91029,54.39505,4.025622,23.03726,-4.230192,35.95698,52.63029,59.07438,77.03524,80.84717,26.4453,-0.4516298,74.87574,69.68516,22.19741,34.97674,19.49491,-9.521235,23.62732,18.66673,14.85178,-16.96081,-8.273324,34.46507,32.26285,54.36403,-58.08611,32.78473,-16.61533,26.83189,25.10027,32.23221,44.65761,3.253165,36.20166,27.77634,5.059451,33.75013,10.1205,47.05441,-21.54107,2.118335,29.07761,15.15647,41.10841,-2.384696,27.22545,24.14816,33.36848,45.37006,-15.81757,17.15871,14.30972,17.17958,21.65431,25.89171,4.477232,-13.94082,4.860305,3.412385,0.08175374,TASK4T0
-4.417171,-1.08232,-1.845152,32.36467,29.35058,-17.47545,-9.183901,-22.54776,22.47086,34.78058,32.76353,53.64652,56.31214,-4.127817,-21.1295,61.35139,42.7833,4.28791,17.83091,5.52638,-30.02915,16.34199,5.477951,-2.169175,-17.64614,-18.36073,19.34334,17.57831,37.55,-49.71074,29.4863,-25.57212,22.66677,18.8997,16.95154,29.73841,-10.14767,20.1634,40.85805,-16.4847,33.70955,-16.65842,52.95353,-16.05213,5.756257,31.03969,26.66484,48.35045,12.94147,31.51521,37.43542,46.55779,53.75857,-5.337122,37.94391,31.62803,38.0005,44.52977,53.36571,39.70485,23.62932,41.32228,28.41802,44.11062,TASK4T0
24.91076,25.79517,26.47535,50.44921,48.65482,5.54278,16.95165,8.614617,61.13809,62.3623,60.38541,74.62564,77.83258,28.93652,9.211543,83.61598,79.01885,27.86679,35.46212,23.46659,0.2532419,28.07016,17.405,29.64107,-4.938778,-16.13525,27.63298,24.70618,47.90474,-41.47979,38.02615,-19.31339,30.80891,17.84544,22.80139,31.78766,-12.37607,21.32838,41.68338,-9.415869,31.07574,0.9775911,50.90169,-16.76652,7.922591,42.7193,35.60196,57.16645,12.57698,44.52196,40.06759,55.28818,64.04655,4.852754,40.43491,41.28341,39.72044,43.92451,73.43884,58.55542,24.00391,47.9621,48.20433,69.08454,TASK4T0
-3.566095,0.8741339,-3.762085,26.59185,26.08832,-22.23213,-1.203271,-10.77625,36.76039,41.84517,37.90296,61.1748,66.96037,14.25232,-16.44144,68.31406,59.02063,15.70149,19.4095,7.954668,-10.12662,12.69786,11.33631,21.29672,-14.95348,-16.3702,21.46739,24.28052,46.54488,-51.3213,33.6059,-22.076,20.41543,20.74875,22.17635,38.06794,-2.248461,28.93338,44.28784,-8.51606,24.36357,19.41892,65.95194,-12.89184,16.07069,35.60249,41.64243,61.37421,14.39057,34.552,42.83104,49.83661,55.04976,6.981946,26.80919,63.58449,47.22316,42.52106,42.99532,28.53172,23.172,34.96172,20.78864,28.27275,TASK4T0
24.29512,35.71349,17.34332,51.46582,54.63929,7.552728,34.58659,14.88969,66.45528,65.1198,68.41768,74.56786,78.95789,25.6161,3.33749,83.85558,77.10912,28.12825,27.03955,22.8947,-5.232315,24.16032,18.57715,0.4290113,-1.892936,-1.801344,36.11381,33.48489,32.37489,-31.03946,36.33597,-8.598334,38.01596,30.69,37.81589,42.87088,1.877698,32.10329,50.30621,-4.394258,37.97482,9.021187,57.50204,-11.43646,9.733003,24.57533,29.43112,48.71552,4.768749,16.61411,32.44592,44.09671,54.41386,-1.465613,22.70852,43.15275,40.8732,30.38258,42.14675,30.03578,9.200842,21.20734,19.97209,25.14437,TASK4T0
25.40134,18.70824,8.958132,41.57633,39.68583,-6.301138,17.50229,-3.475184,42.04507,47.06827,51.76006,61.14865,61.95176,14.30101,-2.862208,68.33329,60.60968,15.39858,21.7227,10.57852,-15.03932,54.76726,30.65739,53.87437,17.7644,-6.430132,36.07544,32.04271,64.62343,-18.16034,44.61713,-10.66743,33.37032,29.132,43.85994,43.45953,-12.10324,32.38342,62.50089,-0.2812843,27.76532,-0.8212513,58.85534,10.24853,11.05865,46.66844,39.91714,57.89687,21.57518,25.70609,42.45194,52.79928,64.31641,2.852116,21.4517,47.89201,58.28592,51.32724,59.86242,44.14922,42.99712,49.83909,34.08322,52.29878,TASK4T0
17.28168,6.490577,-4.214532,31.80496,36.6672,-5.080241,19.07117,5.85277,39.29661,45.81115,45.11364,60.08128,69.13393,19.7311,-2.583282,82.36023,62.12961,18.58789,25.56789,14.86328,-1.481223,25.75509,9.512261,18.24743,-9.530736,-12.35459,26.08824,28.82997,35.34752,-22.40343,31.84723,-19.00505,26.21681,20.70248,24.85813,30.0724,-7.126521,27.64874,49.33843,-14.88855,25.68206,8.007026,50.26806,14.22418,5.741947,44.92682,31.7493,52.52839,11.57117,20.39837,35.06454,50.7269,62.65499,2.295476,40.00566,36.06847,48.83274,41.58979,64.77924,50.87993,24.13307,43.77654,34.84745,46.41208,TASK4T0
36.47332,29.91865,4.000041,39.84635,41.01976,-4.24552,25.13522,20.00601,61.22554,56.86819,55.41712,70.41853,72.02467,17.31627,4.261237,90.42196,67.77626,15.0891,23.8508,11.97957,1.006116,22.57045,21.55964,43.64933,7.674288,6.079566,34.11901,36.6169,40.50268,-2.197714,46.8158,2.241853,35.37384,32.11766,33.54087,46.27977,-6.192257,41.2258,75.12562,-12.56823,33.58842,32.81395,79.21434,-2.932502,17.847,44.0416,51.97322,62.49459,21.97915,18.78494,40.57477,55.58637,65.23858,1.53267,35.37497,51.36304,43.10408,36.61279,65.16969,38.76865,28.8092,34.7088,27.68215,51.66532,TASK4T0
-13.99493,33.00449,9.063798,44.41053,41.57726,-6.085873,24.02036,0.9867002,57.64108,52.34242,52.23968,64.34055,64.00062,15.35276,-18.2634,69.90259,70.0775,18.36143,12.27793,8.138573,-6.958573,56.25346,30.24007,41.3354,16.81079,-2.379895,36.22593,37.08548,53.93639,-8.862566,36.60587,1.788236,33.89027,29.21404,35.05779,47.08902,-22.36572,26.0476,51.41396,-10.65797,22.54102,15.01447,53.51871,29.62189,11.29093,35.2659,31.34734,48.10204,6.187238,6.080699,29.79739,38.65487,50.17012,0.877341,16.31269,44.16692,45.13984,25.8143,49.82713,21.52098,21.9682,25.16781,12.31483,34.06917,TASK4T0
58.42092,15.27377,-12.226,30.3616,30.42609,-15.85068,23.4079,8.798368,34.02634,39.40029,38.68538,47.52879,50.01307,1.490872,-16.16953,64.55099,45.05045,10.0094,10.52441,-6.404482,-31.82639,40.4899,20.7968,37.48309,2.774843,-3.307082,33.00277,28.70242,35.59735,-8.608209,39.38966,-8.10971,28.63896,24.66037,32.03438,44.27572,-3.416999,32.51524,66.97661,-15.64021,25.91229,18.66193,53.66765,9.600177,10.40764,30.85179,41.67831,56.41521,16.49657,1.105561,32.76281,43.78704,57.3378,-8.464304,21.13285,43.58581,58.32066,41.98763,60.29562,26.16127,38.92674,43.73114,23.93322,48.50837,TASK4T0
32.4187,42.02154,-3.745804,51.27213,52.95761,3.427905,34.64814,34.77361,65.60067,64.23923,63.01932,74.27425,72.01238,13.12003,17.61229,95.57423,75.15437,25.19101,36.69579,18.958,-5.372495,70.49931,41.7063,62.08687,45.69939,23.52036,53.93915,54.29376,58.60899,32.72253,58.60473,24.95907,55.31887,48.28965,53.26567,61.16031,12.02535,57.68592,80.16627,2.21119,50.51589,35.4827,88.36866,11.70189,34.34499,57.37649,50.34842,69.89534,32.97437,10.57188,43.49915,62.6785,72.45259,0.3492869,41.83986,31.22946,55.65546,38.31251,71.43237,29.9154,28.03645,37.01832,19.72737,43.27079,TASK4T0
27.52138,31.94273,-6.303047,43.29777,42.75889,-0.818232,34.05721,10.80364,39.97918,43.28032,45.2376,53.91702,54.74857,4.036555,-27.32712,69.90002,53.17865,0.1667248,10.4808,-6.86571,-20.84896,43.4325,25.42958,41.03256,-0.7973458,10.9485,33.34645,34.71011,21.69997,17.08051,46.33953,3.956501,26.90115,18.78289,17.7343,45.32416,-29.12172,16.02383,56.32273,-32.41055,14.11307,26.19148,44.05531,20.88763,-10.53854,23.74011,22.09405,29.92751,-2.711421,-22.36142,10.27487,25.77024,39.47281,-35.51136,8.578938,4.620111,19.43014,6.071586,43.52728,-2.620229,5.429565,11.24078,-9.638252,28.77155,TASK4T0
17.40054,20.08818,-34.18509,25.95275,24.07095,-21.96491,12.02521,4.413898,40.84596,32.84538,31.70484,44.16418,46.19181,-10.35405,-34.46418,58.13399,39.62223,-2.102316,4.885449,-8.874674,-30.90089,37.61876,16.4763,40.14227,5.163226,-1.035835,29.37887,30.16915,50.07608,8.022564,50.07797,0.6620087,20.57048,21.43118,16.71687,49.28657,-17.34501,37.28996,60.04504,-21.44681,21.52882,24.92403,62.88018,22.31713,17.81734,41.08817,35.88518,53.30882,12.18495,2.223471,25.34873,38.45524,59.89124,-14.02836,37.18641,37.61197,49.59342,31.95011,74.43274,15.89592,42.11376,46.42672,20.54919,82.19461,TASK4T0
26.97862,24.98251,-15.6086,39.55733,36.97668,-13.21604,30.36514,17.48188,41.30699,42.12048,44.95864,52.17966,53.11736,-4.512057,-22.49584,64.15028,48.42285,1.569136,18.23296,-0.6582649,-29.70528,77.9751,36.53698,53.28842,25.19742,9.38053,37.20068,33.12936,43.86172,20.47828,46.05995,16.67698,32.49865,26.24311,22.89924,52.73815,-14.05268,32.68718,66.37575,-18.2009,26.66209,32.67114,64.24955,5.548126,12.56788,29.87566,31.50948,42.72723,7.43973,-15.50633,20.82701,37.58606,48.50924,-28.37361,19.67343,0.6944601,31.54972,13.29599,55.35331,-16.05999,3.726017,4.901961,-11.58213,7.041282,TASK4T0
28.16045,27.9925,-19.59342,36.11137,33.13336,-15.4075,23.59312,14.48988,37.83238,39.61912,36.10836,45.44181,40.88511,-11.30866,-33.26218,61.93756,39.20123,-4.443695,11.23025,-11.72281,-50.66575,51.51602,25.80796,45.22129,25.6897,25.71457,42.37565,42.18729,36.14146,19.88764,57.63498,14.07645,39.05893,25.47328,17.70218,58.3465,-10.55289,32.09382,61.87392,-24.53689,39.91403,30.68263,49.54694,4.564515,1.96742,21.02702,13.89141,34.0815,0.1421664,-25.10906,10.1148,17.97193,33.96413,-49.21669,9.677917,-15.44656,17.42813,-0.5156794,34.22115,-28.51485,-2.45064,3.226097,-22.73543,14.58329,TASK4T0
25.51201,25.62307,-37.46411,33.08566,30.37017,-16.87013,20.91451,7.171191,32.317,29.7884,28.36864,35.65302,40.52308,-18.10683,-52.55742,43.37755,25.00277,-18.1784,-1.645932,-21.31124,-56.36372,49.75691,19.89649,33.00948,14.58845,5.178764,26.02676,29.23486,20.85567,13.56036,50.83118,-1.11322,14.2545,4.848697,-0.05156173,43.68907,-33.47127,21.05882,36.50288,-34.65757,5.6289,-1.784447,53.28188,-9.57708,-2.445684,11.52314,12.53449,21.76402,-11.58511,-24.10866,-4.585155,15.51714,33.31915,-56.54837,13.40059,-16.17134,19.19684,-1.174453,47.3592,-23.12269,-0.03831452,6.551564,-21.19453,27.13214,TASK4T0
21.80572,9.5578,-47.25994,19.95845,19.89123,-22.10938,13.58241,2.646528,16.04254,18.73459,29.58711,27.6351,37.78399,-24.43642,-57.23103,45.60901,27.91517,-23.13168,-4.020679,-17.6262,-52.08128,59.9104,23.25662,46.37856,17.00316,8.946306,27.53997,21.79757,47.06226,24.31158,58.75791,1.493595,16.79468,12.30138,1.00818,46.82344,-17.28125,32.84664,57.86412,-25.92706,21.10256,31.00195,42.3781,21.63277,2.265116,23.55049,9.360479,26.57411,-8.138126,-18.41758,4.896991,21.44155,40.31939,-61.83308,18.96314,-7.713039,27.08946,10.97318,58.51228,-28.90898,27.60697,27.01985,-5.743956,65.92392,TASK4T0
-3.563352,3.229476,-40.69712,20.06481,18.03578,-28.38326,18.30722,6.194014,22.89174,22.41785,30.08546,32.17158,35.40691,-12.56342,-53.17545,55.05274,20.49554,-23.78611,7.716935,-10.78715,-49.21297,51.88301,17.90544,33.31985,13.70333,12.41875,29.45241,30.30585,48.80155,19.55574,55.79161,1.824911,22.05632,9.990162,-3.462004,50.12464,-32.39418,27.98974,54.51929,-26.34624,18.67111,29.93278,45.15242,-4.010308,-8.0634,21.06398,8.329803,20.89547,-14.44254,-23.4046,0.2178084,11.17924,32.86083,-61.09835,16.5848,-38.9328,6.082084,-7.12651,38.37275,-50.2348,-13.21175,-8.886111,-36.17282,3.116485,TASK4T0
18.29398,16.30035,-40.52342,18.02712,16.12799,-31.24159,9.319023,-4.080751,17.31512,16.05794,16.79344,19.84654,26.58537,-26.09061,-79.2192,22.86652,9.394794,-36.31222,-15.84031,-31.91045,-78.57568,38.66226,4.643879,16.15936,1.553728,2.413643,13.61697,9.835786,6.502,-14.63098,54.1731,-9.108545,5.742826,-10.14273,-22.66579,32.8286,-43.3032,-3.549071,27.90158,-40.61924,7.879168,-14.88332,23.73221,-14.44779,-14.3095,-3.363119,-11.42767,1.297177,-30.8841,-32.06472,-17.18885,-1.599543,9.417892,-76.9949,2.951968,-49.29042,-6.148182,-21.60688,26.8069,-49.42038,-24.86277,-20.1441,-36.00546,-8.651875,TASK4T0
-8.334808,-8.041336,-47.3387,7.248401,3.817712,-36.22451,-2.294158,-14.46128,-1.027177,5.430341,12.71633,11.84041,21.1657,-35.94279,-86.08566,22.02904,-1.83471,-40.78549,-15.73186,-36.08325,-77.80966,57.54079,12.52775,39.17384,33.41867,6.242593,21.33516,22.11917,40.70494,5.31149,51.03225,-12.87059,14.3922,0.1053132,-17.47608,42.18764,-32.17247,22.92251,38.25838,-33.99403,16.65927,-3.100594,23.39782,-14.97868,-9.192107,5.141827,-6.302543,5.001339,-27.10505,-20.34017,-15.76327,-4.455705,15.71128,-84.16951,13.45728,-38.40994,8.742084,-10.35747,38.03393,-48.17953,6.081451,1.133169,-25.78804,20.51542,TASK4T0
-26.55513,-15.85485,-12.5078,-13.70076,-29.60937,-8.779725,9.169276,-12.72561,-76.2851,-20.70707,-12.1378,-62.57953,24.59909,-31.53411,-50.03696,-19.73251,-8.213997,-7.150172,-12.15905,-18.56666,-50.36504,-12.61356,-33.22522,-37.36154,-78.80094,-26.35003,-34.46815,-41.71596,-80.69053,-16.24542,-24.47436,-34.59838,-16.60888,-23.38878,-61.5165,-38.02192,-8.966839,-22.70034,-15.46416,0.3143925,-102.8585,-22.34264,-48.44734,20.11088,-14.08754,-33.03694,-22.33922,7.761942,-22.279,-75.08552,-26.9838,-27.1611,21.54467,-53.22025,-57.74531,-6.312123,9.931705,-13.61162,-26.21836,-20.35164,-23.00399,-17.01855,-35.80787,44.04787,TASK4T2
-38.55994,-29.08655,-15.84244,-26.80754,-35.10864,-12.76168,6.650997,-24.8142,-79.15799,-26.52048,-13.59628,-62.93906,30.02517,-30.09928,-58.21499,-23.77663,-14.34223,-11.33105,-8.702085,-18.64672,-35.10521,-33.98249,-33.3896,-26.61553,-82.87576,-23.94383,-30.34248,-33.48376,-49.10155,-15.58121,-31.18419,-34.38485,-12.64349,-9.863751,-42.65588,-25.83176,11.9188,-8.801972,-9.257654,13.04148,-87.29851,-12.52989,-50.79407,32.15852,0.4540307,-22.93697,-14.95121,19.33765,-6.815811,-59.16038,-13.77912,-9.794272,36.15113,-62.11544,-46.18983,3.916777,18.48591,-1.20418,-9.571652,-6.152905,-21.56578,-8.036993,-28.04583,34.68058,TASK4T2
