segmentData1,segmentData2,segmentData3,segmentData4,segmentData5,segmentData6,segmentData7,segmentData8,segmentData9,segmentData10,segmentData11,segmentData12,segmentData13,segmentData14,segmentData15,labels
1.494643,-7.965904,-3.420805,-2.050179,-5.595662,3.485645,-8.789306,1.448622,-1.151484,3.216444,-5.162839,-5.995233,-1.341798,-7.652073,-6.285934,S  6
4.793799,2.75976,-0.8503897,0.8291485,-0.6161413,3.690797,0.6760433,2.78081,1.708427,3.970689,-0.5802179,-3.279907,-0.4267765,-1.236362,-1.893414,S  6
1.375505,-1.386279,-1.940762,-0.9202673,0.2459323,2.372492,-4.811444,1.37922,-0.1045969,4.621161,-3.599287,-4.510897,-1.170956,-4.077082,-3.234725,S  6
1.223084,-4.758059,-0.203583,-2.037478,-0.5221031,2.402412,-11.68683,0.9263147,0.6125903,1.646943,-7.408712,-8.167723,-1.626285,-7.923736,-5.099985,S  6
0.6816174,-1.332349,-0.5833621,-0.7879969,-0.07811248,-1.490613,-3.231581,1.035429,-0.8847987,-2.597099,-7.49513,-7.223653,-1.860492,-4.756867,-3.075171,S  6
-0.9202387,-0.6252728,-1.05578,-1.480191,1.367964,-1.20026,0.4858128,1.711274,-0.05362076,2.670228,-1.523308,-3.821373,-1.910349,-2.513196,-2.302199,S  6
0.5498024,-2.318513,0.9291345,-2.02673,-0.7016056,-1.356309,-7.563909,1.095187,-0.1613584,1.171405,-8.032929,-9.32278,-3.249769,-7.860353,-3.464918,S  6
-4.990957,-2.154695,-0.5124178,-3.93032,-0.8446867,-6.601266,-6.4967,-0.824017,-1.929042,-7.024341,-9.86515,-8.664863,-4.733892,-6.517682,-3.671571,S  6
-7.262644,-0.9279971,-0.9296924,-6.229802,-3.449158,-10.4647,-4.017608,-0.355985,0.1204943,-6.914123,-9.191095,-10.94453,-9.387578,-7.063221,-6.384677,S  6
-3.791177,-6.097439,-1.369756,-4.802035,-6.74453,-7.798184,-6.096222,0.8021337,-3.120013,-2.847448,-9.903996,-11.94016,-8.383475,-10.01668,-5.887921,S  6
-7.236382,-2.79546,-2.059738,-6.967287,-7.733452,-9.548501,-8.844537,-2.490703,-1.704019,-6.462458,-10.59015,-10.9692,-8.97054,-8.715494,-7.45738,S  6
-9.273442,-2.268076,-0.2666548,-8.24172,-5.387592,-14.20933,-9.632593,-1.63645,-0.9043691,-10.69674,-16.37096,-17.09292,-13.27007,-10.58093,-8.879805,S  6
-7.238626,-6.930019,-2.886591,-6.971305,-9.822807,-12.02127,-9.138545,-0.4932611,-3.722349,-7.983851,-14.18438,-16.43432,-13.02376,-11.49403,-9.187184,S  6
-5.673058,-4.429733,-2.808569,-6.853564,-10.86934,-9.789058,-9.2853,-2.792092,-2.283259,-4.609664,-13.2758,-13.45231,-10.70008,-10.21795,-10.58932,S  6
-7.138593,-6.734286,-0.9453892,-7.359675,-6.813826,-11.18189,-14.03888,-2.412719,-2.792348,-7.0681,-16.68158,-18.59324,-12.43014,-10.96601,-10.07318,S  6
0.1872553,3.522645,-0.9368209,-1.62465,0.4078987,2.322982,2.477695,0.1654943,-0.1426565,0.1541889,-1.416856,0.5325265,-1.200611,-2.424189,-3.656834,boundary
0.3739853,7.596103,0.2766147,-0.8882665,3.09346,2.984334,11.75423,1.188524,0.9399197,3.513878,-0.6693005,-1.708608,0.4660199,1.191019,-0.7991319,boundary
-1.691484,2.337894,0.7306077,-1.358988,0.2950166,-3.012402,-6.603611,2.458538,-1.289092,-3.016109,-2.651534,-0.8424979,-1.894004,-3.904805,-1.097575,boundary
0.07304356,0.6852186,-0.04811393,0.01586796,1.97414,-0.3747763,3.717815,1.542741,-0.5788816,-5.002756,2.520813,3.039944,-0.1867521,2.733119,1.232164,boundary
4.294026,9.390695,1.897489,2.891357,5.369822,6.469618,9.127062,1.59978,1.864823,4.343916,5.710657,5.529447,5.877995,6.824509,6.238853,boundary
3.341112,5.57901,2.760366,3.174108,6.157117,2.895989,2.98951,2.302082,1.088719,3.850544,7.822561,8.412519,5.645774,6.389543,6.095907,boundary
3.126109,-0.6994622,2.401682,3.288898,5.652373,3.135811,3.47438,3.485073,-0.04937416,-0.3775738,8.727336,10.34236,5.167322,5.456948,5.881937,boundary
3.564867,1.154376,0.3981534,1.999564,0.6343454,3.754153,-4.232887,2.413621,0.1067654,3.906632,8.086232,8.279937,5.036453,3.323893,5.608352,boundary
6.287608,2.315012,3.388919,5.134101,7.408395,7.379562,5.293143,2.258508,2.244148,7.296163,12.88287,14.35711,9.493879,10.05953,8.903464,boundary
6.692635,-1.186584,3.407861,5.831312,5.607144,8.630691,-2.243712,4.094389,1.156977,8.176198,14.43367,18.67587,10.38307,5.206879,8.037868,boundary
2.266527,14.65636,0.1010831,1.66388,0.6153942,5.605844,7.818823,-0.4124111,1.504061,8.680757,4.141318,5.395236,3.930269,7.450526,5.261875,boundary
0.385911,-8.787303,-0.09472141,0.4145181,-6.429763,-0.7554834,-9.43169,2.805972,-2.418005,2.041324,-2.495861,-2.002376,-0.9926489,-0.6148046,1.860028,boundary
-0.7165961,4.447241,0.8355917,0.3718566,-2.781564,1.293788,3.358963,-0.03397326,-0.1841978,-1.069197,-1.072644,1.185557,1.172933,2.57635,1.867314,boundary
1.510876,8.01176,0.504713,0.7869506,2.81734,6.679976,8.438528,-0.5429794,2.011577,6.812388,3.367176,4.919705,4.442392,5.656475,4.209656,boundary
1.345381,-3.302049,1.495165,0.6233472,-0.2161137,2.016586,0.3865238,1.872248,0.9189482,5.128958,0.9526501,1.093152,1.944298,3.031967,2.831196,boundary
0.1775876,4.095238,3.148873,2.892667,3.549385,0.9757601,14.84231,0.08700208,2.086864,-3.539589,3.257432,4.710413,2.398792,7.506718,3.977505,boundary
3.704093,2.391743,2.633886,3.847021,3.770513,8.374401,-2.962592,1.095038,0.3046818,4.367199,3.960739,5.933104,6.076876,3.321654,4.226545,boundary
0.7067916,-0.7367783,0.8866751,-0.4600669,2.576932,4.221022,9.910959,0.09781867,3.136237,4.413074,2.729939,2.298242,2.99936,4.875243,1.242824,boundary
-0.6786671,6.937096,2.716611,0.6393948,6.201663,0.3850121,20.44602,-0.1420657,3.577407,-0.7059781,4.465451,2.032145,-0.1391115,7.877198,1.707695,boundary
3.037317,3.295798,3.762279,5.200307,5.273303,4.938863,-7.785577,0.4387152,0.9704398,0.5471534,5.065101,6.152002,4.513501,3.573182,3.154177,boundary
3.788291,-2.435217,1.129458,3.043944,4.048004,5.674038,10.98038,0.6854633,0.8029767,1.926612,3.900756,2.163647,4.509544,6.304737,1.974151,boundary
3.792133,-2.715948,1.136899,4.43673,5.800973,7.491331,2.138608,0.007792522,-1.166639,4.414668,5.262774,8.145197,6.006643,2.4487,4.968626,S  7
6.49768,4.085544,4.94663,5.862678,9.153597,9.82213,14.05575,3.229736,-0.1842359,8.339616,10.57107,13.46049,8.982083,9.038044,8.36076,S  7
4.862622,-6.79257,2.317494,3.678419,1.931408,7.435619,-1.450224,0.642203,-0.944089,7.537272,7.939288,10.21485,6.644895,2.080433,4.075518,S  7
2.451698,2.094606,-0.2422765,2.051085,1.374732,7.727489,-5.005525,-1.547958,-0.9280078,6.847126,6.411102,11.04539,6.142588,-0.5849495,1.762341,S  7
5.292852,-8.072265,0.8448162,3.448694,2.556461,9.564454,5.261228,1.487774,-3.004045,10.91152,13.57494,16.06968,7.853426,4.717825,3.384138,S  7
2.014478,4.884416,1.75229,2.190812,2.226936,4.282912,16.15011,0.877786,-0.8535342,5.035357,4.327201,8.117324,3.314164,3.106663,1.007411,S  7
0.791745,-12.37397,-0.1273506,0.6133045,-6.264028,3.217406,-26.05387,0.6206479,-4.10947,4.297802,1.360639,4.893918,1.963834,-8.910869,-2.250705,S  7
1.762211,-3.881115,-1.083809,1.402968,-0.1522793,4.461884,7.019751,0.019167,-2.200647,7.460075,6.749964,6.350779,2.983922,1.304458,1.19597,S  7
4.651878,0.07144597,0.5883573,4.659817,0.6712013,7.270583,3.800682,1.322651,-3.417114,6.808476,4.251586,8.518522,6.731935,-0.5166843,2.150122,S  7
1.259748,-9.937658,1.133156,3.890644,-3.680825,2.099998,-14.96654,2.041012,-2.775664,0.4190528,-0.2081665,1.591027,1.890675,-4.919866,-0.3268892,S  7
2.889852,-0.01829677,1.196388,3.627565,0.8679025,1.98174,-0.8725778,2.011182,-1.085185,4.432173,-0.1195199,-2.273765,0.9032863,-2.315342,1.733915,S  7
6.128539,-11.01989,0.3588832,6.24656,-0.7986016,8.075886,-9.947897,1.898384,-5.158282,6.327152,5.935544,7.513567,7.585845,-2.831651,4.115357,S  7
5.229946,4.774754,2.723041,7.998761,4.680283,5.819424,4.381425,1.600034,1.306751,4.960245,3.716587,2.861637,5.736809,3.687978,5.297915,S  7
9.592711,-2.461662,4.309981,9.696366,4.50876,9.791999,-7.021381,4.21999,-0.02739548,7.410772,3.429622,3.704676,7.657679,-0.615103,5.113369,S  7
6.197101,-7.440878,1.943918,6.289019,1.85172,6.910442,-5.532387,2.252079,-3.274981,5.11485,5.115768,3.805579,5.424566,-0.5785691,3.193673,S  7
6.876468,6.223861,3.123543,6.060938,4.576165,6.144291,3.201117,1.173097,2.052118,8.714139,4.040791,1.551394,4.150887,1.60727,3.730492,S  7
11.086,-2.210342,3.621873,9.317112,5.607834,14.19503,-1.587442,3.323772,1.104793,11.71144,4.775416,6.493679,10.14435,1.003602,3.971075,S  7
7.85448,-2.778315,2.697302,5.364065,2.649078,8.405241,-3.470413,1.72384,-1.81874,7.853121,2.244317,1.983603,5.011098,-0.9952316,0.4332279,S  7
5.272498,4.181268,2.398453,1.863746,-0.01590205,5.486657,2.16518,1.858042,0.7019326,7.396307,-0.8641371,-1.270602,1.143223,-3.343992,-3.078936,S  7
5.298759,-5.049024,-0.0823959,0.8983994,-1.840315,6.251273,-6.072803,1.311137,-0.9582254,8.82016,-5.023408,-5.566317,1.123926,-7.120241,-4.850001,S  7
4.261525,-4.634457,-0.261942,-0.1017323,-3.346906,5.252501,-7.092819,0.0150447,-2.683291,6.347805,-5.146022,-1.682703,1.375458,-7.26121,-4.544822,S  7
5.456761,4.995484,1.943212,5.948805,3.186773,7.967217,7.700015,0.8784345,1.400094,3.124317,2.914317,5.032975,8.358203,4.997003,4.316356,boundary
9.045634,7.37004,2.326981,9.871195,3.909777,11.42801,11.10319,3.984365,2.595701,9.533663,9.968461,10.66601,13.55079,8.236806,9.695214,boundary
6.247157,-1.700193,2.090582,7.175872,0.7157269,8.803172,-6.025725,1.37177,0.7584977,1.436751,3.86856,4.315196,10.58221,0.2218278,5.545609,boundary
4.001237,-4.576655,0.8376936,3.79168,-1.148113,5.398512,-4.080678,0.497333,-1.051653,-0.02058768,1.052608,3.102869,6.358455,-1.437432,2.386936,boundary
7.963232,1.89416,1.496033,7.050294,4.292324,9.839517,6.421713,4.172768,0.3899435,7.796927,11.91483,13.16986,10.51501,7.971689,9.12014,boundary
4.084526,4.953796,0.03254637,3.221957,0.9824456,5.569557,3.826889,0.4454268,1.678796,5.644625,4.091678,3.537288,6.064579,1.985555,3.301595,boundary
3.575867,-3.765157,0.01723012,3.154708,-0.1097745,5.039043,-6.218095,-0.244933,0.1405024,2.116347,8.270433,7.939659,6.053449,0.769218,4.957195,boundary
2.762923,-5.149021,0.8267646,2.349959,5.472156,2.147349,-0.3014467,1.57065,-1.964722,2.400075,9.847545,9.720668,3.66035,6.399356,6.737391,boundary
1.491692,6.237585,-0.07246115,0.7932377,3.730008,0.8488138,9.06036,-1.570296,1.553799,5.713903,10.35564,7.15022,2.367831,7.306329,4.32867,boundary
4.989632,-2.097201,0.3185221,4.501028,4.851759,6.439641,0.8754921,-0.1289884,0.4903281,8.489229,16.08615,12.97501,7.117979,8.62934,7.854732,boundary
-0.9340141,7.569267,-2.049667,-0.7055696,1.393084,-2.255033,3.184317,-1.216454,2.429684,3.813057,-0.9879682,-0.5011776,-0.2218502,2.959244,0.06401959,boundary
-3.646971,-3.589588,-3.400161,-4.940032,-2.931705,-5.853896,-7.042498,0.3668128,2.374185,1.73969,-8.132067,-8.306905,-6.063267,-4.790784,-4.903451,boundary
-7.399374,-0.9539223,-5.808254,-7.729109,-6.977626,-10.28006,-11.25485,-0.1723649,3.697523,-0.5460634,-9.129546,-9.812737,-10.54282,-7.690421,-7.497646,boundary
-5.973453,9.555098,-2.785387,-5.200162,0.4513508,-8.62506,15.89509,-3.232748,3.147946,-3.004417,-7.000933,-7.825572,-6.48253,1.367836,-3.704672,boundary
-9.386029,-3.159766,-7.052537,-11.03345,-7.31337,-13.43829,-16.53798,-1.873675,2.046905,-2.944762,-17.58031,-18.33138,-15.68708,-12.55517,-13.63847,boundary
-13.46959,-6.084992,-9.139904,-15.69358,-12.56656,-18.4225,-19.55197,-2.025884,2.788693,-6.312345,-20.74371,-22.83625,-20.88031,-18.25115,-16.6469,boundary
-12.21926,9.340405,-6.013956,-11.54855,-6.32262,-16.72764,16.78583,-4.467755,3.995386,-10.00325,-14.55128,-17.59359,-16.42754,-5.333302,-11.09352,boundary
-11.44675,-8.506233,-8.860092,-14.56644,-14.70385,-16.57918,-25.27353,-3.634461,0.3002302,-4.828008,-20.5878,-21.02543,-19.51931,-18.79087,-18.79296,boundary
-14.58851,-2.022847,-10.12677,-18.16384,-15.42098,-19.38292,-14.3082,-4.014276,1.444483,-8.01682,-27.75313,-27.03246,-23.34257,-22.49096,-21.94666,boundary
-14.70474,2.739966,-9.623404,-16.31856,-15.52865,-21.44796,4.921649,-4.471444,1.82915,-10.93868,-20.00822,-25.43585,-23.8486,-14.15453,-19.20069,boundary
-9.930652,-15.89676,-8.980988,-14.86544,-20.97997,-14.76478,-31.57829,-3.190997,-1.808111,-3.534218,-18.37659,-18.92635,-17.97727,-22.74462,-20.2883,boundary
-0.2564984,-4.41266,0.2084758,-0.2987573,-1.481227,0.4454612,-2.8761,0.1899474,-1.489524,4.202159,0.248337,-2.480679,1.256499,-0.6982736,-1.31422,boundary
2.188163,1.322708,1.069861,0.02331891,0.07599588,2.547311,12.16125,1.383087,-2.724859,4.106791,0.5223773,-2.214436,1.677384,1.900453,-0.6528472,boundary
1.145407,-7.576613,1.093561,1.412737,-1.139988,1.091896,-12.3541,3.765773,-2.416371,3.808694,-2.584919,-1.70251,0.727363,-4.406445,-0.5433326,boundary
-2.608386,2.616673,0.8203389,-2.525266,-1.328637,-2.81235,3.922129,0.2790763,0.6210471,-0.8788978,-4.308986,-5.254668,-2.929391,-0.4906524,-2.395905,boundary
-3.674846,6.496387,0.4796978,-3.426162,-1.36092,-3.407656,7.848267,0.1094878,-0.430177,-0.6353706,-8.100673,-6.78193,-5.187212,-3.441727,-4.884923,boundary
0.6229069,-11.27347,0.8313094,0.6859834,-4.860899,-2.561396,-17.31438,3.564012,-2.142924,2.685883,-7.255282,-6.18903,-3.173667,-9.38814,-3.452002,boundary
-1.199764,-0.03354242,0.5862042,-0.5910609,-2.333712,-0.9150117,4.039544,1.588103,-0.1159664,-1.897892,-3.457087,0.06487945,-2.235469,-1.178144,-1.234337,boundary
-5.751618,2.881977,-1.35109,-4.396504,-5.167107,-4.557339,-6.491259,-0.5897163,1.031733,-2.501409,-12.36488,-5.98491,-7.891754,-10.16008,-6.555568,boundary
