segmentData1,segmentData2,segmentData3,segmentData4,segmentData5,segmentData6,segmentData7,segmentData8,segmentData9,segmentData10,segmentData11,segmentData12,segmentData13,segmentData14,labels
6.169086,3.215646,1.629809,2.860662,8.641174,5.529602,1.536961,2.170633,8.17077,5.282071,12.08729,12.87741,6.418946,5.858983,boundary
4.222142,1.929208,0.8723823,2.947964,5.616408,5.395355,1.041668,1.106985,4.932363,4.35111,9.126966,10.1037,4.858164,3.465314,boundary
3.412601,0.6809244,-1.216224,-0.349703,4.069146,2.636756,1.060801,0.2662234,5.042135,2.303179,6.167071,5.135504,1.380598,0.5140729,boundary
4.976541,1.251847,0.6419331,0.7530727,6.651181,3.710892,1.01291,0.6931828,7.570875,4.248748,11.08994,10.65545,4.243587,3.923873,boundary
2.13007,-0.9944524,-1.181801,-1.160903,3.348042,0.8656945,0.1980621,0.107308,3.47326,0.732298,7.073131,6.695529,0.2225675,-0.4419737,boundary
1.50844,-2.673552,-1.782529,-2.954161,0.8364627,-2.841312,-0.9132389,-0.7117502,2.78356,-0.6041421,2.583598,0.4528115,-2.929071,-2.580625,boundary
-2.511374,-0.6818041,-2.658522,-4.851085,-1.47735,3.01618,-2.576734,-1.444993,-2.711274,-1.009801,-1.982067,-2.895441,-3.209485,-5.333608,boundary
0.2031555,1.552477,1.135433,-1.661193,0.04374244,4.662897,-0.2723717,0.2991132,1.4289,1.067127,-0.5147552,-1.887358,-1.368153,-0.9681268,boundary
-2.482029,-0.3440568,-2.646399,-4.802657,-2.494349,2.097557,-1.223329,-0.6626452,-1.980091,0.1180068,-3.820813,-3.299573,-2.991552,-4.263143,boundary
-2.487257,1.970152,-0.4435397,-0.6813738,-1.95483,5.028736,-3.347163,-0.1062189,-2.494919,-0.1422477,-3.53941,-1.379346,-0.06735215,-1.454698,boundary
-1.388489,1.728392,0.289808,-2.60896,-2.452432,2.505131,-0.7863826,0.6846303,0.523022,0.8986273,-2.887176,-3.241495,-2.337204,-2.412638,boundary
-1.986711,1.790424,-0.2231027,-1.967407,-2.571554,4.102363,-1.006189,0.7939522,0.1478256,1.368585,-3.618423,-2.288921,-0.9775981,-1.602042,boundary
-1.188118,2.107541,0.4276621,0.3974168,-1.087658,4.666093,-2.203448,-0.6564474,-2.055452,0.1053099,-4.31589,-1.410653,0.6470987,0.2000667,boundary
-2.077348,0.4909422,-0.4861813,-3.032086,-1.288841,1.003597,-0.9998785,0.09763131,0.3649002,0.306929,-3.14746,-3.364686,-3.440799,-3.386454,boundary
-0.1626618,3.884449,1.146747,-1.052635,-0.1970345,5.657904,0.1930581,2.100501,1.579651,4.568997,0.4490154,1.996436,2.256293,0.2086127,boundary
0.1541742,0.01073163,0.5027536,-1.215751,0.7417771,2.482802,-0.4958501,-1.29087,-0.9482044,-0.7885144,-1.141042,-1.900394,-2.43542,-0.9867392,boundary
0.5579036,-0.0002572839,0.8060946,-1.275612,3.93092,2.840464,-0.2886324,-0.877537,1.070742,1.31119,2.191975,1.231462,-0.7511347,-0.4846771,boundary
4.419401,0.7240074,1.207782,0.9185413,4.325364,0.9249209,1.69892,-0.1295275,3.974178,-0.9192122,-0.9051862,-1.824921,-3.337105,3.474512,boundary
2.433717,-1.106988,-0.113555,0.2784985,1.503168,-1.157938,-0.7370425,-1.475402,3.38687,-2.511092,-4.507267,-1.545157,-5.912791,1.011712,boundary
1.675004,0.9775703,0.7984008,2.20182,2.134094,0.9252888,0.1834848,-0.7440999,1.438002,-0.9144483,-2.400413,-0.5839613,-3.180132,4.38227,boundary
1.363713,0.6254505,2.501288,1.055846,0.4761032,0.3347847,0.9900982,0.9695835,0.824154,-0.7282589,-2.182069,-2.303237,-5.605055,3.823298,boundary
0.131336,-1.232549,0.06208501,-0.7200311,-1.280755,-2.132483,-1.739135,-1.745384,0.2134902,-3.505455,-5.255662,-2.702716,-7.245193,-0.3596694,boundary
1.834886,2.32109,1.008289,2.720875,2.893217,2.298403,-0.2309537,0.8403684,1.877083,0.8529161,-1.580234,0.4010812,-2.839916,4.886386,boundary
0.3735227,1.562765,2.063543,0.8464778,1.624972,1.067728,-0.2838407,1.630347,1.66738,0.8503018,0.7299953,0.9512275,-3.433198,3.29963,boundary
-0.3297543,0.2836234,1.438626,2.956999,0.1374991,-1.006771,-1.705721,0.3893823,0.2770627,-2.571004,0.1274697,-0.1517338,-4.039633,4.216412,boundary
1.396502,3.241,1.752754,0.4899909,5.263284,3.053432,-1.100249,1.780063,3.913125,0.9356663,0.4661301,0.3606209,-2.028191,2.245103,boundary
2.672998,2.698536,1.512504,4.238866,6.944485,2.374576,-1.046051,2.508204,4.892201,1.580471,7.287709,4.755848,0.1888664,6.946521,boundary
0.8046019,4.846485,3.139795,2.486318,1.889558,4.908483,1.112778,2.53054,1.486616,7.899189,2.329759,1.081883,1.090596,2.114451,boundary
1.267841,3.658303,1.102638,1.314116,3.227312,5.933243,-0.5338507,1.430958,2.80712,5.671281,2.236172,1.608238,3.650115,1.498092,boundary
1.149187,6.085624,3.662757,3.044266,2.279769,8.172777,0.6417956,2.947097,0.815415,8.806532,4.558514,3.214669,4.786202,2.24325,boundary
-1.581227,2.670529,0.8441095,0.4637223,-0.6307567,4.449482,-1.278769,0.598936,-4.295778,5.668257,1.051731,-0.1429652,1.20341,-0.1318579,boundary
-0.5744863,3.596494,1.411417,2.010177,1.211695,6.681237,-1.21103,0.08440571,-1.371091,4.612953,3.478609,3.267026,5.207951,3.160316,boundary
0.5078823,5.877079,3.317069,2.34178,2.159078,8.783754,-0.309944,2.094043,0.7684617,6.112341,4.287767,4.609134,6.166461,2.192522,boundary
-0.2239006,2.567447,1.733559,2.504152,0.5804482,6.075867,-0.5933434,-0.09418911,-3.468835,5.227281,3.377819,2.177921,4.533714,2.354943,boundary
-0.1060321,3.107865,2.431964,1.566704,0.7274086,6.132376,0.1334988,-0.482336,-2.466864,3.267141,3.119385,3.69842,4.57686,2.147244,boundary
1.082955,2.814297,2.673015,1.761033,1.895742,5.976182,0.4394507,0.1018708,1.461902,2.04809,3.479699,3.718287,4.466374,3.756953,boundary
2.144385,2.567492,3.316064,3.137536,3.013315,5.861039,1.619556,-0.6779859,0.6601312,3.254475,3.316226,4.325559,5.799937,3.840088,boundary
2.412212,2.460033,3.241894,2.013567,1.435424,4.945054,2.0026,0.02882251,1.458953,2.32829,2.198987,3.50878,3.228356,1.558528,boundary
-0.2182192,-1.927551,0.5983369,0.2786696,1.195634,1.263921,-1.385389,-0.675258,-0.3652099,-2.355314,4.429744,3.09156,-0.3882217,1.023713,boundary
-0.130516,-2.40533,0.4727443,-0.7537267,0.8264714,0.2821723,-0.9375097,-2.336556,3.051304,-5.184438,3.0894,2.43974,-0.3163571,-0.1363328,boundary
-3.188205,-4.235237,-1.454442,-2.938229,-2.425923,-2.043153,-3.167204,-2.57207,-1.170108,-6.061183,-3.458225,-1.014195,-3.700716,-2.572953,boundary
-1.813844,-0.03188192,-0.8880402,-1.462304,-1.533102,1.987032,-2.337006,-0.1424358,-2.08656,-0.8477525,2.012441,1.75168,-0.9406177,-1.85703,boundary
1.157655,-1.302998,-0.8344882,-1.510556,2.227969,1.148397,-1.721256,-0.7895167,4.378198,-2.075031,1.695422,1.987052,-1.624347,-1.497406,boundary
-1.508267,-2.25689,-1.070035,-2.291671,0.2429474,0.4878675,-1.86841,-2.320442,-0.1833784,-4.353316,-0.2698905,1.792937,-1.160258,-1.017075,boundary
0.0242451,2.245583,0.9065427,2.170591,0.3036397,3.987975,-0.5768234,1.149313,0.3676634,-0.6076129,2.343564,2.891748,1.625649,1.766796,boundary
1.692531,1.648564,0.40196,0.8059037,3.368042,3.736957,-0.497003,1.648861,2.887079,1.404654,3.311162,3.988098,0.6475479,1.207022,boundary
-0.329179,0.03478158,-0.6268736,0.000519684,1.632854,2.286389,-0.999534,-0.8014919,-0.1101019,-1.644424,3.171151,3.526856,1.58559,1.129503,boundary
3.154253,3.778026,3.632257,6.170196,5.267863,6.738438,2.389278,3.556745,3.310681,0.5202574,6.860085,7.131713,5.594706,7.923481,boundary
0.005523969,3.380754,0.290299,-0.3230437,1.413132,4.368397,2.775373,-1.119972,4.545643,3.142292,10.31439,10.20513,2.165602,-3.3426,boundary
-3.38317,-0.1321494,-2.501973,-2.065412,-3.666287,-0.07187686,-0.550449,-2.207165,-1.045787,0.8800709,3.225757,2.094588,-0.6949407,-3.992058,boundary
-1.129065,-1.256809,0.2389539,-0.5433757,-1.440222,-0.6846613,2.130074,-1.124745,-1.568461,-0.1237311,3.790077,2.938724,-0.7140936,-2.498374,boundary
-1.206735,-0.06219261,-0.6764068,0.161819,-1.312007,1.032568,0.2862037,-2.019591,0.5781202,-1.73413,3.996752,3.137074,1.246157,-1.673254,boundary
-2.859899,1.44563,-0.6400646,0.2523081,-3.848795,1.684872,-0.4940515,0.1224672,-3.962121,2.424035,1.425666,-0.7884063,0.635155,-0.7139732,boundary
-2.43452,-1.581085,-0.9503676,0.3916855,-3.119406,-2.909274,0.2277036,-0.9779197,-4.905879,-0.8058761,-0.5497879,-1.059758,-1.595813,-1.59617,boundary
-3.260136,-2.185726,-0.3977547,0.5051401,-4.21841,-1.553021,-0.4240513,-0.3368609,-3.122865,-1.54853,-0.3105465,-2.262573,0.4666243,0.3496963,boundary
-2.666463,-0.4324806,-0.7350069,0.06780592,-3.485156,-0.7507381,-1.094503,0.3430404,-5.608059,-0.7657447,-1.453713,-2.793158,-1.79718,-0.6570356,boundary
-3.096224,-0.09876375,-0.9750552,0.4615632,-3.206774,-2.972785,0.01782206,0.4750237,-4.937634,0.3930419,-1.371483,-3.326814,-1.255409,-1.898101,boundary
-3.961879,-1.953323,-0.6515025,-0.03047213,-5.27486,-3.158236,-0.5124724,1.293788,-4.795146,0.3339125,-3.299859,-4.818906,-1.314691,-0.4817108,boundary
-2.826438,-3.383201,-2.039426,-1.592845,-2.409777,-5.693466,-0.9038864,-0.3518437,-3.764465,-3.965973,-1.845887,-3.015333,-4.268608,-1.001363,boundary
0.141238,3.565437,0.6148754,3.092752,-0.3086168,4.331801,-1.227787,1.844494,-0.1595228,4.015667,-0.582552,1.874142,2.813456,3.129912,boundary
-0.1809576,3.755592,0.1729114,2.772748,-0.4040625,4.132793,-0.5890265,2.313395,-1.12687,4.902725,0.8357992,2.852417,3.761484,2.189392,boundary
-1.817973,4.664202,-0.2904285,3.10301,-2.183132,4.860796,-2.615123,2.513968,0.2552455,6.161217,-1.710163,0.2490752,2.393608,0.596963,boundary
-1.264851,4.93976,-0.2673728,4.60147,0.02313407,6.204482,-1.746764,2.977768,0.607528,7.227471,3.2953,4.767059,5.027837,3.468974,boundary
-1.565167,3.567374,0.6435128,3.121259,-0.8585361,4.297624,-1.601179,2.545003,-0.238148,5.058076,2.499704,5.293673,4.819985,3.679734,boundary
-2.809571,2.376954,-0.08639821,1.964938,-3.163663,2.533459,-2.130432,1.242398,0.2328636,5.42387,-1.233126,1.094925,2.337659,0.1787562,boundary
-1.994145,2.305594,-1.031104,3.968171,-2.144179,1.446855,-1.235249,2.460656,-1.212281,4.733958,-0.1464208,0.8622939,1.991105,1.27169,boundary
-1.83207,2.206061,1.617302,2.867018,-1.187161,2.090489,-0.8318248,2.471082,0.04783433,4.263348,2.068217,4.128886,3.519108,4.226325,boundary
-2.93749,-1.142457,-0.6292467,2.057356,-4.38551,-1.468761,-1.030067,0.396847,-1.815079,1.235003,-3.474136,-0.8064585,1.102619,0.7749823,boundary
-1.300449,-0.7175994,0.5564908,2.844201,-3.655489,-3.1929,0.5596849,1.73193,-1.979305,1.214884,-3.978238,-1.469815,-0.8166345,1.76025,boundary
2.19144,-2.629375,2.566629,3.547553,-0.4127568,-4.595783,0.5837088,-0.2362782,-3.530958,-8.479568,-0.05325088,-2.708577,-0.726339,7.479212,boundary
-0.2822015,-4.172753,1.116296,-1.242723,-3.185776,-5.66897,-0.6777683,-2.323144,-4.192802,-9.595476,-4.047965,-4.92587,-3.359018,0.8667211,boundary
-2.712176,-3.773107,1.046382,1.855597,-5.543129,-5.070408,-2.197389,-0.6296625,-7.718466,-8.450377,-3.86634,-4.78568,-2.30409,2.646401,boundary
1.396343,-1.478277,2.489957,1.449266,-1.44526,-1.881336,-0.1622229,0.1772383,-2.517961,-5.132254,0.9088782,0.2215512,0.2549041,3.397224,boundary
0.1745837,-1.638822,2.77901,3.928039,-0.8189734,0.1973078,-1.179806,-2.007754,-2.690674,-4.969403,2.742596,1.874111,1.762115,3.967427,boundary
-2.056067,-2.357626,1.457511,0.3291119,-4.754078,-3.203643,-2.607266,-1.534847,-4.469357,-5.731514,-2.428816,-1.389622,-1.365484,0.2963959,boundary
1.337522,-1.375947,4.04644,1.997674,-0.3835142,-0.7571682,-0.3633782,-0.04652898,-1.950761,-4.747159,2.76061,2.574915,0.6443019,2.742355,boundary
0.3034441,0.2312531,3.974133,4.87951,0.9528856,3.28688,-0.9606142,-0.8392451,-0.6321157,-1.676205,5.586546,6.75379,4.515475,4.752529,boundary
1.915337,-1.430506,2.678162,2.473754,1.053478,-0.08351715,-0.2307808,-1.81045,0.5664981,-4.737109,3.395268,2.902848,0.7814184,3.063364,boundary
2.641471,-2.018865,4.937847,2.878971,2.539442,-1.120367,0.8270946,-0.8480582,0.161244,-5.867959,3.734761,3.850525,0.6348974,3.799691,boundary
-0.4676562,-1.365211,2.960156,0.7462292,-0.1451025,-0.6530118,-0.7978663,-0.6655431,-0.04017715,-5.2901,0.7305489,2.687079,1.006001,2.302377,boundary
-0.4701412,1.512967,-0.4760337,1.238548,-1.351861,2.326871,0.4070496,1.868868,0.3750174,0.783226,-1.160403,-1.530452,0.8983479,0.8459842,boundary
0.846583,-0.5249035,0.6853214,1.448515,-0.3830291,-1.024839,0.5989778,1.193806,-0.7810175,-2.3332,3.173427,-0.4297561,0.3999895,2.509345,boundary
-0.1980458,-0.9900822,-0.3285456,1.973971,-1.09707,0.5288144,-0.529588,0.3783165,0.2892799,-2.001064,-0.3487926,-1.308491,1.443042,1.715949,boundary
1.458888,-1.619014,-1.073539,0.2005805,0.1296363,0.03729182,2.718313,-0.0297578,2.247524,-3.219189,-0.2146289,-0.2401471,0.6510912,0.6030305,boundary
0.566453,-2.323836,-0.1342112,-0.4279472,0.7892218,-0.0495762,1.370108,-0.1031852,2.368755,-2.605844,2.411054,-0.3195786,0.8559321,1.279586,boundary
-0.1511831,-3.294531,-0.3183572,0.06114865,-0.135207,-0.8517753,0.9099305,-0.8782825,2.521067,-3.568576,2.258552,-0.09214497,0.7053374,1.732564,boundary
2.442261,-2.229721,0.4871279,1.56599,3.322374,0.1859367,2.461679,-0.5154154,2.981291,-3.614932,4.719339,3.534875,2.031466,2.560027,boundary
1.854816,-0.8795971,0.03868932,0.7037813,3.671544,3.349261,1.313259,-0.4557218,3.665344,-0.1117506,3.492507,2.588987,3.682578,3.011689,boundary
1.699409,-0.3462079,1.208431,1.765243,4.119142,2.526349,1.888924,-0.3649251,3.372771,-0.3059945,6.838197,5.891769,4.472902,4.102244,boundary
1.338928,-0.04222563,1.80621,3.082928,4.647831,3.23838,0.02234749,-0.5852035,0.6376169,0.0001440637,8.461168,6.331558,4.682465,5.008938,boundary
0.1235926,-0.8744261,-0.2561227,3.227148,0.4233723,-1.862097,0.9567074,0.7168859,-1.963581,-0.5198861,3.188065,0.7001718,0.9749891,5.875497,boundary
-1.158768,0.08448385,-0.720378,-0.734915,0.3979643,-1.478033,0.1429062,0.6641824,-1.754959,-0.08175249,1.263457,-0.06696837,-0.05195314,2.02903,boundary
-0.6824704,0.2368292,-0.6883819,1.481912,-0.4660805,-1.376922,1.351256,1.045986,-1.145172,0.658214,-0.4411903,-1.830299,0.02589121,2.049812,boundary
-1.655926,-0.06554384,-1.930787,-1.233289,-0.1155656,-0.3685058,-0.4232523,-0.1916467,-1.868874,1.380448,0.6124992,-1.103324,-0.4687256,-1.232139,boundary
-2.485146,-0.7005913,-2.899863,-2.908644,-0.972864,-0.2660596,-0.3177552,0.04698024,-2.385322,-0.140614,-1.10907,-2.525176,-0.7042004,-0.9421383,boundary
0.2015261,2.797857,-0.8815559,-0.9435627,1.581199,2.772481,0.431105,1.88334,1.752988,3.633866,0.3197697,-0.7429328,0.8078943,-0.4350372,boundary
-0.9782944,2.379314,-2.294242,-1.777982,1.607308,1.130401,-0.7710552,0.6226287,0.7527602,4.081493,-0.6751965,-1.415154,-0.8604458,-2.91033,boundary
-1.355063,-1.206088,-3.171161,-4.33373,-1.165214,-0.009061897,-0.1432995,-0.9205874,-0.9581551,1.202406,-2.978812,-5.372879,-3.000026,-3.560944,boundary
-0.6316382,1.903396,-1.083001,-1.790392,0.7263129,2.879223,-0.6479506,2.056461,1.11913,2.920564,0.1028538,-1.334453,-0.5519184,-0.9789577,boundary
1.379237,3.086318,-2.03196,-2.093079,3.733347,1.009496,-0.01637115,1.485111,4.308286,4.829788,-0.3155712,-1.711059,-1.874773,-1.953808,boundary
0.6197495,0.1798314,-1.418762,-3.200052,-0.5700418,0.06140823,0.01626933,-0.2701235,0.3144283,2.511519,-3.372792,-6.021451,-3.807284,-2.967255,boundary
2.287377,3.729784,1.501837,2.676584,-0.9133641,2.968159,0.9079999,2.064644,2.109842,3.74459,1.089577,3.582036,3.35458,1.596918,boundary
1.780115,3.229917,2.130151,0.9653383,1.451856,4.207057,1.659235,1.258651,1.934069,2.555547,3.414763,4.920384,4.417169,2.336729,boundary
2.063483,4.661777,1.964464,4.692953,4.676485,6.878275,1.487639,1.902743,3.876693,4.4386,7.146108,8.664428,7.206632,4.395307,boundary
2.473917,5.269038,3.496175,3.540007,2.132113,4.808108,0.9472581,2.53536,1.065945,4.807191,5.944831,7.30994,5.172704,4.219447,boundary
-0.2262852,3.51274,1.292162,0.6380184,0.8590299,4.642674,-0.225613,1.097683,0.2646976,2.519525,5.174818,4.846894,4.405355,2.521602,boundary
2.3408,3.875067,1.449686,3.61271,6.304143,8.067724,1.694599,1.525841,5.25772,2.543327,9.91958,9.489342,8.364052,5.965128,boundary
1.515629,3.874188,1.303847,1.992313,3.680271,5.780241,-0.6860009,2.09129,0.6824328,4.764164,8.732943,6.780637,5.445813,4.935645,boundary
-0.003309714,3.432345,0.5356957,3.370251,3.783425,5.211914,-0.3707578,1.788046,0.7616118,3.225254,8.414023,4.352065,5.684968,5.734896,boundary
0.5787107,2.203505,-0.542123,-1.1785,4.247421,5.416307,-0.2836903,0.4690679,3.368402,2.489202,7.228156,4.843309,4.445207,1.97907,boundary
1.366853,0.8828211,-1.080767,2.037776,4.044099,4.403241,-0.9941755,1.900799,0.943563,2.670249,9.571728,2.930196,4.730461,6.752855,boundary
0.8886852,-0.6894321,-0.30945,1.550237,0.08934122,1.111258,1.682938,1.451052,1.519944,0.05938499,-3.867976,-6.196102,-3.704032,0.2315387,boundary
1.669522,1.15501,-0.8652454,-2.544024,1.131352,1.770467,1.882254,1.679855,2.539088,1.877939,-3.478641,-3.117965,-1.094802,-2.884442,boundary
1.822395,1.687858,0.9091682,2.860063,4.112309,3.480756,1.751135,1.947695,4.078473,1.96513,1.765983,1.43594,2.17643,3.594448,boundary
3.513059,0.3983972,0.2706934,1.337192,6.287413,4.061459,1.181404,0.7652049,6.995653,1.374918,5.371353,3.794882,2.118972,2.97896,boundary
4.373956,2.97764,1.940311,1.20869,8.195501,6.083171,2.532308,1.779846,8.926736,3.143312,7.997788,8.598887,6.624979,3.904211,boundary
3.117239,3.018781,2.013577,2.922066,8.087493,6.717162,1.164039,0.66924,8.998076,2.811159,10.06941,11.91936,7.682613,5.937575,boundary
6.15265,2.14139,1.442521,2.424935,11.86178,6.713481,1.695762,0.4277626,12.85296,2.742369,14.93264,14.11209,8.878399,8.045338,boundary
6.000472,2.199489,2.83562,3.092118,13.56818,8.489815,1.57944,1.138142,13.41575,2.238211,17.64816,18.98604,10.62797,8.813863,boundary
6.036681,3.076985,2.968177,3.401065,11.89774,9.625886,1.501924,-1.070603,14.1343,2.422325,17.14604,17.63585,10.77239,8.726481,boundary
6.527331,1.647305,2.150985,2.505944,12.04384,6.698359,2.406187,-0.2502074,15.24276,1.99818,17.60856,17.638,9.598126,8.696124,boundary
6.376095,0.1382395,1.811237,0.9624605,13.64733,6.069703,0.9867164,-0.6330558,14.07203,0.6304983,17.97893,17.92651,8.192958,7.895358,boundary
-2.110036,2.047297,-0.9064497,1.874787,-4.61922,1.746305,-2.404449,-0.006528252,-7.218633,-0.9111904,-5.4819,-4.454966,0.2930648,-0.891999,boundary
-3.932228,1.843858,-1.559883,0.8591051,-6.399645,1.624485,-2.670878,-0.4421103,-7.880852,-1.264037,-4.133863,-4.257034,-0.2037482,-1.3354,boundary
-2.31971,0.6373864,-0.7674268,1.314301,-4.262054,-0.09475418,-2.61432,0.2778517,-4.049292,-1.592963,-3.3918,-4.084279,-0.4982195,-1.448161,boundary
-1.370035,1.757958,-1.667549,1.066544,-2.166328,2.042328,-1.965511,-0.8537697,-3.107324,1.133426,0.8126933,-0.6249262,0.7244137,-0.2611077,boundary
-1.1823,2.10941,-1.747344,1.341866,-1.137141,1.65591,-1.029999,-0.267972,-0.3993046,0.8815678,-1.678902,-0.6812577,0.02587252,-0.7989338,boundary
-1.074013,0.8517899,-1.205993,0.539083,-0.7221383,2.579838,-2.020803,0.3170825,-1.923429,0.07475632,0.6952484,-0.9056944,-0.1929706,0.04974183,boundary
-2.019338,0.7713712,-2.775602,-1.471701,-1.183017,0.02286112,-2.381554,-0.7043739,-2.201676,2.057385,-0.4255916,-1.854668,-1.82159,-2.4692,boundary
-0.01397083,1.255596,-1.841881,1.852157,0.5724645,-0.1335008,-0.7961259,0.8033121,0.8628389,1.355693,-2.325547,-2.13681,-1.883144,-0.5960486,boundary
0.1842613,1.559475,-1.460677,-1.673366,1.743397,1.063239,-1.21826,-0.5029671,-0.904551,0.5567228,-1.34079,-2.905336,-2.078356,-1.724239,boundary
-2.475002,2.693784,-2.857068,0.1264974,-1.566535,0.741801,-2.831969,1.620634,-4.837883,3.48185,-3.784804,-4.14226,-2.121535,-1.905347,boundary
11.51834,-3.199427,3.794472,4.733617,14.85256,0.2350358,5.412194,-1.079514,12.74961,-6.107771,8.979319,4.125927,2.062342,8.189761,boundary
4.925337,-2.608229,0.06825577,-1.454056,8.12775,0.801827,1.74372,-3.889345,8.677654,-3.007913,5.791529,2.036923,0.2991073,0.929176,boundary
4.741722,0.1727743,1.897266,3.085873,8.141835,1.984122,2.288343,-0.07852197,6.267694,0.009811488,7.273423,2.570443,2.242686,4.739768,boundary
2.598671,-1.071261,0.2321209,-0.9008572,4.64009,0.7467782,1.560495,-1.462999,2.498921,1.299002,2.03636,-1.540838,-1.433177,-1.568758,boundary
-1.675574,-0.130498,-1.092957,-2.273109,0.285987,2.400733,-1.424331,-2.21875,-2.955471,3.168021,-0.4276066,-3.236878,-0.7140821,-1.548987,boundary
-3.69363,1.137039,-1.706848,-2.083253,-3.680361,2.311462,-2.210718,-0.2842831,-5.618977,5.067547,0.06353106,-3.218736,-1.327821,-3.402801,boundary
-4.68812,0.4608136,-1.020326,-2.19645,-4.211638,0.9832894,-1.893198,-0.9613875,-7.887354,5.052328,-2.639667,-6.146529,-2.999758,-4.87846,boundary
-6.832737,-1.057133,-2.468584,-4.683568,-6.710481,-0.6640278,-3.614781,-1.388693,-11.2441,4.238771,-5.889527,-8.450445,-4.090958,-6.146103,boundary
