segmentData1,segmentData2,segmentData3,segmentData4,segmentData5,segmentData6,segmentData7,segmentData8,segmentData9,segmentData10,segmentData11,segmentData12,segmentData13,segmentData14,segmentData15,labels
2.33797,-3.466799,-3.215223,-0.60931,0.1639547,-3.081076,-7.058262,0.08111049,-4.338728,-8.489464,-1.274005,-7.122712,-0.6919758,-45.92392,-2.163742,boundary
-0.5048955,2.820476,1.063782,-1.28488,4.820563,-5.162892,-1.95843,1.112594,3.711053,-0.5156288,2.456341,0.3384299,-3.404265,-43.61949,-0.07141761,boundary
-4.745286,-1.164276,-3.26315,-3.68087,1.482825,-7.149632,-4.472873,-4.071937,0.6949406,-2.66438,-2.200433,-1.391646,-3.751029,-44.34472,-0.1128168,boundary
-3.965874,-0.3557162,-5.807127,-6.55688,-1.45757,-4.23583,5.939384,-7.705323,-8.59556,-9.393177,9.511122,10.37504,-3.591828,28.77622,0.6821448,boundary
-3.092247,-3.057514,-5.898723,-5.668109,-3.1395,-4.171755,2.195592,-5.192194,-7.340316,-10.7272,8.8027,9.304541,-4.747457,27.25539,-1.002546,boundary
-6.670595,-2.476413,-4.507625,-7.718164,-1.94688,-7.313647,4.209973,-7.028768,-6.973945,-10.27087,11.21196,13.32018,-4.936543,30.22732,-1.222077,boundary
-1.294197,1.017759,-0.6938249,-2.52134,3.10116,-0.5441826,9.418797,-5.432992,-3.98392,-5.369027,18.65539,22.2215,1.836662,30.37157,4.946108,boundary
4.837246,-0.9206644,-3.392895,0.2138217,0.5466148,4.047017,6.551339,-2.952509,-8.313986,-5.610822,18.31058,19.1774,1.883485,28.08398,4.201874,boundary
0.5081304,-12.27249,-5.691523,-2.728406,-8.58943,-2.560672,-6.292394,-3.794721,-13.47824,-14.13063,11.88646,13.05712,-1.232939,13.58738,-0.1535936,boundary
-1.320768,-13.39454,-4.496942,-1.340315,-7.97822,-0.7872179,-10.10141,-4.60532,-11.91383,-11.77267,12.59076,13.38056,0.3208776,1.389669,1.047108,boundary
8.198343,-8.970129,-1.391694,5.020316,-3.065891,7.438744,-4.421728,-1.095666,-13.13208,-9.249537,19.40788,18.23783,6.463212,8.033007,5.655944,boundary
8.172186,-20.11859,-3.5286,6.07855,-11.00128,7.807589,-15.27371,-0.004321861,-21.51987,-16.62138,15.00402,11.21358,8.946999,-1.020129,5.678425,boundary
0.9615689,-30.03725,-11.60822,1.10101,-20.33228,2.366399,-27.22504,-3.498375,-27.91399,-23.30615,12.02292,5.878409,3.366755,-18.07369,-0.04832842,boundary
-3.04855,-16.40268,-11.7545,-6.585961,-10.39581,-2.373076,-9.752228,-8.764942,-12.89536,-24.87882,-1.175098,-1.150344,-2.780482,-3.162433,-1.293393,boundary
-7.083567,-11.4149,-13.37214,-9.112413,-9.793763,-8.636902,-11.23549,-11.57125,-14.43448,-14.72663,-9.150185,-9.513068,-6.449289,-4.785679,-4.703992,boundary
-6.792227,-11.32281,-10.61187,-10.13317,-9.747344,-9.24385,-13.7607,-5.243203,-6.901445,-14.15816,-7.890326,-9.895014,-9.669147,-9.714734,-8.455741,boundary
-0.1177473,-11.44773,-7.289499,-3.542846,-7.402086,-3.576837,-10.06945,-2.3377,-4.731712,-22.68801,-0.540201,0.4401396,-2.575145,-1.067097,-1.59362,boundary
-1.410763,-9.376855,-6.425951,-1.78342,-5.825413,-3.675128,-10.86533,-5.940775,-8.071206,-4.376036,-1.02084,-2.032245,0.03252843,-2.338224,1.097227,boundary
-4.213259,-9.849275,-8.009738,-6.215727,-9.614962,-7.724384,-14.82701,-4.473662,-5.940827,-13.4885,-8.435555,-9.919672,-7.013999,-8.305435,-7.498999,boundary
-2.978865,-9.534978,-7.334031,-5.548189,-11.39959,-6.732142,-13.90044,-1.487762,-1.924629,-9.28885,-5.800368,-7.724246,-7.159155,-8.582625,-9.750257,boundary
1.832186,-5.012012,-2.817633,-1.195656,-3.987282,1.617072,-8.333989,1.285242,0.3657151,0.7129368,3.648601,1.473498,-0.009418513,-3.122649,-2.178489,boundary
0.5505508,-2.741149,-4.20015,-2.047317,-4.025974,-0.1262273,-5.129558,-1.168948,-0.950557,-5.806077,-4.361389,-3.748023,-2.735811,2.39983,-3.869703,boundary
-8.191574,-10.59355,-10.74789,-9.475302,-14.99467,-6.959378,-14.32663,-6.48708,-4.886873,-0.6058826,-10.47913,-13.00525,-10.58481,-12.04977,-14.52485,boundary
-1.149201,0.04401557,-3.950204,-4.636556,-4.941539,0.7144346,-5.400084,1.855303,1.996565,7.756769,-0.7038618,-2.664387,-3.825666,-4.118775,-8.0467,boundary
1.670888,-5.231407,-2.865786,-1.905163,-5.35574,6.067616,-0.7161657,0.7452973,-3.925403,-2.02422,3.487802,2.70815,3.592986,-1.758799,-0.5006887,boundary
-2.043392,-3.531154,-1.119955,-1.832427,-4.374772,4.045154,-1.385364,-0.01377152,0.5283524,0.2905839,0.2459683,-0.3235619,0.7497061,-3.853347,-2.214899,boundary
0.4769581,4.621349,0.4509419,-1.136326,1.135291,4.662559,6.946492,-0.6285045,1.123438,5.185756,4.875952,3.84455,1.379583,2.820009,2.876277,boundary
6.281983,4.557425,2.038044,1.486241,1.64269,9.07981,7.383128,2.242531,-2.078605,5.464219,4.742256,5.568503,3.813228,8.384091,4.393791,boundary
1.000361,5.774832,-0.005656326,0.3406634,2.826057,10.35124,9.462875,-0.4061078,0.9217883,1.684074,9.077224,11.51334,3.778835,10.41106,4.340966,boundary
6.166024,8.456836,4.125501,4.800496,6.849756,10.79691,13.1257,0.699193,2.092549,1.160597,9.88071,12.54196,5.639028,13.64653,6.99382,boundary
8.310362,9.289912,5.418853,7.122088,7.804456,11.86412,12.51483,1.083224,-0.3780346,7.765457,9.45016,10.55737,7.739511,15.19998,8.113916,boundary
5.034242,8.251407,-0.3607877,1.87883,6.339041,11.43112,14.0598,-0.555824,-0.5734734,1.607435,10.96413,14.40822,4.894407,18.4199,6.351468,boundary
5.374241,4.856117,-1.694156,4.569759,4.845073,11.82366,11.37013,-2.170174,-2.479728,0.5959617,13.65971,17.10855,6.944759,16.7543,8.028789,boundary
5.254477,3.496007,0.8305622,7.958271,8.123214,12.74162,10.7352,-4.290788,-4.987957,0.4044501,17.99913,17.41924,12.54727,16.13488,9.331532,boundary
-4.169873,-2.340991,2.163717,2.188472,1.061329,0.8586323,-1.138128,-0.2902003,2.436222,-2.457055,4.409015,5.766467,7.154449,3.955032,11.09712,boundary
-3.284162,-3.468619,4.018449,0.6975559,-0.2632163,-3.205852,-8.119131,5.882462,4.956969,-4.963415,-1.876896,-0.1299951,0.3737927,-4.749303,5.240032,boundary
-4.285938,-7.680243,1.900242,-1.970944,-3.486711,-6.222766,-10.46559,4.928569,3.414438,-9.1411,-4.590366,-2.838382,-4.97437,-7.249714,-1.138442,boundary
-4.507165,-6.323048,2.932081,0.01447749,-0.2999994,-3.34726,-3.508133,4.337959,2.277576,-6.639634,3.387016,6.997409,2.387576,2.215442,7.861831,boundary
-4.103827,-8.500756,0.02845525,-1.096466,-3.369925,-5.396413,-8.170627,3.569628,-0.2731398,-9.33081,0.3533768,3.002263,-1.161634,-1.557863,6.211395,boundary
0.5491666,-5.231973,2.722848,1.061041,-2.492963,-4.337193,-3.877985,6.713797,1.444194,-7.39758,-3.334559,0.8527969,-4.449502,0.4714882,-0.1498178,boundary
3.399711,-0.2882611,5.905868,4.798813,3.827641,1.909649,-0.5299968,7.302428,4.132007,-3.756629,3.398182,7.183457,3.080932,3.810179,6.136642,boundary
2.56353,-0.7170548,4.8394,6.109306,3.669399,3.539707,-0.5578031,3.856183,2.517526,-3.951377,11.12095,12.56155,8.090533,3.73081,11.3233,boundary
7.938516,2.616194,5.64224,8.770659,2.400894,6.590067,6.000201,6.338489,2.34253,0.8367337,8.342362,10.75344,8.01979,8.611828,8.173818,boundary
10.07076,6.104062,7.486592,11.04677,6.74289,9.453095,5.116608,5.337595,4.098047,1.403265,8.581667,10.37379,9.551586,9.322759,9.139618,boundary
10.99122,7.993031,10.13345,14.14193,9.797695,13.17447,5.623689,5.850883,6.224665,4.612157,14.87335,16.36293,15.03949,6.770523,12.2963,boundary
2.572451,0.1794672,1.612617,3.029208,2.027307,2.633026,-2.075534,3.196386,-0.3021165,2.399378,-3.042063,-7.808554,1.787773,-4.294205,-2.022112,boundary
2.088001,1.550398,4.356079,1.828375,4.437649,6.758386,1.155255,5.031062,2.352645,-2.949143,-0.4520846,-5.549966,4.34471,-0.5955704,-1.155591,boundary
-2.681304,3.54315,-1.000065,-4.060657,2.452809,3.519613,4.094049,-0.1244718,1.370826,1.4166,-4.853575,-5.591241,0.3706781,-0.5840962,-3.469693,boundary
-7.671774,-4.201776,-6.769465,-7.0753,-4.612841,-2.803261,-2.548624,-3.805585,-5.954769,0.7489541,-7.484893,-7.951005,-7.238914,-6.652463,-8.885858,boundary
1.892544,-0.4523344,3.748971,0.9021163,0.5394968,3.806086,1.56979,5.361863,1.393576,0.9524076,1.485944,-1.82112,1.01234,3.150147,-2.235983,boundary
-1.478194,2.235687,-2.609737,-2.835407,1.547535,4.628305,4.223443,-1.124462,-1.198484,4.597535,1.76432,1.048917,1.968316,5.290452,-1.079641,boundary
-10.60694,-3.599063,-9.195562,-13.53121,-4.345631,-6.75234,-2.117641,-7.58421,-7.54032,-1.673113,-5.927235,-3.764081,-11.03043,-1.8312,-9.00557,boundary
-7.683383,-4.744333,-6.445213,-11.65244,-5.858643,-8.903025,-2.094684,-4.468107,-5.427835,0.3112143,-6.094184,-3.229726,-12.83329,3.985157,-9.349592,boundary
-5.085279,-2.557688,-9.250542,-7.839275,-3.556686,-4.821646,0.4669146,-8.000342,-8.447838,2.304346,0.4461624,2.352396,-7.257777,8.441052,-4.087657,boundary
-5.238642,1.399916,-7.627516,-11.05145,1.273596,-6.116598,1.244107,-8.732409,-8.144355,0.5246025,-0.3542593,2.816803,-8.396415,9.291357,-2.19999,boundary
-2.674094,3.415498,3.197208,-2.236919,1.297819,-18.64598,-10.69459,-5.141084,8.810447,12.21538,-28.18749,-23.80184,-11.96788,-19.76089,-4.82647,boundary
-8.96271,-4.65976,0.733644,-4.939907,-1.462797,-17.48971,-18.732,-9.389245,7.208076,-1.620935,-32.38405,-30.38145,-15.05602,-27.43274,-6.033566,boundary
-11.24148,-13.72332,-5.642615,-11.98217,-9.838338,-26.80364,-24.98038,-10.82599,-1.293232,-5.353843,-33.53817,-33.42715,-22.50977,-28.45345,-14.83734,boundary
-3.614559,-11.20299,-11.39164,-6.800918,-10.21298,-8.375765,-13.60863,-7.949545,-11.8131,-17.41905,-17.05177,-21.91097,-8.976255,-25.75511,-13.38593,boundary
-3.738065,-10.01353,-13.94582,-9.796738,-13.875,-4.334694,-15.39138,-10.93166,-15.20018,-14.96383,-15.92308,-20.2109,-9.288804,-21.20228,-15.69438,boundary
-0.4150564,-14.14845,-13.51915,-5.81106,-13.95684,-2.029781,-13.81391,-8.816135,-15.39551,-15.8236,-7.359965,-13.26551,-3.436677,-17.97222,-9.908648,boundary
-1.700577,-16.03146,-13.36911,-4.770963,-11.96683,-2.481631,-15.82673,-9.843069,-16.16239,-18.76515,-9.625017,-16.70222,-2.396807,-23.13678,-9.772578,boundary
-6.057203,-8.969441,-13.90774,-8.565391,-11.94607,-0.5022861,-11.6862,-10.28985,-14.33529,-11.504,-8.371321,-13.33692,-4.565337,-15.19127,-13.83142,boundary
-6.619242,-16.36379,-15.11647,-10.90044,-14.98733,-2.58053,-11.84572,-12.35058,-16.89322,-16.92321,-0.8432715,-7.824845,-4.776558,-15.42659,-9.51228,boundary
-6.269228,-19.26447,-17.01315,-9.194334,-16.22948,-4.024841,-15.49957,-13.90137,-20.54785,-22.03403,-5.329779,-12.01847,-3.455693,-17.89067,-10.52412,boundary
-3.643634,-8.638666,-11.4719,-3.860752,-10.40797,2.02315,-6.85537,-7.943955,-13.38646,-5.565319,-0.5278565,-7.317955,1.496045,-11.84867,-8.861743,boundary
-7.671774,-4.201776,-6.769465,-7.0753,-4.612841,-2.803261,-2.548624,-3.805585,-5.954769,0.7489541,-7.484893,-7.951005,-7.238914,-6.652463,-8.885858,boundary
1.892544,-0.4523344,3.748971,0.9021163,0.5394968,3.806086,1.56979,5.361863,1.393576,0.9524076,1.485944,-1.82112,1.01234,3.150147,-2.235983,boundary
-1.478194,2.235687,-2.609737,-2.835407,1.547535,4.628305,4.223443,-1.124462,-1.198484,4.597535,1.76432,1.048917,1.968316,5.290452,-1.079641,boundary
-10.60694,-3.599063,-9.195562,-13.53121,-4.345631,-6.75234,-2.117641,-7.58421,-7.54032,-1.673113,-5.927235,-3.764081,-11.03043,-1.8312,-9.00557,boundary
-7.683383,-4.744333,-6.445213,-11.65244,-5.858643,-8.903025,-2.094684,-4.468107,-5.427835,0.3112143,-6.094184,-3.229726,-12.83329,3.985157,-9.349592,boundary
-5.085279,-2.557688,-9.250542,-7.839275,-3.556686,-4.821646,0.4669146,-8.000342,-8.447838,2.304346,0.4461624,2.352396,-7.257777,8.441052,-4.087657,boundary
-5.238642,1.399916,-7.627516,-11.05145,1.273596,-6.116598,1.244107,-8.732409,-8.144355,0.5246025,-0.3542593,2.816803,-8.396415,9.291357,-2.19999,boundary
-2.674094,3.415498,3.197208,-2.236919,1.297819,-18.64598,-10.69459,-5.141084,8.810447,12.21538,-28.18749,-23.80184,-11.96788,-19.76089,-4.82647,boundary
-8.96271,-4.65976,0.733644,-4.939907,-1.462797,-17.48971,-18.732,-9.389245,7.208076,-1.620935,-32.38405,-30.38145,-15.05602,-27.43274,-6.033566,boundary
-11.24148,-13.72332,-5.642615,-11.98217,-9.838338,-26.80364,-24.98038,-10.82599,-1.293232,-5.353843,-33.53817,-33.42715,-22.50977,-28.45345,-14.83734,boundary
-3.614559,-11.20299,-11.39164,-6.800918,-10.21298,-8.375765,-13.60863,-7.949545,-11.8131,-17.41905,-17.05177,-21.91097,-8.976255,-25.75511,-13.38593,boundary
-3.738065,-10.01353,-13.94582,-9.796738,-13.875,-4.334694,-15.39138,-10.93166,-15.20018,-14.96383,-15.92308,-20.2109,-9.288804,-21.20228,-15.69438,boundary
-0.4150564,-14.14845,-13.51915,-5.81106,-13.95684,-2.029781,-13.81391,-8.816135,-15.39551,-15.8236,-7.359965,-13.26551,-3.436677,-17.97222,-9.908648,boundary
-1.700577,-16.03146,-13.36911,-4.770963,-11.96683,-2.481631,-15.82673,-9.843069,-16.16239,-18.76515,-9.625017,-16.70222,-2.396807,-23.13678,-9.772578,boundary
-6.057203,-8.969441,-13.90774,-8.565391,-11.94607,-0.5022861,-11.6862,-10.28985,-14.33529,-11.504,-8.371321,-13.33692,-4.565337,-15.19127,-13.83142,boundary
-6.619242,-16.36379,-15.11647,-10.90044,-14.98733,-2.58053,-11.84572,-12.35058,-16.89322,-16.92321,-0.8432715,-7.824845,-4.776558,-15.42659,-9.51228,boundary
-6.269228,-19.26447,-17.01315,-9.194334,-16.22948,-4.024841,-15.49957,-13.90137,-20.54785,-22.03403,-5.329779,-12.01847,-3.455693,-17.89067,-10.52412,boundary
-3.643634,-8.638666,-11.4719,-3.860752,-10.40797,2.02315,-6.85537,-7.943955,-13.38646,-5.565319,-0.5278565,-7.317955,1.496045,-11.84867,-8.861743,boundary
-6.891292,-12.4628,-10.77557,-7.608557,-9.13942,-0.3313284,-6.081151,-9.554011,-13.36925,-19.36118,2.215758,-4.905621,-1.899355,-12.62483,-7.567581,boundary
-13.43598,-13.19014,-16.06323,-13.92679,-13.39918,-9.011377,-7.129497,-15.13546,-16.07385,-15.51547,-5.239523,-8.97507,-8.507687,-9.438088,-12.04494,boundary
-6.427866,-13.31477,-12.15741,-8.016563,-13.84617,-2.985113,-6.842257,-9.987303,-14.78759,-13.44536,-0.5229353,-8.030888,-2.314984,-14.16068,-9.675761,boundary
-4.256344,-6.910275,-3.475063,-3.350739,-4.609499,0.2360265,-2.938578,-4.554726,-1.939793,-7.357103,0.3024118,3.41683,-2.161244,-2.90115,-3.161663,S  3
-3.857486,-7.52982,-2.577697,1.056739,-4.468084,-2.864938,-6.723505,-4.537808,-3.830482,-2.128915,-8.128702,-1.83736,-2.797793,-7.318923,-2.189091,S  3
-1.145254,-12.15229,-4.291491,-0.950568,-7.734666,-2.943261,-8.165251,-4.067311,-6.800141,-6.657625,-4.178517,-1.739329,-2.719981,-12.31714,-3.06916,S  3
-0.8737497,-9.258081,-2.747905,-0.4555849,-4.464473,0.7987314,-6.034393,-1.718612,-2.273803,-12.24531,-2.666414,-0.9116625,-3.443121,-10.02589,-4.32647,S  3
-3.309201,-5.853746,-3.908702,-3.090374,-4.152607,-1.88877,-4.278335,-3.019672,-0.8355657,1.639691,-7.349019,-3.191326,-4.77923,-6.094709,-4.061203,S  3
-4.151101,-11.49656,-5.949059,-0.3692936,-4.451173,-6.717766,-6.833026,-6.680938,-8.073217,-12.39244,-7.237786,-3.406883,-4.10968,-9.033472,-1.090675,S  3
1.283077,-4.636997,1.120775,6.599133,0.8504115,-0.4926778,-1.968625,-2.048659,-1.598859,-10.34168,-3.083612,-1.392748,2.036782,-6.929564,2.918743,S  3
0.4559263,-1.43113,0.6910064,-0.4318357,0.8177207,-0.3679737,-1.607608,0.7437183,3.172678,-2.904613,-3.526917,-2.38113,-1.296654,-6.315241,0.2709232,S  3
-3.651867,-4.84083,-2.70048,-1.655622,-1.557175,-8.370037,-5.688745,-2.036665,-2.143417,-6.040664,-7.685351,-3.269466,-6.725806,-5.55194,-0.7200112,S  3
1.583202,0.07113201,5.378309,7.461204,5.983008,-1.546487,1.64814,-0.8222902,1.121774,-4.039352,-0.140794,2.563938,4.257437,2.307305,8.993283,S  3
0.59267,1.364613,4.491504,2.843386,5.019377,-1.831834,-1.304419,0.3475787,1.207824,-6.309685,-3.252834,-2.811834,0.6960174,-4.635081,3.282307,S  3
4.275758,4.386127,5.913352,2.131466,4.227517,-2.426756,-1.354774,5.690354,5.641258,3.535131,-4.249811,-1.401865,-2.623996,-2.281944,3.703263,S  3
1.016081,2.122466,6.642571,0.1824836,4.681713,-1.624363,0.07869095,3.412438,4.298649,1.997556,-2.408957,1.609648,-2.417188,4.50667,4.80276,S  3
-0.5704137,3.013609,5.408837,0.796123,5.279865,-2.341622,-1.014028,0.3934638,-0.708667,2.327408,-2.42611,-1.140607,-2.194781,1.131752,1.779729,S  3
10.33948,8.689643,10.4425,6.652359,9.716383,4.929317,3.588435,8.018364,4.992443,4.546442,0.2545005,-0.1344859,3.333209,-0.7696794,6.620891,S  3
4.764991,7.758208,7.319713,-1.968234,5.641079,2.372314,3.169811,6.552262,5.9328,7.383162,-4.843684,-1.12437,-3.81544,4.887775,0.9250009,S  3
2.653442,5.25845,5.02671,-0.9733659,3.299055,0.6634787,1.562837,4.244347,2.650249,12.12878,-2.149842,-0.6856828,-5.002626,4.013519,-1.628091,S  3
6.223773,6.191468,5.282732,2.926153,6.055751,4.486856,3.457582,4.208684,-0.9376131,1.965779,2.182081,-0.2606934,1.079377,-2.254782,0.8937759,S  3
9.412381,12.84538,7.709438,3.380271,10.36213,5.183109,9.445983,6.785414,4.295329,9.533547,-1.570765,-0.8749809,1.647258,5.192158,1.198122,S  3
8.092629,10.77728,5.434258,2.305233,5.903349,4.380048,8.033792,7.146321,6.502518,11.15177,-2.159368,-1.931097,-1.31381,2.77475,-0.6936899,S  3
-0.3920467,2.361788,-1.263271,-2.229551,-1.805717,-2.205246,0.2407571,1.111257,-1.544446,2.804494,-1.203091,-3.090217,-5.18583,-4.316446,-5.880394,S  3
-2.330415,3.391344,4.903849,0.4869154,4.320848,-3.225946,5.423473,2.302403,5.671215,5.128115,-0.5213099,0.6066923,-2.474079,-0.2649027,5.18862,boundary
-1.176611,2.865556,5.161223,-0.4428602,4.096353,-2.855392,6.47073,4.27217,4.582115,-2.164629,-0.2799738,2.417765,-4.228932,2.110274,2.946965,boundary
-0.2954195,1.679977,2.705384,1.254132,-0.005914892,2.598554,1.247525,3.151994,4.248802,6.325158,7.469724,5.222139,4.127738,-1.499212,2.358631,boundary
4.670987,7.162194,9.408174,7.795481,8.545351,4.75399,4.188597,5.317843,8.02412,5.922647,5.852862,4.736126,8.472752,-0.2183507,10.92128,boundary
0.06331932,7.88986,9.666106,2.9393,10.33369,-1.732136,7.81279,5.233078,9.065278,-0.1245129,0.7195727,1.739975,-3.026002,2.989753,7.667083,boundary
-2.255714,6.348493,5.769901,-0.6181104,6.437715,0.2585585,6.689951,3.220355,8.301492,9.036263,8.389374,7.797646,1.160284,5.306842,7.125301,boundary
6.605884,10.10892,8.669915,7.047166,9.648467,10.05107,6.854376,5.791667,7.933829,6.854268,11.34062,9.932787,13.80245,4.209289,11.51505,boundary
