segmentData1,segmentData2,segmentData3,segmentData4,segmentData5,segmentData6,segmentData7,segmentData8,segmentData9,segmentData10,segmentData11,segmentData12,segmentData13,segmentData14,segmentData15,segmentData16,labels
-8.348206,1.820802,-3.473009,-5.481746,-7.673945,-4.74015,-1.156238,-5.951723,-2.842795,2.28967,-0.5467296,-6.249321,-2.481388,-2.833637,-12.87961,-8.057528,boundary
-3.844834,-1.817841,-0.03995245,0.1616608,-6.29421,1.261505,-3.003889,-3.084606,-3.258537,-4.555995,9.862596,2.24451,7.632287,6.044568,-12.6787,-4.358217,boundary
-4.928542,-0.6555794,-1.203842,0.2140308,-7.160237,0.4102788,-2.936736,-1.204545,-5.002842,-0.4566937,3.45284,-3.580317,3.991903,3.630687,-12.6064,-3.793744,boundary
-7.318351,2.909479,1.674426,-0.4793995,-1.790543,-2.877033,1.530057,-1.432821,-1.235758,5.705479,0.5971748,2.705966,6.460945,0.4612423,-8.173409,0.3330595,boundary
-10.03301,-1.106882,1.686329,-1.697126,0.3641297,-6.434499,-2.136975,-4.902407,-4.902389,-3.902894,3.516085,5.014128,8.456828,-0.4158469,-10.07084,0.5669546,boundary
-5.049099,2.52266,9.225599,5.214641,5.189252,-3.067612,0.7028049,5.8824,1.667109,-1.644142,2.595341,1.171158,9.93739,3.093241,-6.338633,4.690674,boundary
-12.02257,2.040002,1.07443,-2.464142,1.702031,-6.874998,3.097806,-0.7537766,-5.244843,2.878183,3.344475,8.124667,15.18239,-0.8666624,-2.591137,3.804707,boundary
-4.889832,4.706268,8.163826,2.14963,3.124081,-0.3567915,-0.9180768,-5.67927,19.44329,-2.103934,-13.78096,5.423792,-1.259672,0.6950217,2.979543,0.1680121,boundary
-12.30824,-3.09698,-0.2859067,-5.672119,-3.6048,-7.206735,-9.101982,-13.4999,12.2131,-7.917543,-15.72526,-17.47738,-11.81761,-5.665508,-7.046331,-6.049158,boundary
-1.573787,5.804938,7.579005,3.086805,5.387026,-1.079063,-1.825334,-6.589173,20.85283,0.3973576,-12.0437,-3.274955,-3.774052,2.561454,2.134549,0.7073998,boundary
-8.607266,-2.083639,1.281309,-2.800939,-0.1839753,-7.30867,-4.462364,-9.957705,14.1869,-5.34883,-16.7143,-1.417835,-5.940918,-3.962021,0.7186995,-4.088063,boundary
-12.03391,-9.638493,-0.9139863,-5.288332,-4.626522,-11.22877,-10.19627,-11.26002,12.62751,-10.96478,-15.1967,-27.48574,-14.98604,-6.925169,-7.479424,-7.815175,boundary
-7.62973,-5.828882,2.105504,-1.753273,-0.03415648,-10.42688,-6.594459,-9.785866,15.66771,-5.08908,-17.22733,-18.57207,-11.9311,-3.446383,-2.897845,-4.798501,boundary
-13.90466,-13.0414,-5.050021,-6.023512,-6.275679,-15.44096,-10.13411,-15.29494,8.453025,-9.743419,-17.3541,-14.51193,-11.46172,-6.008545,-3.807148,-9.411839,boundary
-14.03272,-15.66188,-2.450202,-4.015082,-6.472826,-14.62255,-12.03574,-10.43435,10.78706,-11.99087,-19.37389,-28.99119,-18.59317,-5.774295,-6.1106,-9.265682,boundary
-12.06715,-13.48015,-0.8580353,-1.903945,-2.24949,-12.28349,-5.817742,-8.261442,11.74045,-7.234927,-10.48707,-20.17575,-8.499013,-2.21769,-0.476741,-5.073372,boundary
-22.74251,-23.82213,-10.11795,-10.091,-12.96212,-22.00745,-16.04886,-20.29374,-1.012743,-16.23361,-22.10088,-27.12014,-20.60664,-9.331628,-8.864473,-15.64859,boundary
-24.75288,-27.58383,-14.04984,-11.76676,-18.22037,-23.11378,-23.16561,-19.78675,-4.190795,-21.7043,-32.78518,-43.62793,-32.63387,-11.80488,-15.11842,-18.82387,boundary
1.082313,4.153745,-0.6797379,-3.855821,-2.080187,5.233356,1.736764,1.875008,-1.53234,4.970454,-4.66332,2.79141,-2.946275,-3.67298,0.9911722,-5.093219,boundary
-2.378875,-6.342688,-7.020688,-7.956137,-9.896069,1.439967,-4.342413,-4.412258,-10.47832,-6.358221,-10.55408,-5.878569,-9.022758,-4.632501,-4.879057,-10.26038,boundary
4.337418,7.296072,4.326202,-0.2614613,4.067127,6.101621,3.288937,4.383032,-3.656648,3.816632,-10.50799,0.2023865,-6.26854,-3.490118,3.445063,-2.913204,boundary
12.17955,15.49662,5.320343,5.154069,7.472827,13.76299,9.49117,7.492325,0.3501693,11.67942,-1.020556,12.5271,6.191866,4.703969,10.78963,4.819608,boundary
9.307162,2.718584,-0.6191315,2.210397,-2.324718,10.0446,0.2577503,3.465225,-5.53028,0.4157133,-4.642739,3.85429,-1.053809,3.318248,2.788359,-0.5906072,boundary
0.02028311,-0.5039648,-5.992027,-9.201558,-4.408713,0.6200805,-7.214711,-2.372562,-9.238283,-2.847359,-15.27176,-11.35766,-11.27267,-6.782952,-3.884197,-7.477862,boundary
13.05256,14.55926,8.889122,4.421068,10.29808,12.65616,8.00371,10.41889,5.723415,11.91107,-4.192377,5.306913,2.153477,5.492622,9.479872,5.650444,boundary
11.78157,8.387747,4.964211,3.766675,4.889524,8.441252,0.2346361,7.246874,3.683357,6.518924,-3.975274,7.52107,0.07470424,3.141085,6.471305,4.088517,boundary
3.44694,1.737019,-3.242342,-6.844968,-2.020732,1.042652,-6.672195,0.3475192,-0.3833491,-0.5749002,-12.60215,-11.53882,-9.589314,-2.664305,-1.852181,-2.820856,boundary
3.229046,4.265508,4.870629,-5.546677,5.323177,2.729149,-0.9483445,6.083188,7.328743,8.699008,-8.149378,-4.712495,-6.611389,-1.593215,3.022454,-0.7603914,boundary
-21.00898,-10.31249,-9.220181,0.752188,-9.538692,-3.88796,-14.19627,-11.76902,-15.03985,-20.01945,6.043529,-7.643632,-3.319571,4.863403,10.17081,-3.999456,boundary
-7.624146,1.554864,1.103187,9.945897,-0.3728276,5.983767,-3.074519,0.3705156,-2.770418,-4.873229,10.88132,-5.476881,0.8886542,13.03207,19.67942,7.303722,boundary
-25.62339,-12.04816,-13.52916,-9.78101,-16.92847,-13.31752,-17.94342,-13.54309,-13.81145,-17.71453,-8.26582,-14.89736,-12.62539,-8.291727,7.024964,-10.20154,boundary
-21.11634,-8.912387,-10.8412,-6.693715,-10.46422,-12.01285,-12.03597,-12.32517,-11.26285,-13.66203,-5.453863,4.908975,-3.584387,-5.057269,21.50988,-4.754166,boundary
-9.807466,2.803266,2.824103,5.742443,1.600907,-2.008643,-1.538055,-1.545843,-0.3747468,-2.669788,4.19473,-6.73851,-0.8501391,3.663974,31.7191,5.541991,boundary
-17.32307,-3.667839,-6.31207,-7.488584,-9.629166,-10.24546,-9.05878,-7.800361,-5.821204,-7.768349,-6.131812,-9.96641,-9.350017,-7.843338,22.98194,-7.287372,boundary
-16.61081,-11.39895,-10.88859,-10.25756,-14.3893,-10.75042,-15.46977,-10.75205,-9.430692,-11.6001,-11.97197,-1.360811,-6.724627,-9.475905,22.47527,-8.188343,boundary
-19.11451,-10.80146,-11.59027,-10.57779,-12.77124,-11.26533,-13.73879,-15.91819,-12.45883,-12.26088,-1.808311,0.9059238,-1.806901,-6.789043,28.06536,-5.993065,boundary
0.757737,4.823742,6.111842,6.808144,5.147258,8.085124,4.582936,0.9823498,2.758543,1.519143,12.22619,6.354594,8.623677,8.859316,43.06189,7.743233,boundary
-8.948938,-11.04479,-7.914333,-6.825759,-13.50879,-0.610167,-14.69545,-9.0709,-10.18789,-12.91912,-5.98745,-7.026697,-6.710891,-3.737569,22.09577,-8.932714,boundary
-16.69967,-17.85409,-18.16435,-15.96052,-21.18853,-7.739944,-20.61627,-19.72256,-18.7717,-15.96771,-5.773598,-3.449328,-7.292382,-6.198748,16.68093,-12.39912,boundary
10.84787,15.54722,7.289114,10.96408,5.171554,7.703794,7.359533,6.338851,7.019722,5.839973,4.341055,2.487828,-1.002037,5.029695,7.058934,4.536617,boundary
14.99315,24.89028,13.0461,13.89367,12.70667,11.08625,12.61187,10.99665,17.50867,13.06603,11.06995,-1.93532,0.6254478,9.88833,8.100485,9.436677,boundary
19.05018,25.70043,17.81829,18.99987,17.65641,15.46618,12.98726,14.42617,19.53798,14.432,16.09425,20.32173,12.92735,15.21382,10.52253,13.80488,boundary
8.306333,18.20509,10.70553,10.30576,6.552664,6.07568,2.374938,9.813473,11.61474,4.141813,0.5476375,-5.829373,-7.541006,4.831821,-1.458356,5.395952,boundary
8.412833,23.96473,13.57767,14.35376,12.62848,8.743715,8.606944,9.478083,18.00168,11.13839,10.666,0.4129556,-1.515604,10.60376,2.27116,11.61955,boundary
8.332132,24.68934,13.79887,16.09206,14.43839,9.471469,9.054263,6.687391,16.34653,15.69712,9.973059,6.863501,2.410494,13.94862,2.149743,13.39902,boundary
6.815848,20.30762,11.5312,10.50816,13.44779,8.083755,5.519256,9.983205,13.4129,9.418714,3.380232,6.609689,-0.000286226,9.248625,2.959946,12.83097,boundary
0.1052825,15.32578,8.595208,9.753439,11.28076,6.898591,6.81217,2.063637,8.25913,7.571513,8.981353,11.56987,1.849251,10.55839,2.801426,13.5616,boundary
4.148251,23.67997,13.28894,18.07484,19.50149,14.42764,14.97158,0.8128191,10.42649,17.12619,16.61591,11.90734,9.578056,21.65872,10.09033,21.85527,boundary
6.013985,20.38006,10.55574,14.09038,20.58879,14.61012,16.90684,4.739097,7.926953,15.86829,15.51849,27.66335,14.67493,19.68927,15.13471,22.40188,boundary
4.682458,6.332764,-8.571904,1.960117,1.308999,7.707151,3.199127,4.456631,-0.1505869,4.343782,13.93008,3.880219,1.719373,0.1194718,15.4484,2.197576,boundary
-4.60905,3.542134,-12.53437,-6.820924,-2.164458,-0.499618,-0.6512644,-0.9170853,-0.9953897,0.37799,10.35344,6.615499,-2.06045,-5.077977,9.441794,-1.996856,boundary
-3.973623,-2.980384,-11.40655,-6.885501,-3.704214,3.031432,-1.843477,1.099494,0.6069764,-3.011153,9.79053,1.476962,-2.958642,-4.682094,5.765344,-4.442827,boundary
0.2132896,2.633055,-6.717585,-1.808931,-1.317322,8.049016,1.194488,6.330408,4.601858,6.597936,17.15132,5.241055,3.945652,0.7233891,2.854209,-0.1374853,boundary
-2.688015,6.383675,-7.199536,-2.702607,3.56953,3.788802,3.741233,3.835517,4.133454,3.286158,17.70759,12.68114,4.135666,2.150027,2.270331,5.939562,boundary
-0.2815905,7.437675,0.8437778,-0.358996,9.169639,7.107847,5.445072,8.814309,13.34914,5.132754,14.89934,11.20014,1.955833,2.183798,3.391893,5.798739,boundary
1.251091,5.711027,1.655118,0.2716419,3.872646,8.066986,6.31576,10.51011,13.42137,10.38538,17.62157,7.981863,2.532837,3.303016,-5.755302,2.778246,boundary
3.211366,8.28968,3.746639,7.024623,9.931557,10.23029,9.549024,11.53717,11.60244,5.760266,23.09415,11.66043,8.19807,11.101,-3.60736,13.68946,boundary
14.37469,25.02271,19.57115,18.02367,27.1377,19.11458,20.88383,22.52233,27.70391,18.96022,30.75461,30.60849,18.20898,19.85954,7.430041,26.31062,boundary
14.59571,22.82799,19.82557,16.05418,22.03692,15.95292,20.24024,22.03147,27.3062,18.97169,24.42928,11.71167,7.105877,15.83345,-2.293346,17.97326,boundary
14.59605,17.95876,19.41569,19.67181,20.796,18.28501,18.63973,21.74641,24.9304,14.00179,26.02625,19.99212,13.92115,19.17403,-2.582647,20.97679,boundary
15.50257,2.903511,6.518137,11.78917,5.796388,5.955395,2.363011,10.32702,12.01564,6.011987,9.523302,-7.536128,-6.103307,2.76358,8.065927,6.23831,boundary
10.33415,-3.188301,0.7115451,7.174817,1.387048,2.626443,-3.672582,6.321583,5.102118,-3.899583,3.224141,3.623579,-5.393665,0.2495684,4.493924,4.298355,boundary
10.42734,-4.331462,4.53154,9.310296,2.931276,1.584345,-5.146499,8.19756,7.282683,-2.878265,1.098965,-1.403406,-7.767331,-2.160588,0.3964487,5.590628,boundary
10.50681,0.559495,4.591867,9.762782,3.676867,1.959943,-2.981475,7.137155,9.213072,3.015392,4.465982,-6.830109,-7.168166,-2.082083,-2.796158,4.664484,boundary
8.429774,1.623527,2.759907,6.979067,5.795909,4.308472,-0.1771415,4.698461,8.370584,-0.2824192,13.90815,6.114207,4.506645,1.028161,1.259392,7.947342,boundary
3.218135,-6.578514,-0.631553,3.680922,-0.2803367,-0.6903062,-9.356231,2.434781,2.172308,-4.603169,-1.256607,-3.041096,-10.51718,-3.518819,-9.733815,2.7415,boundary
-0.4443975,-9.503728,-3.765447,0.461007,-5.826759,-3.148899,-14.2322,-0.07690925,-2.113028,-10.00578,-3.409823,-16.46505,-13.16756,-8.543414,-19.679,-3.233271,boundary
0.2373946,-8.809278,-2.005623,0.892271,-1.924406,0.01488874,-8.87973,1.380682,2.854744,-10.75796,7.96096,-2.155928,-1.055908,-5.022236,-13.87552,0.7105975,boundary
-8.329682,-15.56839,-11.40485,-8.343904,-10.30457,-6.731596,-14.67196,-6.566898,-6.855572,-9.850022,-5.243383,-6.293493,-12.80344,-11.23583,-21.24662,-8.152425,boundary
-8.973035,-20.56371,-12.18092,-9.155495,-13.38301,-5.453712,-20.4914,-6.227941,-10.36278,-21.91789,-5.207561,-19.77679,-15.95217,-11.98384,-29.19301,-11.30489,boundary
2.805158,-14.83505,-4.649096,4.444655,-9.461018,3.00698,-8.287781,-6.913377,-3.153016,-7.797106,-2.991228,-5.63368,-7.231927,1.757101,4.241085,-4.214655,boundary
7.971797,-4.195759,1.930402,8.405781,-2.335257,7.656011,1.016919,-1.21204,3.99764,1.772486,4.450472,-3.710403,-1.711076,5.909796,9.70271,1.253137,boundary
8.69252,3.644078,7.619972,9.851832,5.308302,7.17463,6.794016,5.210545,10.25795,9.522833,6.773912,2.457217,3.97511,5.56772,16.842,3.141575,boundary
4.907389,-4.983156,2.658404,1.085556,2.176127,4.067761,-1.983856,0.1980431,-2.284625,-10.03199,-3.544606,-4.980232,-0.5609751,4.9317,-10.46221,0.5543998,boundary
5.308605,-1.940947,5.341431,5.245811,3.485618,4.58419,0.7285277,1.784443,-0.2742832,-2.830173,-7.194105,-18.00812,-8.88003,5.415791,-13.76723,-0.02931737,boundary
6.545717,3.468314,6.645177,7.677237,8.253743,10.75147,5.569651,3.214278,1.821078,1.625774,-2.515223,-10.56438,-2.52851,9.669707,-12.5419,4.385561,boundary
-0.2845178,-3.045279,0.8887185,-2.008111,0.6298914,6.222366,2.923909,0.1783565,-3.15479,-3.112306,-2.696253,1.450059,-0.2720969,5.197418,-15.44289,-1.407482,boundary
2.421783,-3.980366,0.6029384,3.069146,-3.302972,9.642526,4.49483,1.268026,-1.568303,2.26764,-1.426294,-5.165805,-3.205539,7.631828,-20.4683,-3.76104,boundary
-2.455616,-5.45191,-2.614403,3.014769,-3.585498,6.570645,0.8975981,-2.499147,-5.944025,-0.421125,-5.684662,-12.96987,-7.898931,4.384172,-24.56478,-2.408409,boundary
-9.26568,-7.092471,-1.591984,-4.469478,-4.874814,3.274601,-3.043964,-0.8467094,-5.395647,-2.29364,-3.543798,-6.063628,-3.411356,1.040277,-25.93463,-6.107467,boundary
2.028047,2.86785,7.049829,6.993859,0.764558,10.65471,7.969677,7.749383,6.590695,11.05639,2.118341,5.323996,1.79205,8.222704,-18.28885,0.4866222,boundary
10.50681,0.559495,4.591867,9.762782,3.676867,1.959943,-2.981475,7.137155,9.213072,3.015392,4.465982,-6.830109,-7.168166,-2.082083,-2.796158,4.664484,boundary
8.429774,1.623527,2.759907,6.979067,5.795909,4.308472,-0.1771415,4.698461,8.370584,-0.2824192,13.90815,6.114207,4.506645,1.028161,1.259392,7.947342,boundary
3.218135,-6.578514,-0.631553,3.680922,-0.2803367,-0.6903062,-9.356231,2.434781,2.172308,-4.603169,-1.256607,-3.041096,-10.51718,-3.518819,-9.733815,2.7415,boundary
-0.4443975,-9.503728,-3.765447,0.461007,-5.826759,-3.148899,-14.2322,-0.07690925,-2.113028,-10.00578,-3.409823,-16.46505,-13.16756,-8.543414,-19.679,-3.233271,boundary
0.2373946,-8.809278,-2.005623,0.892271,-1.924406,0.01488874,-8.87973,1.380682,2.854744,-10.75796,7.96096,-2.155928,-1.055908,-5.022236,-13.87552,0.7105975,boundary
-8.329682,-15.56839,-11.40485,-8.343904,-10.30457,-6.731596,-14.67196,-6.566898,-6.855572,-9.850022,-5.243383,-6.293493,-12.80344,-11.23583,-21.24662,-8.152425,boundary
-8.973035,-20.56371,-12.18092,-9.155495,-13.38301,-5.453712,-20.4914,-6.227941,-10.36278,-21.91789,-5.207561,-19.77679,-15.95217,-11.98384,-29.19301,-11.30489,boundary
2.805158,-14.83505,-4.649096,4.444655,-9.461018,3.00698,-8.287781,-6.913377,-3.153016,-7.797106,-2.991228,-5.63368,-7.231927,1.757101,4.241085,-4.214655,boundary
7.971797,-4.195759,1.930402,8.405781,-2.335257,7.656011,1.016919,-1.21204,3.99764,1.772486,4.450472,-3.710403,-1.711076,5.909796,9.70271,1.253137,boundary
8.69252,3.644078,7.619972,9.851832,5.308302,7.17463,6.794016,5.210545,10.25795,9.522833,6.773912,2.457217,3.97511,5.56772,16.842,3.141575,boundary
4.907389,-4.983156,2.658404,1.085556,2.176127,4.067761,-1.983856,0.1980431,-2.284625,-10.03199,-3.544606,-4.980232,-0.5609751,4.9317,-10.46221,0.5543998,boundary
5.308605,-1.940947,5.341431,5.245811,3.485618,4.58419,0.7285277,1.784443,-0.2742832,-2.830173,-7.194105,-18.00812,-8.88003,5.415791,-13.76723,-0.02931737,boundary
6.545717,3.468314,6.645177,7.677237,8.253743,10.75147,5.569651,3.214278,1.821078,1.625774,-2.515223,-10.56438,-2.52851,9.669707,-12.5419,4.385561,boundary
-0.2845178,-3.045279,0.8887185,-2.008111,0.6298914,6.222366,2.923909,0.1783565,-3.15479,-3.112306,-2.696253,1.450059,-0.2720969,5.197418,-15.44289,-1.407482,boundary
2.421783,-3.980366,0.6029384,3.069146,-3.302972,9.642526,4.49483,1.268026,-1.568303,2.26764,-1.426294,-5.165805,-3.205539,7.631828,-20.4683,-3.76104,boundary
-2.455616,-5.45191,-2.614403,3.014769,-3.585498,6.570645,0.8975981,-2.499147,-5.944025,-0.421125,-5.684662,-12.96987,-7.898931,4.384172,-24.56478,-2.408409,boundary
-9.26568,-7.092471,-1.591984,-4.469478,-4.874814,3.274601,-3.043964,-0.8467094,-5.395647,-2.29364,-3.543798,-6.063628,-3.411356,1.040277,-25.93463,-6.107467,boundary
2.028047,2.86785,7.049829,6.993859,0.764558,10.65471,7.969677,7.749383,6.590695,11.05639,2.118341,5.323996,1.79205,8.222704,-18.28885,0.4866222,boundary
-12.92297,-13.68026,-9.129485,-5.639885,-14.95618,-4.353001,-7.851229,-6.458198,-7.717282,-3.352824,-10.13586,-11.88261,-11.31016,-6.733083,-30.39972,-12.05683,boundary
-16.11349,-12.4193,-6.039876,-6.711315,-12.99637,-5.093025,-12.66943,-3.972068,-6.208294,-5.565834,-7.868406,-11.41917,-8.885213,-6.873562,-30.0595,-11.53353,boundary
-3.086845,2.624573,8.842973,6.003384,0.4067259,1.53221,-0.2919334,9.81835,8.346241,10.58434,-1.889091,-5.752949,-3.568438,1.140335,-17.18992,-1.045255,boundary
-4.789311,7.674254,4.067289,62.77951,6.396556,3.622453,9.268867,4.285206,5.254716,0.3376623,4.955139,-2.530209,0.178475,4.043015,-0.7976046,2.203123,boundary
4.400981,14.19554,7.603497,60.91218,10.94996,14.29417,13.85322,8.329903,10.80453,16.45375,12.60009,7.123693,7.508336,13.22401,1.179003,9.113801,boundary
-6.126832,-1.566092,-2.760924,37.3386,-3.807682,1.667886,-1.707762,-4.11116,-1.635523,-4.942434,-0.7208526,3.375384,-3.922534,0.6002632,-6.939618,-5.187428,boundary
-19.42167,-15.08008,-20.03876,12.56083,-16.69415,-10.14777,-13.6856,-18.8162,-17.50324,-15.05971,-10.46567,-25.65248,-18.53525,-12.58535,-16.54518,-17.4118,boundary
-23.8368,-19.24956,-25.16744,0.8281689,-21.665,-11.95068,-18.43524,-25.08255,-22.90247,-25.22883,-13.74998,-24.64427,-19.5487,-15.17399,-20.93534,-22.11893,boundary
-24.59383,-23.00158,-25.5774,-7.925229,-26.5191,-15.65635,-24.70756,-25.34061,-20.90537,-20.48151,-22.3373,-22.73547,-22.70931,-19.85003,-20.75871,-29.14053,boundary
-38.81994,-32.87191,-41.35527,-30.09663,-40.16989,-31.81153,-32.69396,-38.92385,-35.58836,-27.45529,-25.20187,-29.75606,-27.04343,-34.07284,-19.72976,-40.83302,boundary
-50.76093,-41.76381,-47.78571,-40.22377,-46.11019,-40.52477,-41.79342,-47.52129,-44.27439,-48.53875,-34.72014,-39.75854,-34.8229,-43.08654,-25.33849,-49.56876,boundary
-43.12299,-33.92777,-41.13631,-36.61723,-41.12699,-36.77275,-36.87283,-39.94354,-35.94727,-29.19581,-37.96973,-42.68889,-34.9402,-41.06852,-20.72732,-46.18305,boundary
-56.63306,-44.24598,-52.26048,-48.69041,-54.55244,-54.60964,-46.20286,-49.98218,-46.65597,-40.92568,-42.94337,-32.43586,-34.26715,-54.87175,-19.99602,-58.00031,boundary
7.430125,8.513016,6.006077,8.181749,6.817909,7.621346,17.34094,12.06358,14.35209,6.547749,21.47275,23.0001,16.11888,3.141478,27.85522,1.185046,boundary
-1.164578,3.647539,-3.943204,-0.8321657,-2.757463,0.9511482,7.678728,0.9538026,3.705925,2.346939,12.64625,12.3016,5.026161,-4.094754,17.8413,-9.164073,boundary
2.589015,2.098717,-2.520569,4.065222,0.4847175,5.98323,7.385596,1.97453,5.906034,-4.470867,16.52003,13.57685,8.267355,2.279863,21.0336,-5.461013,boundary
3.0535,7.092414,-0.07790247,6.139596,3.965481,3.382932,14.21626,3.874615,6.655586,8.076152,14.96038,19.75463,9.876772,1.46385,32.02424,-2.476695,boundary
0.32919,1.057589,-7.282151,0.2153793,-4.445448,-0.2476459,7.152342,-1.434968,0.5199365,1.754827,8.064281,12.14637,1.329395,-3.334306,23.82361,-9.703498,boundary
-4.199669,-7.048985,-13.31395,-1.643988,-11.06123,-1.819262,-3.906544,-8.08125,-5.312305,-16.78966,3.88652,-5.853952,-7.128697,-3.715285,7.597405,-15.71178,boundary
3.857958,6.451078,-3.866963,6.95754,3.433688,1.201997,7.61317,-1.583729,3.978053,6.149288,7.429256,5.677123,1.719525,1.967948,23.48656,-3.637586,boundary
3.740544,1.389788,-6.383439,4.48948,0.04498956,-1.669628,8.60435,-2.089843,0.6598744,-1.817298,3.351768,14.94895,3.410263,-1.450523,24.4392,-5.055216,boundary
1.975909,0.3088139,-7.184809,4.986408,-5.16922,-2.660731,1.429522,-3.461145,-0.5233164,-2.356437,1.773218,-7.869079,-5.643792,-1.772289,4.978193,-8.800799,boundary
3.561132,2.426536,-5.577243,6.850494,0.9821041,-3.404454,1.458248,-4.802657,0.9332089,-7.056214,-2.055504,-6.153117,-5.066586,-1.59112,3.639517,-5.694636,boundary
8.781343,9.130188,1.949935,12.9561,9.403262,-0.1837652,12.29087,2.107588,5.654219,2.512702,3.573598,10.32771,6.735267,2.24331,14.25893,3.416777,boundary
11.92342,-6.565738,2.174134,-2.758646,-0.3483591,2.348255,-3.110814,4.545162,-4.042925,2.144652,0.5327174,5.156605,3.024077,3.331558,-8.926057,0.8540261,boundary
7.556534,-10.52321,-5.15137,-5.48953,-2.743613,1.106304,-2.593795,-2.44141,-10.70003,2.047949,10.44028,7.664066,9.260556,2.055409,-5.430477,-0.9687796,boundary
