segmentData1,segmentData2,segmentData3,segmentData4,segmentData5,segmentData6,segmentData7,segmentData8,segmentData9,segmentData10,segmentData11,segmentData12,labels
0.500414,5.130804,6.180348,4.966832,5.922142,4.086695,8.375062,9.467331,9.976208,5.931179,6.92508,9.588183,boundary
-3.600242,1.557342,2.012165,-0.3058418,-0.1938093,-2.500251,2.018524,3.256638,3.304016,-0.6560069,-0.104754,1.203958,boundary
4.047892,-1.240756,-1.232736,-1.853119,-4.183636,-4.197906,-2.415321,-0.7611973,0.02402439,-3.873297,-3.108817,-0.9144025,boundary
-4.226649,1.989208,5.793737,-0.7743471,9.316991,-3.903718,4.476679,3.741668,4.431544,5.931056,-0.9985985,4.396563,boundary
-4.65735,-1.882054,-0.03086347,-2.890959,-1.889086,-7.031391,0.03246556,-1.562578,-0.9309536,-2.182149,-5.229802,-2.878716,boundary
-4.634897,-2.885319,-1.432585,-5.63236,0.04736851,-8.242145,-5.761551,-8.362037,-6.622146,-4.570166,-9.589088,-7.748802,boundary
-1.153761,-4.92583,-0.1728504,-5.524806,4.198737,-9.344359,-6.081114,-8.108103,-7.237863,-1.894166,-10.16952,-6.195474,boundary
-3.854141,-5.342916,-11.24363,-7.842159,-6.738751,-7.460659,-15.61801,-14.42082,-13.96356,-9.897046,-10.41055,-13.51367,boundary
0.164777,-2.769823,-9.324642,-5.439288,-2.658005,-2.6044,-6.905039,-7.507498,-6.039446,-5.54515,-3.797116,-9.404545,boundary
-3.612269,-0.5624123,-6.233912,-6.325749,-1.454995,-0.768905,-2.162412,-1.937183,-1.038732,-3.185254,-2.400061,-5.821757,boundary
-3.690208,-3.985424,-5.408439,-6.987521,-0.7617375,-7.355099,-5.592364,-6.441351,-4.756197,-4.651182,-8.677796,-8.247459,boundary
-5.809484,-2.853142,-3.008666,-5.950443,-0.950717,-6.129053,-0.03378198,-1.436994,0.08203697,-2.809462,-6.531294,-5.721035,boundary
0.8052006,0.7165235,1.560768,0.7314807,3.191925,1.496934,7.933801,6.618136,8.342705,3.335868,2.36527,2.654925,boundary
-2.713739,0.2875374,2.939969,0.1420566,0.2061665,-2.677392,3.517777,3.528181,4.777976,1.295558,-0.1471583,2.725963,boundary
-5.620837,0.07730573,5.044478,-0.264153,-0.5899223,-6.43115,3.603642,1.975334,4.317515,1.428916,-3.2968,2.863575,boundary
-0.3753123,3.093479,10.18607,5.770428,2.889762,-0.3431504,8.610135,6.686297,7.784093,6.723876,3.19107,10.07046,boundary
2.279215,5.189002,10.696,9.712152,0.8764175,5.938208,8.389821,10.89613,10.61944,7.253704,9.872815,12.32698,boundary
3.175577,1.728668,0.05875752,5.263515,8.460756,8.668161,6.464934,6.663922,8.006021,4.832843,9.384896,8.651562,boundary
5.205988,2.81063,0.351533,4.939984,3.645702,9.00963,7.039794,7.404303,8.584484,4.369027,8.909946,7.906928,boundary
2.860468,0.6463276,-1.424644,1.609943,3.243563,4.087712,2.420018,1.881971,3.142212,2.145233,4.44946,2.973521,boundary
-2.482865,0.6493943,-1.265041,-1.087746,3.608054,-0.9575846,2.51278,-0.007912282,1.821264,0.7113425,0.9585541,1.242353,boundary
3.009217,2.132152,3.855688,0.7375518,0.3760456,2.28059,3.572099,1.944382,4.176111,1.681896,2.422658,2.625601,boundary
-1.439765,1.432443,4.269085,-1.999698,2.50762,-3.572978,-0.3525666,-2.420323,0.009395288,1.987026,-1.653871,-0.1649933,boundary
-4.144543,1.310183,1.328568,-3.741967,1.452144,-4.810232,0.6104557,-3.641238,-1.482406,-0.3898141,-2.692183,-2.668527,boundary
-1.020254,0.8760914,4.088435,-3.338727,-3.773531,-3.217095,0.6666842,-2.302086,-0.522028,-2.083371,-2.387834,-2.030361,boundary
-1.336247,3.865169,10.10328,-1.122623,6.55777,-2.546494,3.528472,-0.2675516,1.811099,4.742108,0.01896651,1.847613,boundary
-1.401435,2.324169,5.277993,-2.055198,0.4578005,-1.879786,0.410617,-1.695732,-0.06182666,0.387546,-0.8476633,-1.224776,boundary
-2.646207,1.573615,5.075049,-1.687469,0.02944901,-0.536543,2.717222,0.6301644,0.5602301,0.06783293,0.85633,0.1155574,boundary
-4.193684,-0.2964133,0.4851283,-3.863072,5.245444,-1.866476,-0.04782501,-1.817257,0.9863181,3.99473,-2.700968,-1.284591,boundary
-2.44284,1.041821,1.750306,-1.55968,8.20357,-0.4005446,2.756638,2.179027,4.557085,6.803616,-1.1918,0.757875,boundary
-5.730093,-0.6235693,1.989473,-2.671961,2.976371,-4.323868,0.3839899,-1.154655,-0.02904721,5.481809,-3.071043,0.1964241,boundary
-1.850258,1.650521,2.242618,-0.271408,5.071432,0.1292418,1.363351,1.655064,-0.8575193,6.166701,0.4133882,2.98219,boundary
-0.4571842,1.538969,2.351553,1.677317,3.54681,2.121766,2.547547,3.346306,2.074972,5.745244,2.203811,3.352525,boundary
0.2488042,-0.3177853,3.176899,0.4710912,6.562315,-0.09524715,-0.7073774,-0.4140998,-2.907885,6.19023,-0.2966951,3.174575,boundary
1.49828,2.883405,1.199465,3.482514,0.08444564,3.31619,0.3392083,3.278157,-2.309533,4.10276,4.098434,5.034762,boundary
1.104846,1.081194,1.585582,2.940828,-2.718386,1.126588,-2.687607,-1.028537,-4.701031,1.413208,2.480182,3.511126,boundary
3.230488,1.40769,2.283894,3.631689,0.8011953,2.049691,-3.108804,0.06806767,-5.476244,2.486675,2.947956,4.90149,boundary
1.817739,0.6799008,-0.3413057,2.67944,-3.429854,2.012898,-3.162833,-0.8246588,-5.366243,0.04313258,3.633268,3.327584,boundary
-4.110565,-0.9864239,-3.769946,-2.193711,-10.36002,0.07623991,-2.016763,-1.838793,-1.28867,-5.761094,-1.132942,-1.321604,boundary
-2.603299,0.3350908,-0.6152324,-0.432678,-6.59962,1.18931,-1.706469,-2.234443,-0.8520485,-4.070851,1.257023,0.1037515,boundary
0.6368825,1.874384,-0.8129314,1.021878,-5.78949,2.210421,-2.164843,-0.8456526,-1.740851,-3.537269,3.370481,1.21317,boundary
-3.051181,2.684361,-2.504881,-0.1613605,-7.368322,1.897313,-3.364534,-3.927058,-3.326422,-4.698463,0.9494562,-0.3393871,boundary
0.888653,2.283811,1.35878,3.117657,-0.4733058,3.530112,0.1355132,-1.825021,-0.01459339,0.1585252,4.17437,3.027713,boundary
1.363768,3.923498,1.140846,3.080978,-2.139651,6.440957,3.592253,2.422863,2.648932,0.8152673,6.97123,4.070333,boundary
0.767583,4.592155,0.4495543,2.092492,1.078836,4.963701,3.227163,-0.04458325,0.3915477,1.259893,4.827195,2.730829,boundary
1.762884,4.026768,3.039008,3.621701,8.443986,4.745476,4.510272,0.8631685,2.866454,5.14536,4.89169,4.923092,boundary
0.6561521,4.144578,1.078859,3.642851,1.402824,6.773205,10.27175,5.183295,7.241002,4.592373,6.989581,5.184638,boundary
1.95624,3.668197,4.474925,2.82743,8.931346,5.965508,12.31263,6.912401,8.174701,8.063393,6.713307,5.588108,boundary
-0.5276558,3.891696,5.35254,3.000781,12.31471,4.945398,11.96969,6.017862,8.988005,8.961802,5.259196,6.960927,boundary
-2.395025,-0.0785762,-0.2901942,0.2602062,-5.623848,-6.93553,-6.981902,-7.76535,-4.939456,0.1064406,-2.668705,-0.4771641,S  4
2.427182,-0.2137684,-0.5420868,2.459897,-2.489666,-0.04136923,-0.2583818,-0.2562362,2.571517,2.916139,2.626057,2.649627,S  4
2.102469,0.394319,-0.2997384,2.721066,-3.634642,3.163179,-0.3710549,0.2773113,1.629827,2.715855,3.093442,1.508618,S  4
3.508405,0.01064529,1.832824,4.036975,4.205204,5.848269,5.901414,3.033038,6.85262,7.832279,7.967498,4.050393,S  4
3.221933,-0.9742939,-1.543042,2.027859,2.183188,6.108004,5.821971,3.51127,6.895669,6.195787,6.198361,2.178949,S  4
5.290562,0.9170852,-0.9848015,3.256102,3.458315,10.74005,6.834413,6.852479,7.981722,6.913192,7.70733,2.381483,S  4
2.086225,-1.8705,-1.219535,-0.7247045,4.752902,6.375321,5.539887,3.668282,4.639917,5.21208,4.418191,-0.9395868,S  4
-1.229848,-1.514389,-3.439898,-2.654849,3.788871,2.687989,2.257046,-0.7192059,1.076015,3.069977,-0.4837839,-3.625236,S  4
0.01279925,-0.7677717,-2.565617,-1.165506,1.532084,2.475766,1.067662,0.8840836,2.062111,1.448067,-0.286619,-2.798262,S  4
-6.093277,-2.888842,-4.886569,-7.414485,-1.570172,-6.345911,-4.902169,-5.559872,-5.927812,-2.544986,-8.367304,-6.93496,S  4
-6.004897,-0.501894,-1.740264,-5.950059,2.518393,-7.411294,-2.673977,-5.217804,-4.329525,-0.7192959,-8.393378,-5.304345,S  4
-7.115516,-1.515808,-2.642389,-5.171601,-6.026136,-10.16473,-6.353775,-8.189651,-6.940495,-5.48758,-9.762102,-7.329297,S  4
-9.894171,-1.671232,-1.926501,-6.856795,-2.508986,-13.15222,-6.955773,-9.351867,-8.090776,-2.898322,-11.06301,-4.808353,S  4
-3.676477,1.872434,3.712469,-1.146687,0.4794152,-7.794764,0.2232125,-1.325598,0.5301479,1.537615,-4.08169,0.9789052,S  4
-3.498296,1.299636,2.089244,-1.249671,-1.247298,-6.196388,1.044527,-1.342078,-1.208398,0.007979666,-2.712874,-0.3667246,S  4
-2.867254,0.6172141,4.063962,0.6458539,1.20109,-2.347922,3.512011,-0.8533335,1.284885,3.12153,0.9208984,1.355609,S  4
3.929842,2.34177,7.360268,5.959927,1.612274,4.418671,7.050483,6.728682,7.87569,6.835793,8.456277,6.416561,S  4
5.36904,3.878793,7.480279,5.915679,9.333671,8.050116,11.73563,11.42528,10.21832,9.443972,10.78162,8.803293,S  4
6.750019,1.491412,5.858004,6.613184,4.553339,12.03686,10.7421,9.35423,8.909751,6.835083,12.38718,4.85326,S  4
7.66214,0.2014169,5.116864,6.58074,3.028509,12.97627,8.342624,9.375048,7.683856,5.963065,12.77281,3.885101,S  4
5.599488,1.664124,6.226035,5.694637,7.960642,10.03176,5.508519,7.442468,4.853459,6.18205,9.322168,5.335067,S  4
-5.934351,-2.969424,-4.332769,-5.851768,1.637755,-11.57215,0.4097028,-5.411199,-0.08496701,-3.234088,-9.691546,-5.584299,S  7
-5.083258,-1.60354,-4.644375,-5.009584,-1.793989,-10.14476,-3.415893,-8.902348,-4.123956,-4.214903,-8.155134,-4.610596,S  7
-1.219133,-3.032417,-7.746653,-3.834299,-4.822192,-8.87422,-4.260182,-8.382583,-5.423424,-6.622088,-6.028811,-5.147231,S  7
-0.5137085,-3.158895,-5.753037,-1.22892,-3.059704,-6.763306,-0.4286636,-4.51832,-1.266082,-4.671887,-3.909091,-3.293031,S  7
3.87409,3.10004,1.526969,4.224715,4.065197,2.880371,5.082379,0.8289866,3.833489,4.272642,6.015533,4.981625,S  7
2.015257,1.31015,-1.06884,1.491522,-2.452262,1.010811,-1.160393,-1.687149,-2.003446,-1.016902,3.342273,0.6611117,S  7
2.432136,-0.7811279,-2.705469,1.461181,-6.212064,2.1193,-1.236962,-0.6716563,-1.272508,-3.180689,4.074823,-0.1564353,S  7
3.289961,2.385835,2.996787,4.066722,3.540209,7.929248,6.51326,6.517724,5.474896,5.755299,9.471828,5.765587,S  7
3.022716,2.405421,1.637908,3.375044,-0.6097372,6.788806,3.837492,6.283563,4.539067,3.753052,7.935529,3.625377,S  7
-1.304836,-0.1232525,-0.4507701,-1.402014,-5.39317,1.193719,-2.90317,-0.8311611,-2.918186,-0.9966683,2.176508,-1.361964,S  7
-5.365142,-0.5100971,1.472227,-2.729534,-0.09828252,-0.4068511,1.619186,4.191249,0.9921157,2.738403,0.3787073,0.1696984,S  7
-1.42726,-0.464142,0.2271909,-2.154432,2.209141,-0.6100102,1.095282,2.921642,1.283527,4.483594,-0.4049621,-0.6880082,S  7
-4.572801,-2.867004,-3.135633,-4.575251,-5.712786,-4.813225,-5.010631,-3.76328,-4.180336,-1.578106,-5.457832,-4.238465,S  7
-9.260514,-1.047442,0.7844774,-4.902438,-0.04664082,-7.768586,-2.597392,0.01870272,-2.741781,2.891429,-6.250178,-2.203317,S  7
-4.721521,-2.592847,-1.155028,-6.332892,1.898361,-10.08293,-6.615876,-6.304738,-7.841983,2.12222,-9.920238,-5.400463,S  7
-2.470916,-3.08351,-2.349307,-2.63673,-4.198291,-5.317945,-5.592123,-4.669039,-3.736985,0.4946927,-6.226423,-1.962469,S  7
-5.81063,-1.577343,-1.284353,-2.727022,-1.138994,-6.213078,-5.137172,-2.582456,-4.600745,2.376444,-5.378501,-2.061495,S  7
-1.105886,-0.4317064,2.102304,-0.2550334,2.56687,-4.348978,-3.51669,-2.41538,-3.885451,5.673462,-3.15039,0.2388616,S  7
0.6701213,-0.6132091,1.646725,0.2187089,-2.218345,-2.675195,-5.307486,-4.502732,-4.565265,3.813954,-1.594447,1.220218,S  7
-1.706203,-1.098731,-0.4629844,0.02189391,-2.128949,0.3414833,-2.511177,-0.4807283,-1.691878,2.683223,0.5110108,-0.4270346,S  7
2.397626,1.013224,4.116977,4.895719,3.93826,5.661619,5.969662,8.044555,6.395525,10.2909,7.429657,6.351162,S  7
-0.9448982,-1.265142,-2.196118,-0.3311394,2.562659,0.1081291,-3.193174,-4.208034,-3.184582,-2.718338,-1.188854,-3.011203,boundary
-1.707253,-3.845721,-3.652524,-1.758049,-5.347824,-3.863207,-6.788029,-8.332012,-4.974155,-6.071716,-6.331799,-3.947066,boundary
-5.892798,-3.646856,-0.6409848,-4.31534,-1.174159,-10.45934,-9.020824,-12.84359,-8.786168,-4.76416,-10.94679,-4.232317,boundary
-6.074164,-1.3325,-2.123121,-3.498394,-0.9094033,-9.225265,-3.906403,-9.420947,-5.20069,-3.961162,-8.891118,-3.659291,boundary
-4.521765,-3.623972,-3.068131,-3.749956,-6.326832,-8.668479,-3.874121,-7.705335,-4.106939,-5.533304,-10.0217,-4.34836,boundary
-2.057106,-2.846624,1.303015,-1.979215,0.377326,-6.153903,0.1057915,-2.745772,0.5837882,-0.5118569,-5.53102,-0.6492825,boundary
-2.48841,-0.377656,-1.725693,-0.4132333,-4.72893,-5.350523,2.921747,-1.763371,1.672961,-1.010255,-3.399584,-0.2445318,boundary
-0.5595993,-1.335494,-3.321865,-0.3975292,-8.261374,-0.5318946,3.458761,1.90095,3.126931,-2.647716,0.1872568,-0.3633943,boundary
3.132975,0.1877893,-0.5918198,2.710738,-0.6592751,5.427235,9.546096,10.05266,10.36798,2.620576,6.921542,2.78756,boundary
4.511716,2.268508,0.8872002,5.585623,-5.525072,7.966249,9.960155,11.36896,11.19321,3.521687,10.52258,5.553905,boundary
0.03403283,-1.972652,1.137914,-0.26889,2.932074,7.621135,5.49694,4.911783,5.2658,7.962084,4.178028,2.004925,boundary
-4.814416,-1.770695,0.5626277,-3.884377,3.797559,-0.04489697,0.8675171,0.2223659,0.2197359,5.779276,-0.5517609,-1.147659,boundary
-6.100866,-0.4306584,2.01463,-4.651199,3.607847,-3.870922,-1.379159,-2.742192,-2.079329,6.561899,-4.11806,-2.412263,boundary
-5.629577,-3.573934,-0.8598995,-4.224739,-3.2398,-5.18434,-2.439963,-4.152177,-2.289634,2.010393,-5.248874,-3.135571,boundary
-8.11168,-1.464479,1.14263,-5.802663,-0.75365,-10.37968,-6.771521,-8.554721,-7.379126,1.326418,-7.344573,-3.485823,boundary
-8.138142,-0.5497479,0.3000402,-5.116657,-4.193369,-13.0435,-8.378616,-8.852677,-8.241715,-0.5440858,-9.399943,-5.503077,boundary
-5.809318,-2.512679,-1.824836,-4.342458,-6.563913,-13.62633,-9.695286,-11.06082,-8.969851,-2.050968,-10.22705,-6.092603,boundary
-4.506283,-0.4455594,0.9951358,-3.406114,-6.190072,-10.73536,-8.161469,-9.533174,-8.387033,-1.279614,-6.797205,-4.428482,boundary
-3.809628,-1.742394,-2.089918,-3.0714,-9.643597,-11.29215,-10.35753,-10.09126,-9.555084,-6.096518,-7.075467,-5.963948,boundary
-0.1348863,-0.418206,-1.843304,-1.118448,-7.074509,-8.574286,-10.10766,-9.843959,-8.413286,-3.270524,-5.813056,-5.451836,boundary
0.8593737,0.4509792,-0.6694593,-0.06735745,-6.830227,-2.936984,-5.154312,-4.566026,-5.459232,-1.643006,-1.447108,-4.14879,boundary
14.89796,0.1181442,-3.108534,8.353366,1.254379,28.07683,3.646711,12.33519,6.168666,0.3416439,17.66528,3.034184,S  9
16.11454,-1.848648,-7.630835,5.414764,-4.176476,26.53224,-1.402356,7.959649,3.963748,-4.463913,14.64409,-0.7597814,S  9
10.38354,-1.696204,-3.631653,3.075384,0.4532209,21.46268,0.0037213,7.210762,3.665583,-1.079594,10.31266,-0.7327762,S  9
4.44522,-2.139373,-5.443087,-3.18852,-3.008771,10.22816,-5.53008,-0.2534736,-3.383549,-4.897584,-0.6744116,-6.006379,S  9
6.127334,-2.338798,-7.168052,-3.61706,-3.166484,10.65963,-7.422127,-2.615593,-2.632093,-7.714727,-1.618863,-6.460831,S  9
-7.331398,-2.469653,-2.603474,-7.73794,-3.730252,-7.399144,-9.281157,-9.276123,-6.605008,-5.589168,-10.37613,-6.696448,S  9
-12.3083,-2.753536,-1.550124,-10.62516,-1.727512,-21.11721,-8.129477,-14.14931,-8.76944,-3.895469,-19.21222,-7.87349,S  9
-12.04538,-1.967325,-1.000951,-10.46381,-0.1883733,-20.94616,-9.216115,-16.61162,-9.367392,-5.113017,-19.69215,-7.696362,S  9
-16.01266,0.2136737,1.720118,-9.011316,-1.259142,-26.90733,-5.113115,-15.13997,-6.268477,-2.082679,-19.27817,-4.945453,S  9
-15.60781,-0.8902071,1.74885,-7.520371,-1.262033,-30.51784,-3.644868,-15.41925,-6.792744,-1.227953,-18.35872,-3.229742,S  9
-12.97646,0.5993588,4.46944,-3.051319,4.219296,-24.48162,0.9849401,-11.13079,-2.017948,3.049152,-11.86497,-0.5306781,S  9
-7.98334,2.173489,3.794469,-0.9154422,2.53381,-18.24773,5.248395,-6.88986,2.045236,3.581447,-8.432032,0.1512302,S  9
-5.816127,-0.3611051,-0.9068161,-1.597783,-5.330026,-14.44835,-0.845217,-7.557921,-3.982881,-2.583868,-5.527643,-1.630902,S  9
4.10619,3.100156,3.929291,8.280341,5.720078,3.906439,14.16848,9.180648,13.04574,8.303463,10.65255,6.879867,S  9
4.525468,1.762949,0.1764781,4.761226,-0.9144145,2.856009,5.434736,1.796092,4.714195,2.212106,5.922638,0.9913253,S  9
6.196949,-1.50845,-4.11911,2.382014,-5.73717,8.882545,2.789685,4.277608,2.466427,-2.626526,7.199483,-1.671804,S  9
11.40003,1.256057,-0.4155494,5.945313,1.452159,18.89469,12.15839,14.33061,13.1375,4.957278,13.89955,4.203621,S  9
8.865528,0.8719782,-3.239681,2.812127,-4.26507,14.49656,2.136149,5.776355,4.748536,-0.8024814,9.197801,-0.3059169,S  9
7.25697,-1.781242,-4.233387,0.4436888,-2.732464,13.55022,3.195252,7.568115,4.928753,-1.082662,7.174878,-1.764425,S  9
4.940773,-0.9952512,-0.4158867,-0.7827579,0.608573,10.84374,5.789871,7.25589,7.138748,3.243149,4.018362,1.298933,S  9
1.80623,-0.2975353,-2.378736,-2.874703,-1.046313,5.417076,2.05401,2.919963,4.133862,0.1403933,0.701722,-0.835609,S  9
-1.295628,-1.364004,0.4987185,-1.226333,-4.939547,0.5549467,-5.341599,-3.049295,-4.086646,-1.237125,-2.114331,-2.046199,boundary
-8.723884,-4.540454,-0.01309344,-2.979285,-6.391269,-2.620843,-5.848269,-4.01731,-5.229911,-1.735942,-3.611496,-1.920755,boundary
10.66786,-6.650621,-7.082835,-3.949763,-15.83378,-7.597898,-18.96088,-17.37815,-16.84558,-11.39499,-10.49626,-10.08491,boundary
-6.494166,-2.584712,2.298261,-3.314905,-4.009366,-8.376174,-6.902363,-6.735297,-7.866131,-2.529741,-7.561952,-0.922453,boundary
-18.23177,-4.423251,3.675579,-4.346536,-2.397901,-6.473221,-4.284431,-4.638698,-3.938043,0.8345923,-5.475231,-0.7222215,boundary
6.686293,-7.200535,-8.327769,-5.52196,-13.69307,-12.5069,-17.07747,-17.38519,-17.91155,-9.733233,-12.14914,-10.69718,boundary
-4.344069,-2.711329,-0.06751586,-3.038774,-0.1267908,-7.443121,-3.54313,-4.400733,-5.601907,-0.4307518,-5.579778,-0.1364663,boundary
-8.328154,-2.976734,-0.2873422,-2.189202,2.064601,-1.648901,-0.112932,-1.845622,-0.6532355,2.025572,-2.104806,-0.3230549,boundary
-2.043866,-3.503943,-3.984998,-3.135261,1.577186,-2.810347,0.1897484,-1.12835,-2.557499,1.596563,-1.937633,-2.425945,boundary
2.847671,-1.354547,-4.860512,-0.7728516,4.545618,4.391554,3.515627,3.884084,2.709895,3.608794,2.975595,0.490138,boundary
7.640868,0.9103856,5.178274,7.763684,11.2568,16.42492,16.96495,16.36553,18.76166,10.67183,16.68819,7.930781,boundary
4.492256,1.052337,3.292252,4.302423,5.050109,9.552886,9.361886,10.49336,10.70673,6.091331,9.493425,3.156018,boundary
7.78068,-0.1998058,-0.4599209,3.70821,1.178234,7.634492,4.569525,6.630703,7.62851,1.79163,6.899189,1.048506,boundary
0.6879022,0.4485576,4.550593,2.315897,5.700981,4.845578,6.275307,6.286864,7.527572,5.224578,7.298955,3.177041,boundary
-0.7031106,1.736583,4.856475,2.140114,3.409356,5.030882,5.596904,7.690277,8.517486,4.184093,6.58999,4.379564,boundary
3.667599,-1.41776,-3.952834,-1.069111,-7.932521,-2.108852,-6.41323,-3.184188,-2.695203,-5.082887,-1.439381,-2.838923,boundary
-3.295138,1.543697,4.067534,-0.4591393,1.846553,-1.660116,0.08708625,1.635443,1.561419,2.700391,2.285257,2.37016,boundary
-5.152787,2.497365,6.466967,0.1410637,4.803451,0.08853191,3.911263,4.906262,6.816575,4.807217,3.865296,5.852911,boundary
-1.628712,1.018864,-0.8761085,-1.838899,-4.888665,-4.753984,-4.61775,-2.454097,-0.7319359,-1.821356,-2.446738,0.1250481,boundary
-3.561616,2.058359,3.191178,-0.9508664,4.251601,0.1830176,0.2244727,2.040916,2.393233,4.560791,3.248681,4.22999,boundary
-3.152266,2.710168,4.661002,0.3663791,3.807015,-1.05468,3.37334,3.92162,5.650058,4.507724,2.707763,5.674491,boundary
0.4853269,-1.288388,0.9452129,1.636155,2.035864,1.562122,2.05371,2.689153,3.946248,2.85856,3.430382,4.039769,S 10
-0.6020173,1.441514,4.493668,0.8519047,6.177877,0.7436858,5.392335,5.066694,6.330283,5.724753,2.697721,4.603254,S 10
-4.017407,0.5924261,4.708414,-2.124417,3.829981,-2.052195,5.586194,3.644017,5.708196,5.464179,0.3410879,2.170469,S 10
-8.113047,-1.261602,4.774241,-3.253465,3.82682,-7.876548,2.512474,0.8279063,4.302078,5.91723,-4.356092,2.583095,S 10
-6.668375,0.1943156,5.582393,-3.275241,9.924693,-8.33559,4.419816,0.5016195,4.471092,7.727229,-5.488958,2.306754,S 10
-8.575933,0.8225468,4.149199,-4.295985,3.570766,-10.29444,-1.907273,-4.39653,-1.289714,3.143809,-7.200951,-0.5768308,S 10
-9.102967,0.4227195,1.415133,-4.986254,-1.184466,-12.04344,-6.594589,-6.394173,-3.922209,-0.2588819,-10.41621,-2.439211,S 10
-6.398948,-1.032118,-0.6466337,-4.268768,2.844754,-10.09558,-4.815394,-7.762849,-3.535689,0.7737648,-9.8282,-3.401064,S 10
-5.328695,2.076369,0.07380167,-1.225678,0.6878779,-6.503188,-7.438519,-7.618474,-4.71866,-0.1498097,-6.52397,-0.176318,S 10
-3.746967,0.9610965,-4.777672,-2.49869,-5.678774,-5.962259,-12.36745,-10.60381,-9.730721,-6.889653,-7.356904,-5.335976,S 10
1.888805,-0.269684,-6.806816,0.4050606,-8.037362,1.481901,-8.084204,-4.74071,-3.753601,-7.33062,-1.346981,-4.420116,S 10
1.168093,1.078898,-5.131289,1.175768,-2.853134,3.316677,-6.151783,-3.92215,-3.563071,-3.463124,0.528416,-0.1271315,S 10
-0.4933944,0.3297821,-5.895137,-0.05509919,-5.693488,1.344784,-7.440789,-6.950848,-6.245413,-6.395594,-0.4889468,-3.199147,S 10
7.33024,0.1817992,-5.552612,4.02944,-8.115207,11.31526,-0.2026877,5.27974,3.594188,-6.492955,8.644332,-0.1485793,S 10
0.8347141,-1.960936,-6.388921,-1.07026,-9.94218,3.484764,-5.384673,-2.456182,-4.301087,-7.986086,1.712741,-3.411081,S 10
-1.908505,-0.7532555,-2.217342,-1.776127,-3.477346,-0.6825705,-2.673387,-3.101303,-3.49753,-3.715683,0.04220634,-1.462582,S 10
1.32641,-1.839107,-0.7593971,0.3911141,-2.31268,3.955503,3.655612,4.343771,3.395482,-2.557643,3.829324,0.7294967,S 10
-5.03395,-3.016468,-1.540314,-4.812835,-12.60307,-5.786244,-6.560714,-5.556369,-6.482223,-8.017047,-4.755537,-4.931752,S 10
-3.753275,-1.776657,1.468449,-3.972195,-1.37842,-7.400044,-4.132511,-4.746097,-6.25211,-3.239949,-4.87688,-2.156395,S 10
-6.506647,-3.356966,0.6015038,-5.370623,-3.81021,-10.01717,-5.984841,-7.366484,-7.46576,-4.552132,-8.215933,-3.75679,S 10
-6.365877,-1.738571,2.338995,-5.234122,-4.987841,-9.34718,-6.819451,-8.60639,-7.186302,-4.026562,-8.575791,-3.124087,S 10
-5.321407,-3.923186,-1.087959,-6.805609,-9.690868,-12.54591,-11.40114,-13.04423,-12.25322,-4.709189,-13.0215,-7.744252,boundary
-8.903523,-3.857301,-0.4812919,-8.259192,-8.119898,-16.33003,-15.89675,-16.60322,-16.0533,-4.452861,-15.24465,-9.420596,boundary
-7.838896,-1.694325,0.6821972,-6.381971,-7.704712,-16.01619,-12.94281,-14.95133,-13.91464,-3.882904,-16.39004,-8.60102,boundary
-6.777591,-3.462391,0.8480274,-5.085938,0.7773787,-13.37794,-6.410538,-11.19974,-7.547181,2.352822,-13.39508,-4.893161,boundary
-3.194758,-0.3276479,2.16825,-2.113409,1.856045,-8.035398,-5.052752,-8.906322,-4.257859,4.105048,-6.912894,-2.230554,boundary
0.04617307,0.8014671,1.156588,0.8186122,1.608384,-2.025022,-0.2705556,-3.500223,-0.6628548,3.57872,-2.441241,-0.554369,boundary
0.1223218,-0.3708611,1.238048,1.854659,9.655102,0.8352188,4.37361,-0.1736486,4.80561,8.498051,-0.1325064,1.767453,boundary
6.282936,1.628066,0.3172897,5.199462,9.003778,10.02466,12.14065,7.01138,12.81037,9.639233,8.685742,5.525098,boundary
8.496628,2.300698,0.4008208,7.122084,9.710227,14.34508,14.02343,9.876251,15.32862,8.900176,12.52425,7.026918,boundary
8.758358,2.376508,-0.8606465,7.45892,8.164493,17.02291,13.42068,11.1075,15.49331,7.61597,14.22084,6.706509,boundary
-1.258641,-1.116648,-6.919637,-3.258713,-4.440004,-2.505891,-10.06293,-9.083134,-7.723559,-6.256633,-6.453278,-6.578985,boundary
-1.062844,-2.294433,-5.45224,-4.24047,-2.563281,-0.3888019,-5.407246,-6.443511,-4.295543,-5.26703,-4.327307,-5.454232,boundary
-3.616073,-1.556705,-7.197399,-7.813591,-3.819767,-3.37564,-7.344568,-8.288821,-6.585629,-7.429182,-7.287978,-9.553197,boundary
-4.183746,-2.162163,-7.614286,-6.72581,-2.752839,-1.798413,-5.512626,-6.140615,-4.289591,-6.611263,-5.39033,-8.063869,boundary
-6.448782,-3.255346,-7.846293,-9.478444,-4.446818,-5.335717,-6.45401,-7.398491,-5.53971,-8.872162,-8.69156,-9.213668,boundary
-7.472477,-2.883995,-7.484534,-11.08544,-7.040517,-8.402456,-9.835317,-10.24864,-8.495386,-11.38713,-10.44309,-11.90391,boundary
-7.83908,-4.356078,-8.130737,-9.776661,-6.866226,-7.096706,-8.906147,-11.08975,-8.211024,-10.88151,-8.283381,-10.15135,boundary
