segmentData1,segmentData2,segmentData3,segmentData4,segmentData5,segmentData6,segmentData7,segmentData8,segmentData9,segmentData10,segmentData11,segmentData12,labels
-1.023416,-0.4596465,0.4788691,-1.652795,-0.7358459,-0.8974487,-0.142539,2.139163,0.7849277,0.15911,-1.469114,-0.6775371,S  2
0.5502006,0.8814497,1.462519,0.8302944,5.920423,1.193035,7.543261,7.466972,6.860287,4.366813,2.032551,1.795386,S  2
1.655713,1.70949,1.319255,2.070849,5.47403,2.704449,6.902725,7.251642,6.406159,4.394858,3.974469,3.852368,S  2
-1.873574,-0.5013935,0.7872317,-1.505948,3.311291,-0.9657364,1.729402,2.566047,1.358107,2.524496,0.3684399,0.02974791,S  2
0.04045464,1.037684,0.9105494,-0.2546973,2.195101,0.6858533,5.702332,4.033528,2.998213,2.754019,2.132596,0.6601717,S  2
1.381666,0.9473671,3.401796,1.323938,5.733573,1.301773,6.868292,4.949987,2.891273,6.05628,3.282109,3.462161,S  2
0.8229907,3.361524,2.850075,2.680901,3.262475,2.323138,7.121182,5.323278,4.892375,4.484018,5.795753,4.313447,S  2
1.90081,4.483525,4.046553,3.095888,5.377117,3.102221,7.642916,4.716758,4.92507,5.623541,7.135281,5.506295,S  2
2.033785,0.5541613,1.930943,1.532437,0.6028926,1.126949,5.785242,3.694667,2.232136,2.42771,4.42888,3.015542,S  2
2.370958,4.450053,5.270891,3.99425,0.4359449,2.825727,6.452199,3.317317,4.260999,4.172766,6.073945,5.452795,S  2
3.430995,6.796126,7.441349,5.460193,9.359101,4.485944,9.360788,7.082525,7.985241,8.514183,8.847506,8.906979,S  2
2.58777,3.046532,1.837482,2.603367,1.024436,1.646661,4.354625,3.642492,3.865034,1.32279,5.413803,4.327774,S  2
1.216238,2.035116,5.026513,2.235724,-0.05372288,0.1931029,2.237538,-0.2043016,2.232754,2.499937,2.319977,3.417461,S  2
2.398241,4.146407,6.150867,2.554053,3.898144,2.146049,5.72798,4.465589,5.915432,5.64443,4.383317,6.150447,S  2
2.283771,4.263829,5.048995,2.928718,9.60582,1.177358,4.174724,4.408023,5.495404,6.566055,4.207538,6.187068,S  2
0.3950858,2.661483,4.151131,1.139538,0.4463954,0.1976908,0.826637,0.1916416,1.908442,2.217941,0.5812734,2.520816,S  2
0.2527009,0.4561257,2.429308,-0.3165228,0.5901592,-0.9972715,2.095831,0.1616363,2.680529,2.455528,0.2255216,2.267367,S  2
1.805007,1.662396,4.881428,1.141509,8.389794,0.711631,3.417396,3.284291,4.122104,7.805578,2.17306,4.560147,S  2
1.319259,0.04776896,-1.238798,-1.045733,-5.743062,-3.407824,-3.942383,-5.076449,-5.493313,-4.099722,-3.975543,-2.75216,boundary
-5.664788,3.386259,4.264148,-2.380414,6.867144,-9.951557,2.507163,-2.675738,-0.9626968,3.366446,-3.724392,2.649837,boundary
0.9884069,2.038118,1.120427,1.16022,-0.5934449,7.199053,3.307898,3.402942,2.209855,1.081985,2.60605,2.424275,boundary
3.327642,0.3052438,0.117371,-0.7309584,-2.611725,0.8865033,-0.7027869,-3.019359,-3.379237,-2.659232,-1.495204,-0.5064177,boundary
-7.274426,-0.7787696,0.1322153,-3.094179,4.030926,-12.87074,4.032119,0.9154144,2.868617,0.7890829,-3.427545,1.43808,boundary
3.124116,3.533355,0.1488251,1.383798,-0.5236807,3.624103,5.688878,5.212662,6.58389,0.2696586,2.761883,1.984306,boundary
2.04689,-0.2744831,-1.977429,-0.5849192,0.07296794,1.761767,2.411443,1.394712,1.876003,-1.600962,1.13808,0.9492244,boundary
-3.8153,-0.3451214,-2.007344,-0.4722499,0.5634159,-1.634302,4.327028,7.153161,7.165451,-0.5019361,1.962916,1.809491,boundary
4.576574,3.780513,-1.879207,1.682606,0.6719698,1.466499,4.961436,7.844239,8.650102,0.2749584,4.232061,2.41251,boundary
-1.546371,-0.03732137,-3.124346,-0.7252948,0.4556044,-1.617801,2.02244,4.681572,5.559624,-1.03462,1.093255,0.9014004,boundary
-1.288589,3.071447,-0.4164261,-0.8222534,-6.16954,-4.731374,-7.433099,-6.317615,-5.078902,-4.059005,-5.407133,-1.604136,boundary
1.407692,1.250837,-1.284204,-0.8688554,-7.384805,-6.065444,-8.242751,-8.589482,-7.947907,-4.949064,-4.899814,-2.341891,boundary
2.612552,4.140679,3.414346,4.100508,-0.79263,2.664435,-2.888685,-3.130054,-1.016787,1.216497,1.394688,2.776104,boundary
1.824448,2.09099,-0.5165948,2.888414,-1.356109,3.183239,-4.720909,-3.797892,-3.183246,-1.561015,2.008525,0.8682743,boundary
1.400169,0.5988671,-0.8769209,1.038839,-0.6833495,1.282116,-2.90001,-3.330523,-3.260635,-1.914207,0.604686,-0.9242195,boundary
7.820408,1.715297,-1.070255,3.754317,1.261793,4.836481,-2.61195,-3.332934,-1.715198,-1.425247,2.690621,-0.7728843,boundary
3.509596,0.1560767,-3.270432,2.734868,0.8006718,6.11522,-3.54411,-0.3768967,-1.38898,-3.03439,4.242473,-0.690142,boundary
-3.235284,0.09447899,0.5341329,0.9034547,1.757457,2.710584,-0.06526385,0.616349,1.244215,-2.040103,1.304861,-0.1467511,boundary
2.19291,-2.69517,-5.106891,-2.457248,-1.972543,-3.527883,-4.021581,-4.481142,-3.51542,-6.892626,-4.029799,-5.442048,boundary
2.107716,-2.43721,-3.920354,-0.6625602,0.3413098,-0.230793,-2.476589,1.461277,0.1569685,-5.794888,-0.9524756,-3.11167,boundary
-5.421642,-2.259712,-1.149158,-1.620852,-1.241848,-3.376806,-0.8441716,0.8620666,2.639904,-5.760908,-2.21461,-1.863614,boundary
4.430277,2.175656,2.27791,4.838449,9.323627,10.69883,4.887135,5.669136,6.750401,4.546845,5.462023,3.531579,S  3
3.518317,0.7032421,0.2478521,2.589161,0.6402056,6.654008,1.559072,2.223752,1.952149,0.1929004,0.1683675,0.08642283,S  3
-1.405486,0.2877638,1.658854,-0.07228889,0.4867942,2.631397,-0.7063672,0.4937372,0.950341,0.8815749,-1.116849,0.4014376,S  3
0.2023032,2.755208,0.3703704,0.7068036,6.537735,4.534749,4.711632,4.321391,5.995766,2.493893,-0.7399263,0.8550887,S  3
-4.204983,-1.165022,-3.792187,-4.814195,0.04589774,-2.299337,1.472759,0.226049,0.8275474,-1.315631,-6.314532,-3.485381,S  3
-2.921085,-0.06632161,-2.750692,-2.608796,-1.830694,-1.886131,3.725913,2.904451,4.055006,-0.7702473,-3.207946,0.2014391,S  3
-5.700774,0.7229812,0.3256511,-1.132812,1.239031,-0.5678213,8.674999,8.667658,8.799965,3.111447,-0.2504755,2.637909,S  3
-2.642859,-0.3668325,-2.620094,-3.389561,0.3240593,-4.512942,5.320785,3.246129,3.557759,-0.04974508,-3.321474,-0.4641302,S  3
-1.463692,1.532505,0.04268777,2.628471,1.974861,2.844929,11.30668,10.73028,10.85601,3.941198,5.552461,5.608045,S  3
1.750261,-1.162302,-0.856676,1.930526,-0.7202233,3.806131,9.937926,9.825021,8.988204,3.521385,6.677749,4.742206,S  3
3.686081,0.5333932,-0.4122503,3.105859,1.435862,1.500909,5.729567,4.7579,3.804095,2.055043,3.660041,2.853269,S  3
1.577275,2.508619,5.187152,7.426069,3.28412,9.959038,10.43752,10.76738,8.737573,7.215047,11.83131,8.111162,S  3
9.990409,-0.01546072,0.3641293,5.25459,0.8837944,9.754614,4.501471,4.132596,3.248967,2.843401,9.446136,3.74084,S  3
3.971077,-0.6774361,-0.5327355,3.590422,2.414234,4.845856,1.825801,0.2646209,-0.3341939,2.367629,3.930744,1.129336,S  3
4.644481,0.5869935,3.720201,4.368259,0.4881064,7.987951,1.54737,0.3020666,-0.9031834,3.413157,4.685002,2.491123,S  3
2.961075,0.3779682,1.633538,1.178658,0.3129952,4.679977,-2.428674,-3.978927,-4.551152,0.9663444,1.364702,-0.2590126,S  3
-0.8987746,-2.37721,-0.5925584,-1.929973,0.1575726,0.3359821,-1.41715,-4.992703,-3.856694,0.3791188,-2.340528,-2.798886,S  3
-2.848532,-2.007028,-0.5057734,-4.741388,-0.6506879,-5.365943,-4.204284,-9.350788,-7.535061,-0.8350239,-8.908404,-4.206662,S  3
-5.105931,-2.67468,-0.9762095,-5.617682,-1.937241,-5.939148,-2.706925,-7.544787,-6.056235,-0.9553887,-8.452978,-3.802276,S  3
-6.829292,-2.579494,0.02257293,-6.46423,-5.09108,-8.290244,-2.560928,-6.793079,-5.008025,-1.885327,-7.544716,-3.895783,S  3
-13.5329,-3.685913,-1.905092,-10.39766,0.3380521,-15.92754,-3.821241,-10.36932,-8.099399,-1.300766,-13.90277,-5.678051,S  3
2.542586,2.735705,4.557947,3.37674,8.153038,1.179493,10.49485,8.880066,9.21382,7.653915,3.828292,5.027318,S  7
1.523188,-0.5847137,3.446012,1.331297,5.476432,-2.365438,4.787239,2.949837,4.234983,3.192806,0.2272074,2.614164,S  7
-5.41299,2.146934,6.265876,1.149234,7.508837,-1.603617,7.210002,3.382041,5.328219,7.592138,0.1166437,4.70203,S  7
0.1871148,1.137715,3.455703,1.711257,4.646342,-1.431112,6.017371,4.027097,4.402844,5.434409,1.657628,5.085552,S  7
2.615664,2.239982,1.299162,3.625808,0.9815574,2.653348,6.270042,5.299425,6.41996,2.879119,4.130021,5.964644,S  7
0.6515172,-0.84443,0.8160889,1.084422,-3.320173,-0.05840489,1.260612,-0.001195725,1.077064,0.4094343,2.355402,3.134438,S  7
-1.582804,-1.054737,1.719458,0.2210182,-0.5241439,-2.197567,0.0717989,0.03037885,0.1147988,0.6889893,0.4177322,3.605445,S  7
2.096123,3.082153,1.137712,4.619263,0.09538691,7.346313,8.544163,7.980773,8.542117,3.603097,8.31328,8.112901,S  7
5.476785,-1.053112,-0.618364,2.643159,-4.64694,4.405435,3.215384,3.628756,3.23241,-1.267226,7.068442,3.193347,S  7
-0.8109156,-0.5535268,-0.5237439,0.05324645,-6.353126,-2.059056,-4.322968,-3.051824,-2.726869,-3.590373,-0.1926601,0.7928381,S  7
-0.385666,-0.02759908,2.43696,2.811563,2.682323,4.164871,6.705523,5.322731,5.321362,3.370193,6.471483,5.935894,S  7
1.582145,2.24322,2.274764,2.957383,2.644049,4.541857,7.508054,6.592443,7.041399,3.937174,7.452842,4.068028,S  7
3.371454,1.154562,-1.014975,0.7983494,-5.761214,-1.215686,-3.33682,-3.067482,-2.825318,-3.520098,0.6660784,-0.7259897,S  7
-3.121361,1.281015,5.319527,1.660831,5.833011,-0.6923157,4.207697,2.33943,2.502481,5.105631,3.153621,4.367769,S  7
-2.37358,4.889612,2.458235,2.241309,6.065236,0.1322393,5.051482,2.546634,4.888614,5.768694,3.253829,2.905896,S  7
3.689103,2.163406,0.4090669,0.2721384,0.7977926,-1.314942,-0.09993709,-0.4516844,-0.814405,0.4600029,1.672581,0.3366705,S  7
-0.6360645,5.878508,4.701614,1.743969,3.096026,-0.4657628,1.345552,1.292007,1.284611,5.077219,2.261042,3.453859,S  7
-0.2139531,6.997839,0.9519318,2.648944,6.06329,-0.1271127,1.808686,0.3995157,2.549295,4.620012,2.261577,2.257841,S  7
-0.01930758,1.929463,-0.9089757,-1.374403,1.569035,-2.051787,-1.707347,-0.116626,-0.6020485,1.239493,0.9341342,0.6594897,S  7
4.572811,5.217044,-1.11369,0.9639326,-1.688823,2.850339,-1.366068,0.7562766,0.005776484,0.9003938,2.388746,0.5153077,S  7
4.771609,7.120736,-1.312213,1.846365,2.905066,2.929142,0.438154,3.078417,2.45456,2.75842,3.385769,1.127408,S  7
6.490808,0.0787245,1.244664,2.538208,2.952138,6.588305,4.637763,4.746772,4.567226,1.883004,2.742311,3.916932,S  8
2.083064,0.6222269,3.944391,-0.9171374,0.9744665,2.083507,0.1457354,-2.558856,-0.346431,0.9722492,-2.046773,1.410916,S  8
4.991295,-1.515968,2.510082,2.446683,-0.03273842,8.087246,4.656929,3.101935,3.946321,1.305518,3.957778,2.596457,S  8
3.690542,-0.9562045,3.797044,2.31557,8.025804,9.003947,6.084367,7.669468,6.77971,4.751901,6.000693,4.793688,S  8
1.725614,-0.5957542,3.363981,0.08651824,3.989922,4.865521,0.9975295,0.8884013,1.690801,1.184099,2.057811,2.387236,S  8
4.8344,-1.980339,0.1142641,3.134292,0.0719144,8.508249,6.609368,7.124068,6.429974,0.8521607,6.74085,4.549922,S  8
0.3138462,-1.525364,3.64422,1.072354,6.723032,4.264896,5.606465,7.671448,7.661432,3.064827,4.768713,4.574308,S  8
-1.137529,-2.62271,2.068694,0.124548,1.593836,0.1950695,0.526817,2.539167,1.732781,-0.1253061,1.926483,1.536049,S  8
0.8367225,-3.11606,-2.128176,0.972221,-0.6492728,-0.5676218,1.277554,4.902538,3.84634,-1.914602,1.520316,1.43837,S  8
1.466787,-0.3892077,0.2144653,1.139923,1.951396,-1.11232,4.680871,7.500585,7.58523,-0.6413634,2.539538,4.387024,S  8
-1.070429,-3.167791,1.23006,-0.365666,0.2486157,-4.528763,1.415991,3.492767,3.532645,-0.2948011,-0.7961568,0.4328484,S  8
0.4298243,-2.506422,-0.5868241,-0.3062307,1.455946,-4.757796,-0.143922,3.418034,3.278319,-0.9313383,-1.05623,0.1001271,S  8
4.441966,0.3189095,-2.302507,2.17747,-0.2986515,0.3389923,7.333119,10.86265,10.82833,-0.6374787,3.519905,4.25397,S  8
3.46212,-1.195373,1.062673,0.6670264,5.567226,-0.3702851,6.586475,7.517117,9.145969,2.773801,1.512564,1.884468,S  8
5.647723,-1.492094,2.171899,0.8238223,7.865009,3.462312,9.081614,9.757516,10.87828,5.03643,4.801751,3.038044,S  8
5.971437,0.5840544,0.126082,2.972685,4.591193,7.858414,13.85876,15.29852,15.93549,4.969649,8.052282,5.501608,S  8
7.229826,1.061788,2.493438,3.253841,11.37306,9.709562,14.01966,13.75087,15.49809,7.298871,9.608133,5.222929,S  8
7.726044,-2.240275,2.274421,2.02804,11.54759,12.54107,16.81085,15.40129,16.86935,8.693636,10.98407,5.031079,S  8
5.12916,1.111263,4.040643,2.608869,12.36566,11.70312,17.1073,15.0869,16.29409,10.17191,10.39055,6.281317,S  8
5.540466,0.620436,4.401992,4.061344,10.79141,12.7117,15.60221,14.06109,15.11553,8.166714,12.95765,6.457932,S  8
2.391452,-2.335519,1.874474,1.881654,6.758609,9.515171,11.24922,9.374297,10.03277,6.114554,8.91056,3.416483,S  8
2.723701,-1.619144,-3.241989,0.8341857,0.1521078,6.551723,4.491767,5.143487,0.2594017,-1.322718,4.833498,0.4945494,S  9
4.196447,-1.106309,-2.702884,2.24558,-1.637978,9.332192,4.210361,5.822938,2.896773,-0.9948867,5.4485,0.6701884,S  9
2.737672,-0.3368106,-1.603318,0.7446385,2.623357,9.277493,4.072264,4.564658,1.693236,0.4938436,5.312683,0.5487212,S  9
4.519284,1.00079,-1.852134,3.119359,2.015855,10.39312,6.666635,6.79192,3.150281,2.431797,6.040712,3.599398,S  9
-0.9183675,-1.585257,0.3131428,-1.787508,-0.07358739,2.30571,-0.7153152,-1.316821,-2.593784,0.7276067,-1.228823,-0.04417249,S  9
-0.6174673,-1.643446,0.1451366,-0.8594322,0.4322125,1.534166,0.1422166,-0.1497618,-1.806341,-0.03271626,-0.3227206,0.6234208,S  9
1.972354,-1.128138,-3.988682,0.4808685,-1.678287,0.410853,1.495156,0.02567111,-1.628335,-0.8719472,-2.342017,1.40691,S  9
-3.92159,-2.990565,-0.7009159,-3.662298,-3.018156,-7.512424,-4.674653,-7.211437,-8.531835,-2.293449,-7.71005,-2.121161,S  9
-5.029163,-4.30363,-1.869177,-4.593699,-2.695588,-9.639961,-5.972934,-7.631503,-8.961302,-4.152585,-8.289478,-3.235175,S  9
0.2116894,-5.975388,-7.527757,-2.443684,-7.239003,-6.285521,-3.11081,-3.074717,-5.288633,-7.482638,-6.198734,-2.69992,S  9
-1.481971,-3.957362,-4.31061,-2.043809,-4.126284,-6.623482,-2.275892,-4.174774,-6.951525,-4.759657,-5.302275,-2.996815,S  9
-3.134323,-6.015146,-6.232192,-4.955281,-7.168633,-8.6581,-6.146757,-6.628294,-10.24376,-8.562972,-7.483286,-5.974345,S  9
2.312782,-5.827065,-5.202559,-0.138983,-3.435236,0.2915446,-0.04175615,2.300178,-2.79888,-5.671168,0.2657352,-1.756998,S  9
1.061845,-3.406606,-5.497086,-0.1251912,-2.13465,1.330881,1.326951,2.954046,-2.15404,-4.184357,1.792431,-1.665494,S  9
3.242893,-3.763129,-4.390238,0.9372048,-5.325373,4.103469,2.303804,3.813513,-1.760032,-4.575664,3.276682,-2.003134,S  9
4.192372,-1.678254,-0.5151212,2.77538,4.294045,8.81986,5.361784,7.475931,1.186318,1.323643,6.061149,1.604187,S  9
1.589106,-0.2662642,0.7870266,2.548144,2.222393,6.690275,3.975197,6.619369,0.7007585,1.149842,5.983721,2.670209,S  9
4.587811,1.287679,3.02723,5.407898,3.691499,9.770558,6.943723,8.092403,3.932159,4.515566,8.579417,4.341901,S  9
2.193224,0.4675032,1.645654,2.850391,3.101216,6.323731,4.994503,5.346612,1.145131,3.349645,3.283541,2.17242,S  9
0.3587739,2.392518,7.94593,2.976176,8.46522,3.813962,5.065066,2.727575,0.1586818,7.677919,2.824376,5.265657,S  9
-0.01327673,3.898644,6.898982,3.299893,5.673518,0.2840574,1.909089,-0.03827258,-0.2025553,6.257575,0.5503983,5.210758,S  9
5.803333,-2.476416,-3.60132,2.511062,0.4269506,7.629935,6.356234,4.912303,5.308072,0.567604,2.897216,0.7038959,S 10
1.272027,0.3709085,0.1705948,0.7032536,4.235154,4.519343,5.686135,4.009891,2.066402,3.945142,0.758173,-0.2823208,S 10
-4.629931,-0.2416198,2.406936,-2.122679,7.253907,-1.157796,2.307683,0.8588997,1.499216,4.235105,-2.505261,-0.07523535,S 10
3.875469,0.0345642,0.387387,0.8486825,-0.9533156,4.835713,3.238743,3.648703,2.675,1.596518,1.701231,0.9206604,S 10
2.282232,-0.1475125,2.166262,0.4905576,4.52571,1.882169,3.76834,2.705112,2.458843,5.443958,0.06699336,0.5937011,S 10
-4.516418,0.0195467,4.761924,-1.352291,3.235905,-1.774526,2.152373,1.401779,1.72724,3.833998,-1.20622,0.3751996,S 10
-4.437981,3.136082,5.86827,-0.7100514,0.07816814,-1.46611,-0.3583269,0.03008573,-0.2022702,4.671366,0.2352263,2.42327,S 10
2.491854,2.274399,5.232242,2.09144,1.578229,1.206735,1.110791,2.629901,3.03899,4.548758,2.481424,2.995872,S 10
1.207958,1.305534,4.90681,2.711572,-2.424166,3.447732,4.234995,4.783049,5.379154,3.667039,4.973942,3.910977,S 10
-4.982955,2.117373,4.057376,-0.3855578,-0.6149891,-1.581186,-0.2238901,-0.5468131,0.8021317,3.708176,1.042522,2.01875,S 10
0.01410915,3.694412,4.577544,2.922902,-2.075756,2.327891,0.219386,3.992438,3.824522,1.796658,4.135592,3.222243,S 10
3.692403,1.848119,2.51226,4.6642,1.601238,6.093317,5.166353,5.791035,7.360793,4.478141,7.763433,4.844714,S 10
0.5262743,-0.925787,-1.941,-0.2666486,-3.282009,3.425627,2.412838,2.863176,4.379541,-0.2425101,2.886067,0.6614967,S 10
1.786008,1.489158,1.17316,3.567313,-0.09106312,6.069589,4.223448,7.266496,7.47067,1.618456,5.582962,2.908745,S 10
2.608579,0.6613496,0.1421158,2.524345,9.315333,5.647383,4.933556,5.585383,6.533336,4.074023,5.670578,2.253635,S 10
1.959285,-2.447359,-4.137983,-0.5799721,-0.635211,4.708078,5.247384,6.301375,7.375935,-0.1012461,3.177134,0.5630608,S 10
3.714426,-0.08482145,0.645296,2.39849,6.298593,7.37438,7.901741,8.810079,9.915284,3.589481,5.884094,3.05516,S 10
4.042877,-0.7342821,0.3607517,0.9276691,7.735988,4.587502,4.496319,6.197806,5.993773,2.003945,3.680982,1.852998,S 10
-0.4204319,-1.625361,0.1866254,-0.1091754,5.810675,2.152604,6.164001,7.011201,7.112398,3.847026,3.227744,2.242409,S 10
-0.4031434,0.681217,3.614839,0.4702218,6.898975,2.552194,6.09659,6.602866,7.725307,3.517949,3.701336,3.461667,S 10
6.655161,0.993744,2.873781,2.542983,0.9430034,1.852571,3.58294,5.741382,5.524978,1.234217,4.28634,4.487268,S 10
2.651313,1.568435,6.341745,5.87498,7.501435,5.599823,8.747275,9.649262,7.666667,4.120076,6.50721,4.565177,boundary
4.937726,2.358902,4.276847,6.188429,9.566521,7.427426,11.64325,11.45523,10.95235,6.534883,7.989174,6.019809,boundary
1.462603,1.663231,3.618409,3.246167,6.902502,2.21401,9.640504,8.650818,8.178347,4.154604,3.567479,4.56043,boundary
2.376226,2.033046,3.846815,6.170785,5.935225,6.101314,10.00001,11.00265,8.657701,3.714759,6.9348,5.22691,boundary
4.825212,0.7525689,-1.85715,4.903619,6.793089,6.938903,7.90736,10.49651,7.713305,3.046565,6.184866,2.640331,boundary
2.798165,0.6984323,-1.305604,3.470554,7.250959,4.060696,8.893343,8.281993,7.503184,4.082806,4.570755,4.081048,boundary
1.824255,1.692172,-0.5617643,3.980659,0.7988977,5.003654,7.314542,7.55069,6.363586,1.776647,4.736439,2.825931,boundary
0.5674495,-0.07495344,-5.417141,1.004828,3.343396,2.374797,1.762707,2.776942,-0.3122142,-0.2002885,0.9476683,-0.7835023,boundary
2.999934,-0.1170595,-5.255058,2.706574,2.986809,6.190706,5.882299,5.904558,4.2682,1.638317,4.690148,1.753325,boundary
0.2624173,0.7403105,-2.494123,0.3165927,0.1197923,3.035827,1.800819,0.8655056,-0.2354614,0.1785717,1.374032,-0.9946415,boundary
-4.327475,-0.4598829,0.3883314,0.2381154,-4.618076,-6.224606,1.865892,-0.6229447,0.6261879,-2.379736,-1.65538,0.7874654,boundary
-2.401471,1.565491,-0.9334216,-0.8472058,-1.924172,-1.932074,5.222488,3.256407,4.676562,-0.1758226,-0.03052792,1.13668,boundary
-1.042825,1.995187,4.00709,2.003646,9.282142,-1.479159,8.981673,4.891207,7.119983,5.307137,1.251871,4.608387,boundary
-0.5451314,0.4879771,2.995795,1.87067,3.294008,-0.7669249,6.992162,3.341782,4.863762,1.852322,3.103415,3.111715,boundary
0.3885724,4.76251,4.907583,1.529239,6.736864,3.869008,9.493626,7.776184,9.296043,5.429923,4.779301,6.118547,boundary
3.50587,2.740186,3.971915,3.159067,10.59984,5.550325,11.33822,9.136584,10.87502,6.142735,6.987652,6.476095,boundary
3.796128,2.347164,4.698263,3.691881,9.384107,6.920862,10.40577,8.963502,9.522917,5.53493,7.194983,5.498825,boundary
3.731955,4.395838,6.73103,3.901477,10.12923,8.365208,12.25118,10.46962,11.90653,6.487093,7.860672,8.113091,boundary
5.291927,2.695909,2.646193,3.897627,4.969124,9.075678,10.69193,10.84527,11.24835,3.814543,10.08537,6.702858,boundary
4.945077,2.295413,2.181402,3.271376,7.879397,7.809253,7.432666,8.962272,9.478804,4.252906,6.618202,5.042351,boundary
3.102999,0.2050136,2.080733,3.199338,0.7515764,5.935047,8.707998,8.347819,8.202593,1.230124,5.701246,4.638676,boundary
-0.03346809,0.6634502,1.06768,2.509526,7.351017,-0.07466091,6.387398,4.485316,4.667204,5.006834,1.626744,1.859726,S  2
-1.087611,0.1732162,1.6982,2.137965,4.418217,-1.740178,5.384931,3.088472,3.510736,3.360919,1.482216,2.831362,S  2
-1.908245,1.380764,3.226757,2.597566,5.371015,-0.1821541,4.251801,5.221522,4.104802,4.40254,0.08588443,2.550583,S  2
0.4403625,0.2320323,2.886021,1.979779,5.278048,2.695266,5.762744,6.743134,7.046982,4.353274,4.106133,4.43786,S  2
1.553922,1.820298,0.9863517,3.091397,0.4389719,3.994446,4.264118,6.483594,5.293621,1.706296,4.682083,4.410319,S  2
1.028992,-0.3077727,0.5317528,2.565151,-2.714975,3.931901,-0.5065289,4.472954,2.099764,-0.6143111,2.513515,2.374187,S  2
1.685827,-0.6079184,-0.3405229,0.7228976,-2.519908,5.593755,-0.3630148,4.035141,3.490933,-0.5298184,4.509265,3.09028,S  2
3.440239,0.4153138,-0.4054068,1.605571,-4.322552,7.278061,0.0318096,5.261473,2.91849,0.1033584,6.086185,3.648168,S  2
2.402224,-0.7478669,0.3121716,0.6907654,-5.337891,5.613986,-1.26552,2.824795,1.068483,-0.1468444,4.132992,2.969886,S  2
2.135158,0.2299427,-1.817206,-0.4452808,-6.374129,4.39995,-4.530642,-0.4366593,-1.112128,-1.979945,1.386523,0.3958376,S  2
1.453412,-1.827469,-2.584673,-2.231347,-4.964799,3.284004,-2.747541,0.139808,-0.99448,-1.088778,2.927062,-0.3110962,S  2
1.359221,-1.32809,-0.31001,-2.212416,-1.383295,3.351696,1.839024,2.785073,2.734293,3.293047,3.623573,2.638898,S  2
1.157178,1.796315,-0.3202702,-1.454644,-2.197835,0.8039899,-1.176849,-1.26456,-0.9193893,1.280588,0.6932125,0.196338,S  2
-2.709603,-0.1396366,-0.6337747,-3.949841,-0.1319078,-3.250962,-0.7725456,-2.295111,-0.9108611,1.065736,-1.926976,-2.425786,S  2
0.5568768,-1.940468,-3.257733,-4.412335,1.11574,-0.07496639,2.833054,1.731507,2.787196,1.990054,1.0703,-1.516932,S  2
-0.4532269,0.8245001,-0.2707638,-2.477686,2.099096,-0.8208162,3.903934,2.256927,2.677413,1.690465,2.886001,0.6427588,S  2
-2.501285,3.04989,2.175717,-1.754948,3.89744,-3.348501,3.379581,0.9463389,3.421533,3.292978,-1.208573,-0.5035212,S  2
-0.5631716,-0.484237,-3.271091,-4.003193,-0.01805709,-0.771098,1.519445,0.3208347,1.060631,-1.712347,-0.2789348,-4.335947,S  2
0.1193409,-0.7219709,-0.3492461,-1.966611,0.5658789,0.9784588,3.460287,4.146317,4.290744,-1.982141,2.951941,-0.9965176,S  2
1.284077,2.117995,0.4737447,0.1309509,1.057268,2.04393,3.357485,4.274243,4.522306,-0.530945,3.180955,0.7639738,S  2
-1.473306,0.8413907,-0.07110167,-1.580427,-1.953098,1.32796,0.6798177,0.8325862,1.02644,-2.633553,0.5697048,-2.492737,S  2
2.338012,3.391987,-0.2901296,3.393887,-1.213096,6.102475,-0.5961741,1.206293,0.2190875,-0.001640765,4.075699,3.15509,boundary
4.508041,6.2742,6.692261,5.095395,3.916988,5.040243,1.843673,2.094608,2.735155,5.848544,3.859864,6.018156,boundary
2.119056,3.163454,3.270542,4.377602,1.360713,2.330345,1.585239,1.195926,1.64819,1.915867,1.982717,4.368766,boundary
2.102074,3.779224,1.36864,4.065202,1.830266,0.7620228,1.954967,3.269998,2.731314,0.9934582,2.896039,3.824994,boundary
0.2179121,4.833305,4.490574,3.230438,-0.5370562,-2.175521,-1.872447,-1.496447,0.952495,1.149242,-0.294711,3.974116,boundary
-0.9283082,-0.2505172,0.6631666,2.450565,-0.2411406,-4.146749,-0.3833598,-3.527838,-0.2335475,-0.6890349,-2.077974,0.9592785,boundary
0.5901429,2.037169,2.983825,3.063259,5.822273,-3.756497,5.742517,4.015491,6.658015,2.029372,-0.2443447,4.057716,boundary
2.15964,2.123943,1.877503,4.090152,-0.8397455,-2.603191,1.115682,1.554015,4.827496,-1.065769,0.9386553,2.84477,boundary
-2.505486,-2.074935,2.147061,2.758716,2.691871,-3.384408,5.52303,2.775438,6.912112,1.90666,1.889084,3.325046,boundary
1.716449,-0.09196661,2.258807,4.18,7.191222,0.8815252,10.65129,8.256939,12.64084,3.437899,3.602021,5.374686,boundary
-5.351017,-4.54264,-0.5170129,-2.41559,-5.428473,-4.552686,-10.8249,-8.685589,-9.619034,-5.556272,-4.257565,-4.42988,boundary
0.6151235,-2.416342,-1.367689,-0.5252966,-9.535133,-0.7231575,-7.779981,-3.619817,-5.507348,-5.992043,-0.8531302,-1.326638,boundary
-2.693659,-1.691728,0.6216429,-1.226282,0.4905071,-1.13402,-5.868476,-4.267013,-4.018366,-1.845199,-1.590514,-1.626923,boundary
