segmentData1,segmentData2,segmentData3,segmentData4,segmentData5,segmentData6,segmentData7,segmentData8,segmentData9,segmentData10,segmentData11,segmentData12,segmentData13,labels
-12.95106,-4.225058,-1.569599,-1.025977,-0.3230018,7.352112,-0.1601728,-31.04344,-10.30859,-14.57029,-0.7840706,-8.444806,-1.477407,boundary
-11.05823,-4.728065,-2.863229,-3.834416,-12.47864,-10.30442,0.8132634,-32.60776,-14.07206,-16.3174,-5.530988,-17.887,-4.594274,boundary
-10.15872,-2.88618,-0.4555146,-1.572122,7.77355,-3.539559,-2.91662,-34.4993,-18.89768,-19.69676,-0.9712926,-11.09911,-2.562837,boundary
-10.41008,-5.915789,-3.454297,-3.248309,-15.27139,0.4202542,0.5802,-35.1281,-12.27946,-15.92284,-6.951501,-10.45589,-3.561213,boundary
4.119649,-1.417759,-5.243379,-2.993842,-12.9354,-2.349332,0.6120574,7.782544,5.545978,3.101286,-4.350104,-4.349991,-4.756761,S  8
9.164046,5.816234,4.785868,2.548257,8.749036,4.653248,-3.254009,18.07252,13.01187,13.28156,8.084496,4.18528,2.923303,S  8
10.21794,3.2985,-0.2394606,-0.07327009,-5.423229,3.401316,1.229737,7.888635,5.709174,3.419181,0.1902418,-1.742274,-1.338245,S  8
2.467814,1.416159,0.1733599,-1.693659,12.86348,1.635275,-1.779701,6.920875,3.391095,2.008248,2.662943,-3.25825,-2.190353,S  8
6.046916,1.146398,-3.775241,-3.581717,0.8695779,-3.44885,3.375327,2.42273,0.6225848,-1.410927,-0.7216274,-6.416362,-6.213396,S  8
7.484037,3.847735,3.409683,3.847564,-3.868906,12.57152,-1.801902,12.13545,13.195,10.66156,3.4819,3.48152,3.494486,S  8
3.85176,2.310896,-0.1694116,-3.245184,9.061488,-3.334368,-2.406652,4.072529,-0.3046679,-0.1439126,-0.3067321,-7.459506,-4.096189,S  8
7.68912,-1.075928,-7.179047,-2.741667,-25.65848,-0.8173836,6.019334,-4.938411,-4.624764,-6.22896,-9.523502,-7.552173,-7.173081,S  8
4.024743,4.208811,9.115215,4.865284,35.33746,14.76262,-4.497504,10.67653,7.842152,7.844517,13.64197,3.223051,6.821329,S  8
7.255663,-1.321933,-5.896283,-4.017992,-9.734454,-5.046178,3.609349,-4.226761,-5.478953,-6.044946,-8.547313,-9.984929,-7.819834,S  8
9.591082,0.1880567,-2.43661,2.06274,-36.24945,4.433096,0.9003166,0.7809689,2.291833,1.688788,-10.15528,-2.757116,-1.642648,S  8
3.571949,1.626161,3.9753,0.9317273,31.73817,6.183659,-0.2193335,-1.535072,-7.291326,-6.340901,7.967778,-4.224972,1.147691,S  8
10.83565,-2.231559,-4.227323,1.526956,-12.68368,4.105027,6.527888,-4.748393,-2.144027,-4.542173,-7.606484,-3.104127,-3.297353,S  8
7.028155,-1.661157,-1.506205,-0.1638539,-3.018003,-0.2513314,0.87262,-5.175366,-3.335314,-4.855988,-5.086787,-6.351441,-3.221786,S  8
4.581543,-0.8146466,-4.757371,-0.4717076,-31.66221,5.23906,3.723424,-7.31215,-4.601317,-7.676854,-11.57625,-3.527331,-4.025356,S  8
11.24367,-0.4462836,-0.1580714,3.538395,7.58111,2.900107,5.809534,-4.793447,-2.636658,-5.502705,-1.055261,-1.74844,-0.3825301,S  8
2.119613,-4.937518,-6.238163,-4.782986,11.14041,-1.799521,5.335136,-20.91208,-16.58706,-20.72658,-6.754742,-9.454956,-8.789993,S  8
5.232729,-0.9381717,-8.013931,0.5080124,-58.13235,8.364687,5.223591,-6.138128,7.039617,-0.7561293,-20.0449,2.172909,-4.292133,S  8
6.360859,-1.335395,-1.60542,-1.720199,16.7352,-5.043401,4.420206,-14.80742,-11.39816,-14.95526,-1.501535,-5.226275,-4.977404,S  8
1.002785,-2.854522,-8.643879,-4.26474,-17.27746,2.263235,7.200724,-23.81383,-14.70157,-20.93643,-14.42997,-5.182119,-9.569398,S  8
2.285531,-2.360976,-8.698447,-2.177016,-24.24255,3.097681,5.710211,-14.61582,-2.13914,-10.09251,-14.47926,1.097369,-6.130932,S  8
-8.107412,1.816543,4.651104,3.35458,-5.279147,2.27097,-1.397255,-15.90421,-4.514271,-4.2993,2.28549,2.563857,3.847028,boundary
-11.32939,0.1537218,1.731086,-0.7818885,6.657872,-1.195245,-3.051851,-31.24054,-16.65892,-18.78611,3.323538,-3.07641,-1.017489,boundary
-12.2498,5.179696,13.89743,3.343629,54.80611,-3.528343,-6.056643,-10.12482,-8.976297,0.1807851,23.73362,-0.9528702,8.758722,boundary
-7.353463,2.045414,7.266622,4.473162,1.968503,1.649549,-2.085809,-2.527949,5.41617,8.745904,9.003531,3.005722,7.779721,boundary
-8.225014,-1.332254,-1.344549,-0.05717397,-17.00017,2.050661,-2.89494,-36.84631,-15.24636,-21.09959,-5.232101,-2.68603,-2.975896,boundary
-10.35275,4.919924,14.99071,5.6894,62.30172,-0.4347656,-5.979256,-7.465109,-7.009967,3.117095,27.94406,1.45499,11.29015,boundary
-6.632718,2.053037,7.203464,4.421942,6.75056,1.591292,-1.733244,2.239427,8.774763,11.97785,12.43439,3.854751,8.178283,boundary
-3.546581,0.7050111,1.232068,5.070337,-16.89511,7.979583,-1.567757,-14.76614,0.4652369,-0.7096917,-0.8906903,4.681595,3.878499,boundary
-8.256669,4.019327,12.57756,6.441039,36.92882,-1.086476,-3.685853,-6.160387,-3.354219,1.848819,19.99055,1.951134,9.522027,boundary
-2.249235,3.098534,5.641525,7.352601,2.322567,7.305183,0.01919074,4.063478,9.554062,11.71432,10.95325,9.111527,8.858051,boundary
2.984352,-0.4762502,4.12563,4.178409,0.1369534,-1.167763,3.157271,4.610729,4.695101,5.698798,1.750184,4.270457,4.115917,boundary
2.333763,-0.600576,3.392333,2.839463,1.758204,3.660118,0.7794132,3.462471,1.486132,3.36513,0.3956357,3.553293,2.501788,boundary
0.2331807,0.1278025,2.926661,2.852753,8.367064,0.8474495,1.469632,6.905201,7.268349,7.746159,3.979485,2.096891,3.808634,boundary
5.615815,-0.3967574,-1.312793,4.179538,0.2105668,4.845115,2.065831,5.172174,4.958622,6.413559,0.3781485,3.813625,2.800936,boundary
5.205773,-0.5618266,0.4993462,4.010604,-3.88496,8.881794,1.451271,4.144261,7.457123,7.074193,-0.03305243,7.685377,3.740767,boundary
0.9732694,0.406066,3.950226,2.723112,10.82084,6.189626,-0.5889959,7.913918,8.538916,8.196553,5.104055,4.535112,4.599558,boundary
3.787829,1.618365,-1.680159,2.749004,1.081877,5.611991,0.7725176,1.135204,3.068493,3.417187,-0.8066133,1.824493,1.265707,boundary
6.752946,0.3083015,0.3686046,5.580862,-12.09832,9.982657,2.215033,4.722817,9.908751,8.618765,-1.411776,7.252804,4.653194,boundary
2.142317,0.426134,5.132215,3.666366,10.09267,8.928753,-0.02858374,7.053901,7.138588,7.200453,4.90996,7.684777,5.897906,boundary
2.455739,3.501045,3.171217,2.350914,-5.923781,4.358245,-0.1252881,-0.8479881,4.426263,3.581316,-1.386407,2.475031,2.059186,boundary
3.537601,2.013319,4.293237,3.686488,-3.62441,5.01335,0.8976103,2.097182,4.679386,3.556162,-0.3641799,2.200074,3.511271,boundary
-10.90274,-4.881721,-10.68131,-8.922759,-41.06037,-12.57467,-4.945114,-18.99744,-7.263928,-19.4343,-20.22901,-13.0554,-12.99712,S 10
-10.88413,-4.754135,-6.634146,-8.945237,-12.54426,-10.87662,1.218947,-17.24484,-7.644002,-19.69924,-11.8203,-13.06358,-11.08079,S 10
-0.06236679,-0.4398518,-1.669109,-7.464186,16.48825,-12.34449,0.9684584,-14.2196,-6.786594,-16.21271,-2.29406,-14.13313,-8.712252,S 10
-2.450594,0.5434734,-5.287016,-3.227857,-22.10491,-2.276608,0.07725491,-9.938318,0.0342657,-9.214528,-11.00221,-4.861515,-6.652122,S 10
-5.289784,0.09332888,-0.4778037,-3.554698,1.116671,-2.088876,0.2844256,-2.605473,1.126051,-5.178435,-2.410902,-3.082618,-3.45709,S 10
-0.7117453,4.838127,3.966236,-0.1925799,10.32759,1.325707,-0.3709893,0.8851576,3.652685,-0.5127975,3.196781,-2.60239,-0.4062419,S 10
5.75387,0.4698662,-5.749581,-2.043594,-23.70225,0.6852281,6.20511,-6.50551,1.013976,-4.367139,-11.0415,-1.22834,-5.93855,S 10
1.499495,3.700323,4.287964,0.3357858,23.11901,2.468357,-1.605595,5.642933,4.984714,2.722497,7.134285,1.790307,1.442268,S 10
3.154271,3.633086,0.774928,4.4177,-10.73677,10.95006,2.143777,6.835002,5.74842,6.074736,-0.2664554,7.102245,2.35374,S 10
0.4257734,0.4017804,-0.3393947,-1.667444,2.346065,1.354471,2.577002,-1.666764,0.6909992,-1.368433,-1.05212,-0.3552546,-2.468411,S 10
8.386533,1.620489,1.956752,1.489488,9.285465,1.717273,1.768342,4.555878,3.157699,2.141591,2.833041,2.598928,0.8449212,S 10
4.000597,-1.953723,-4.746746,0.6845389,-21.47264,7.993079,2.698717,-0.398466,-2.051456,-0.1444634,-7.41704,3.772671,-2.908539,S 10
-2.545636,2.487628,5.624201,1.440457,27.03162,1.399305,-1.864557,1.762293,-1.554733,-0.2060086,9.602723,1.269956,2.658078,S 10
4.417648,-1.773461,-0.5618265,-1.592702,-12.21437,-0.162436,2.405497,-3.667223,-5.02232,-3.920694,-4.867927,-0.7145209,-2.294413,S 10
0.965408,-2.921556,-1.282967,-3.081316,3.113554,-1.321161,1.880636,-3.296138,-8.903585,-4.856649,-2.508828,-3.749688,-3.614989,S 10
1.079196,2.509077,2.332314,2.782967,-3.814719,3.926307,-2.096112,-1.804958,-9.114928,-1.020912,0.6713713,3.37347,1.635969,S 10
-3.943114,0.07027277,2.170346,-4.645385,4.158165,-4.020216,-0.4067523,-10.11806,-18.04529,-9.483708,-0.2075216,-6.626865,-2.448478,S 10
-0.2549944,1.118668,6.158369,-1.849912,21.85172,-5.090069,0.4524996,-0.4036517,-14.87395,-2.552549,5.831282,-3.868488,1.823476,S 10
-0.2864257,1.913267,-1.734541,0.968448,-31.0997,8.036945,-1.277738,-3.173332,-17.05281,0.3456114,-8.963641,3.641289,-0.3898134,S 10
1.14041,4.247638,4.464875,-1.051258,22.58677,-2.979083,0.648146,-5.859744,-26.66348,-5.71782,7.122022,-4.147869,1.630625,S 10
-3.885163,3.445609,6.538478,-0.685261,6.98427,-2.043261,-2.679657,-1.153447,-24.22801,0.2624584,3.941791,-0.6991055,3.798778,S 10
-0.8439816,4.707882,4.989596,3.396568,7.429693,-7.493912,0.1711041,0.4904692,2.367149,3.00237,6.118571,5.749838,5.734526,boundary
3.722328,4.3274,4.479906,6.942031,-7.564399,5.413266,2.052647,5.783758,8.066724,7.863879,1.863302,12.47207,7.963706,boundary
-0.7305142,2.419882,5.672761,3.69268,-1.409431,3.123633,-1.126106,1.666345,3.741078,4.006084,3.215479,8.408538,3.813808,boundary
3.332894,5.610346,10.73209,7.869081,15.82684,-2.441975,-0.0784245,6.511281,6.673122,6.780325,10.47527,8.224291,8.971115,boundary
4.666713,3.601521,0.6655819,5.81478,-29.39646,6.109458,0.7635441,1.629285,5.463344,4.837817,-5.588005,10.06794,5.016767,boundary
-2.849563,1.198433,7.744432,3.876115,2.648273,-0.9983111,-0.9799059,5.568645,7.427165,7.548446,3.450614,5.460297,4.31675,boundary
0.62274,4.423396,17.80658,8.331975,49.40991,1.273486,-0.07504674,12.18358,10.8342,10.30977,20.65706,6.666383,11.49937,boundary
-0.7618895,3.958735,7.966764,4.042977,7.428428,2.380767,-0.7968971,3.393064,4.472367,5.10968,4.563115,4.247584,5.065941,boundary
-2.791252,1.09505,10.02447,4.497251,4.583303,0.9164562,0.7424182,10.81095,11.34255,11.7227,5.004299,4.31349,5.676639,boundary
-8.77021,3.091935,20.43735,3.428103,76.60103,-3.345565,-1.678901,12.25317,9.502889,9.633638,25.0543,-1.254867,9.352474,boundary
3.358876,1.560729,-0.3494483,-1.994649,-0.6301956,6.373532,1.449367,-10.03833,-9.608876,-8.745991,0.1857066,-0.9519846,-1.319027,boundary
-2.710849,-1.623235,-0.8110728,-5.151314,1.753427,-6.096433,0.2598894,-6.886832,-6.758644,-6.061289,-0.644949,-8.871015,-3.161803,boundary
0.4759152,-1.858453,-0.6148811,-4.12008,2.956525,2.286517,-0.5166169,-9.772356,-11.38684,-9.953856,-3.656738,-3.525638,-5.49725,boundary
-0.9097071,0.807877,0.8847835,-1.258877,-3.41612,3.801885,1.71839,-7.368675,-5.13297,-6.587498,0.3122073,-3.107068,-2.051157,boundary
-2.176925,0.0732109,2.553953,-1.785985,9.14857,-6.397803,0.4262055,-5.543466,-6.231991,-5.233062,4.090995,-4.022637,-0.1296561,boundary
-2.979912,0.1923606,1.407578,-3.070861,12.35009,-2.6865,-1.913832,-1.664474,-5.879911,-3.969451,1.083557,-3.466583,-2.283152,boundary
-5.265552,-0.6049103,2.729217,-1.493709,3.656253,-1.342449,-1.1522,-6.039314,-6.26308,-5.833006,3.070526,-3.415869,-2.685472,boundary
3.529481,0.5081121,0.8699231,1.646912,-11.96383,2.582767,2.480644,-3.100009,-4.048574,-3.684973,-2.649651,3.002909,-0.4822477,boundary
-6.841015,1.667805,3.195259,-3.038698,29.63461,-6.902001,-2.614613,-1.329065,-7.756959,-4.441848,9.033689,-5.890344,-1.738368,boundary
-5.818783,0.7073708,2.404269,-1.636068,-7.008139,-4.245974,-3.554286,-4.833823,-6.769109,-4.556434,0.7343267,-1.613447,-2.69943,boundary
2.038277,-0.797636,-0.7885446,-1.007746,-8.993901,0.2300988,0.6240745,-4.002141,-6.212008,-5.237484,-3.734224,0.2976922,-3.198694,boundary
-0.1256184,-0.4840887,1.894916,1.597849,-0.8038628,-2.216264,-0.2850481,1.122073,2.114873,0.9211121,-0.2438636,1.053439,1.034564,S  2
-0.9176688,0.6828467,2.071884,1.707704,-1.510024,-2.669866,-1.251983,1.862297,3.450126,2.100438,0.9978182,3.394074,0.9473208,S  2
-2.401138,1.63791,2.407627,1.88814,-0.6325338,-1.675124,-2.356848,5.399973,5.993479,4.70067,-0.5686076,0.8828815,1.950806,S  2
-0.1505246,1.605187,5.587442,4.13482,1.359485,0.9891137,1.058031,1.313961,2.214303,1.875061,2.111421,3.757681,4.312774,S  2
-1.995951,-1.287248,1.892162,1.802534,-0.3163828,-6.214994,-1.316968,2.814236,2.601707,2.656163,-0.4038128,2.698459,1.343984,S  2
-0.6623077,-0.5078182,0.5496185,1.538957,-0.2209866,-1.778441,-0.3879332,2.689183,3.473097,2.717809,-1.626,0.725944,1.621795,S  2
-0.2078758,2.77423,5.618907,4.910861,2.476906,2.115066,1.212354,4.227423,1.951997,3.8527,2.857367,4.803045,4.562557,S  2
1.468418,-1.203353,0.736379,2.569729,-0.856299,-0.3132375,1.677238,3.716845,2.965074,3.712531,-2.165516,2.615057,1.507546,S  2
0.6521862,-3.609834,-1.200831,0.8408437,-2.111268,1.78229,2.432485,0.7904242,-0.1031842,0.5632803,-3.652404,3.019594,-0.3913036,S  2
-0.6674585,-0.03498897,1.218647,1.4065,0.2951908,-2.794983,0.4971797,2.939272,0.5105413,2.871797,-0.2446678,-0.2144388,0.6361714,S  2
2.268006,-0.2577014,0.02445469,2.144998,-1.480511,0.6124498,2.558117,0.1160046,0.01305497,1.013708,-2.372152,0.7347782,0.336961,S  2
2.732506,-2.961132,-3.000088,0.684162,-5.923557,9.53153,4.397209,-0.4041726,-1.773236,-0.8032793,-6.382267,5.046095,-2.314713,S  2
-0.5938164,-2.89812,-2.815169,-2.450936,-4.720942,-7.215541,1.472879,-1.000745,-0.741433,-0.03612547,-5.510799,-4.212862,-3.375235,S  2
-1.098328,0.3354967,0.5634976,0.5284502,-0.06728878,-2.621296,0.6881669,-3.236808,-2.649527,-1.881731,-0.3914794,-0.3462559,-0.1187611,S  2
2.433602,-1.000602,-2.900069,0.5402545,-7.102447,7.440886,3.29858,-2.047325,-2.16013,-1.307408,-5.998984,2.910476,-1.967556,S  2
1.075175,-0.7692719,-2.994321,-2.562027,-5.3033,-4.717085,3.312694,-2.977477,-0.6440179,-2.099871,-6.730762,-2.260319,-3.211623,S  2
-1.874918,0.7350029,-0.1680268,0.09668316,-1.305212,1.048377,0.6420146,-1.313365,-0.9085249,-0.2359311,-0.3318867,2.90318,0.5406415,S  2
-0.5525761,0.2244008,-0.4641533,-0.4859433,-2.328516,-3.268974,1.181784,-1.544265,-0.4282488,-0.1143892,-2.5217,-0.1323497,0.05288325,S  2
2.539854,2.50575,-1.318532,0.6126834,-2.157291,1.775873,3.183243,-1.403381,0.9039014,-0.8467932,-2.185142,2.88644,0.4783619,S  2
0.8280107,1.688035,-1.566493,0.5276048,-0.4196985,4.225465,3.088182,3.442786,3.476867,3.674868,-0.9631793,5.250572,1.191389,S  2
0.2198605,1.336368,-0.7711734,-0.2725958,0.1471614,-1.220076,1.194079,1.225192,3.412338,2.898253,-0.8173386,3.15012,1.408303,S  2
1.534813,1.339866,-3.768315,0.9781833,1.504541,4.842932,2.013239,3.119594,5.620407,4.740881,0.7055498,6.563033,1.237152,boundary
5.565917,3.292976,-1.95042,2.947036,0.03451069,6.220674,2.557142,3.780191,6.966087,4.734936,-0.3776716,5.947433,1.973311,boundary
4.131067,0.1635052,-3.859599,1.030087,0.8524986,4.783716,2.663899,6.520813,9.519203,7.632407,0.1968518,5.943516,1.895882,boundary
1.155349,0.8485762,-3.88191,1.785102,4.645649,4.287972,2.265472,4.173269,7.413848,5.059261,3.886099,5.043073,1.760507,boundary
8.359272,2.493042,-3.622322,2.19595,-2.747719,9.062413,1.461388,2.613976,7.114532,4.236734,-3.13209,6.361205,0.5099236,boundary
3.86187,-0.2417303,-4.151138,0.3158059,-0.4312024,5.050533,1.206804,3.565543,6.989707,4.328499,-0.8740088,5.127017,0.7384524,boundary
2.69155,0.1124742,-1.371559,1.695861,4.571496,4.681705,1.388333,5.074253,8.84737,4.784662,4.248612,4.230247,2.838645,boundary
4.780635,-0.1579688,-2.262241,0.3626437,-0.0994121,2.682461,-1.064542,2.510469,4.661004,2.555364,-0.5366609,3.920705,0.5174343,boundary
6.123127,0.9264852,-1.753846,0.185554,0.1065359,9.212671,0.7074115,1.458853,4.670613,0.7849789,-0.9496593,4.471034,0.520878,boundary
3.814228,-1.041833,0.4249235,-0.3708985,3.300255,2.221431,-0.5189183,4.382881,5.844969,2.280471,2.126266,3.415913,1.88877,boundary
-3.022173,2.415383,6.190682,2.832635,14.17367,-2.715778,-1.819373,8.192616,3.319282,7.529461,11.76197,5.205317,6.314992,boundary
4.123222,3.772532,6.249557,5.359725,11.81773,8.090277,-0.8180024,9.606396,5.956507,8.595393,10.06915,7.812402,8.516583,boundary
4.874745,0.5995876,2.25228,4.273179,5.772259,1.842995,0.004026472,9.331152,4.679014,8.178091,6.313176,5.61447,4.260446,boundary
0.6194087,0.8271166,2.186314,4.06326,1.85577,1.24677,-3.619859,6.760106,3.970975,6.622171,6.086905,5.233316,4.025195,boundary
-0.1005835,4.080328,7.387812,4.852581,21.82062,2.152287,0.7744258,12.84167,10.47987,12.03342,13.58143,6.582906,8.668279,boundary
15.49057,2.593966,3.936349,10.3359,4.086652,22.64259,1.431347,15.26955,13.14662,13.09463,6.02456,15.53186,7.038217,boundary
8.520867,0.6558449,-0.2780066,6.476256,-6.685872,6.744617,-0.6151879,6.230012,8.043786,7.223588,1.772116,6.714747,2.741514,boundary
-7.240495,3.568382,6.820356,2.766096,21.77569,-8.653884,-0.9133835,13.65532,12.08229,12.68401,12.16457,3.616402,5.955273,boundary
16.90038,2.532745,2.048575,9.840942,-2.260216,27.35743,3.564868,13.14252,14.47149,10.61484,2.094886,15.20572,4.735363,boundary
8.490113,1.84045,2.250533,5.881118,2.679152,6.916237,2.570005,6.807382,9.095846,6.092891,3.143491,6.134676,2.423955,boundary
-3.400201,2.29372,4.079251,1.763251,2.533956,2.051462,-2.715215,6.233214,5.755253,4.590187,2.875599,3.66489,1.229061,boundary
3.714579,-0.61818,1.515859,1.723289,-2.369803,2.298642,1.87472,-7.567846,-8.082627,-8.904894,-0.8333724,-4.427889,-0.9240465,boundary
-4.573816,-1.588955,1.947963,-1.023914,-1.181687,-13.91239,-0.3525734,-2.049326,-3.712904,-3.17293,1.379947,-10.7898,-2.490316,boundary
1.533506,-1.111441,-0.7370887,0.4032432,-4.447528,0.4556019,1.009082,-3.166788,-1.472283,-3.438964,-2.290995,-6.034826,-2.054138,boundary
-3.07085,2.208261,4.099946,0.4588474,2.745315,-1.405334,-3.181133,-3.588183,-5.242681,-5.354477,3.181534,-2.565379,0.7248779,boundary
8.550092,1.663456,0.08908781,2.648515,-3.02179,2.224767,5.079856,0.2051366,1.493258,-0.7656293,0.1083096,-3.39055,-0.2385453,boundary
-1.250027,-0.8651001,-2.410444,0.8041986,-2.207499,-3.323499,-0.1539004,0.9818577,-0.5974453,-1.558425,-1.630981,-2.75602,-0.9841814,boundary
-4.086489,0.4467787,0.6208904,-1.93889,2.321606,-2.095203,-4.580483,-0.6046059,-0.7291144,-0.8313079,1.888095,-4.017546,-1.452609,boundary
12.94533,1.917128,-4.393981,2.794894,-6.700222,11.49745,6.68449,1.085363,2.406182,0.3387855,-3.660029,1.614003,-1.503472,boundary
-2.79633,0.145013,-1.550642,1.433238,4.890709,3.226628,-1.672657,5.320735,3.615716,2.740089,2.691666,1.60516,1.437161,boundary
0.7546269,-0.8341118,-3.078759,0.4147391,-2.696333,10.22925,-2.168046,2.533103,3.352407,3.118181,-1.300369,0.4930218,-1.321362,boundary
-6.88046,-0.2652893,3.036713,0.04883422,24.88862,2.751643,-0.4908238,7.09067,5.953661,7.074339,11.85924,2.205449,3.526016,boundary
-5.069558,-2.541255,4.347123,-3.618106,31.5729,-1.988765,-1.577885,-3.379645,-1.880293,-2.063835,11.48214,-5.987679,-0.3048875,boundary
-7.796446,-1.906287,1.614052,-2.386549,-7.510553,-2.387866,-2.188087,-0.4401323,4.897467,3.028908,0.8880168,-1.89569,0.7632077,boundary
1.211973,-0.6375536,1.022872,2.430634,7.566435,3.772616,1.880047,-0.2003376,5.539681,3.692117,3.65913,2.201298,2.461132,boundary
-2.738769,-0.5786631,1.496309,0.3824706,12.16675,-0.2634293,-2.179878,-2.576918,5.134198,1.949985,5.762681,0.2988351,2.482774,boundary
1.51539,-2.299387,-2.370921,-0.01281561,-1.454615,2.448787,2.903522,-8.299727,0.2182218,-3.395666,-1.191589,-0.8069429,-0.8046297,boundary
-2.434288,-0.5929217,3.132864,1.874639,7.647861,0.6533552,-2.47126,-3.845727,4.410256,1.020992,2.315771,1.312335,1.732859,boundary
-2.535053,-1.779803,-3.579053,1.189785,-27.91697,-2.765015,-0.5664938,-3.093385,7.706319,4.111636,-5.903795,0.3660805,0.9556288,boundary
11.58335,1.591366,-2.738517,4.552241,8.180758,10.46891,5.632113,-7.593667,0.5959377,-3.013752,0.9947129,4.054579,0.2650993,boundary
-9.216195,-1.016489,4.23922,-1.331745,22.46443,-3.848156,-5.774878,-2.333497,1.247642,-0.1477954,6.288965,-1.101044,0.7989482,boundary
-3.197241,-3.755714,-0.8614492,-1.043439,-29.23981,-2.843126,-1.064168,-1.472127,6.790026,4.962926,-5.188962,-3.59225,-0.8252622,boundary
0.3889562,-1.753261,-3.653571,2.005974,-11.98128,3.435472,3.867199,-6.947651,-3.708063,-2.860595,-3.221777,1.27897,-0.3804711,S  6
-1.646201,-1.449871,-1.121814,-0.5621251,21.2403,-6.518502,-0.5703617,-4.607718,-5.392021,-3.948006,4.372429,-2.086382,-0.8095894,S  6
0.6854998,-0.731778,-1.577886,3.053123,-20.67735,3.203858,-3.65931,-3.694082,-2.452675,-1.009269,-3.954344,2.507017,0.1137391,S  6
2.690277,1.240603,-0.2686122,2.285136,-15.4936,2.308083,0.9078475,-7.390999,-6.949976,-4.889656,-2.380407,0.9196193,-0.9396152,S  6
-5.673494,0.1581,1.153943,0.07121144,22.55935,-7.260313,-3.218334,-3.157903,-6.261814,-4.096046,6.421689,-2.789773,1.168798,S  6
2.596938,-2.858649,-6.775218,0.2204011,-23.45986,0.9750918,0.3683866,-5.586797,-6.079185,-4.26383,-8.530087,-1.322052,-3.96268,S  6
-1.388651,1.336032,4.09242,0.1370819,5.627614,-5.345541,-1.344472,-2.389915,-5.523628,-1.952109,4.353454,-2.015185,0.005530044,S  6
-4.607702,0.3432353,-0.2656996,-1.634762,-6.148229,-3.449139,-3.176043,-7.101033,-9.066805,-6.132155,-0.6327578,-3.755661,-0.8303197,S  6
3.375301,-1.848556,-3.247645,0.9368718,1.25931,1.449275,0.8793181,-1.121965,-1.744703,-0.3194938,0.4867006,-0.2810127,-1.035536,S  6
-3.382217,-2.446404,-0.4998275,-2.306628,7.030949,-6.855649,0.5852041,0.8768492,-2.241048,1.091627,1.372227,-2.993104,-0.2866644,S  6
-1.55483,-3.867123,-4.322174,-3.5435,-22.66041,-1.73914,-0.9618708,-9.130923,-9.112103,-6.70936,-8.358514,-4.771162,-4.525899,S  6
2.852251,-0.06472524,4.483193,2.805182,22.92853,4.582132,0.2283824,3.108917,3.402187,5.06664,10.84462,4.17897,5.866322,S  6
0.217738,-4.780308,-5.37598,-2.177739,-6.412691,-2.369872,2.993274,1.447849,1.326923,2.37425,-4.490021,-1.556883,-1.454269,S  6
-3.612276,-7.718678,-6.64748,-3.83592,-17.35123,-1.756966,-0.7024595,-6.008569,-3.960978,-3.58594,-9.329841,-3.155381,-4.754506,S  6
2.031291,-2.786624,4.600922,1.770895,19.68171,4.520132,1.400275,2.960509,2.80213,3.883337,8.177613,4.115252,6.11237,S  6
6.212546,-5.228642,-3.674158,-0.775312,-12.61274,4.670812,3.150063,-0.2668686,1.906723,1.365583,-5.206632,0.93001,-2.054718,S  6
-7.455119,-6.212712,-2.410568,-3.312881,1.729296,-3.129354,-1.856612,-0.05050977,0.9310694,0.08296499,-1.402854,-0.8421431,-1.645442,S  6
-0.6167382,-6.83614,-1.275278,-1.893369,-3.597692,-1.760916,1.178227,-1.414514,-0.9128557,-2.291485,-2.422702,-2.996122,-0.9922361,S  6
4.924054,-5.863154,-1.813385,-1.737581,-5.840689,8.914742,1.058137,-1.829829,-1.023298,-1.607005,-3.758465,2.320737,-2.84661,S  6
-4.268936,-3.799626,3.616449,-3.086625,14.85522,-4.718216,-0.1117852,0.4386906,-1.57172,-1.783807,5.253217,-3.220172,-1.166637,S  6
-1.530854,-5.945263,-3.326761,-4.139604,-17.91965,-4.789195,-1.079877,-3.758748,-3.081623,-5.192762,-6.820567,-6.86413,-5.06351,S  6
3.344279,0.5180101,-0.863106,3.597737,-16.30954,4.416832,2.617045,0.3170192,1.529497,-0.3823453,-4.684619,1.133591,3.408148,boundary
-2.024305,-0.8384639,-2.737177,-1.046744,-6.586411,-6.735614,-1.1453,-4.427974,-3.731369,-5.778952,-0.8831865,-6.007381,-1.371448,boundary
-0.1870225,0.06651782,1.288514,0.08675727,22.47117,-3.942875,-0.167842,0.1119294,-0.7739937,-1.755726,5.634058,-3.969885,2.73038,boundary
2.633343,-0.5175974,-8.454443,-0.3217089,-42.9986,1.029841,2.966372,-4.2358,-0.4337774,-2.748912,-15.07364,-0.8577418,-2.523231,boundary
-6.614233,1.008036,1.648684,-2.184977,25.66974,-10.57542,-0.6606472,-3.074826,-4.112849,-5.181514,7.299573,-8.62879,0.1801689,boundary
1.122196,3.252525,-0.6622847,1.741602,6.473044,-0.3067405,1.71232,1.81085,4.195948,2.499948,2.770359,-0.2268509,3.274168,boundary
-3.262282,-1.612163,-8.128764,-3.882012,-33.04812,-6.998538,-1.063308,-4.296319,-1.455735,-2.876963,-12.6658,-5.323281,-5.354219,boundary
-5.631988,1.564312,1.127114,-3.468607,10.56372,-12.45136,0.6604566,-3.518271,-3.257617,-4.159383,2.279227,-9.40118,-0.8416454,boundary
