segmentData1,segmentData2,segmentData3,segmentData4,segmentData5,segmentData6,segmentData7,segmentData8,segmentData9,segmentData10,segmentData11,segmentData12,segmentData13,labels
2.556463,1.722285,-0.9131825,6.054829,-24.66752,6.164779,4.332342,10.14498,10.69034,9.552431,-5.901257,12.23319,3.874287,boundary
0.2186028,-0.4303009,1.346708,3.969364,-16.13581,1.553193,2.775478,8.277971,8.98767,7.439182,-1.18965,7.901887,3.829836,boundary
0.9466314,-1.599194,3.303478,4.56674,30.81931,4.828128,1.455559,11.82321,8.67159,8.358859,10.58848,9.871055,6.156857,boundary
-3.019369,-4.206082,-5.864425,-2.728545,-15.8918,-1.368672,1.707079,-7.7804,-4.528595,-7.306558,-9.870505,0.4039904,-5.722045,boundary
-1.590383,-4.944804,-2.146878,-3.043136,8.212553,-3.089811,1.831533,-5.386954,-3.221922,-5.853865,0.7133218,-0.7633104,-2.666367,boundary
-1.790205,-6.268643,-7.762795,-3.975704,-8.07937,-3.667023,1.237262,-7.574051,-6.994652,-7.430329,-8.050604,0.1264535,-5.872571,boundary
-11.44501,-10.67836,-11.51709,-11.36974,-18.79866,-14.81904,-2.863008,-26.45493,-24.77726,-25.60302,-16.94958,-12.43305,-16.82154,boundary
-4.927851,-8.807995,-7.332706,-8.820413,14.06885,-9.814682,-0.1192411,-19.84065,-18.68431,-19.80144,-4.344174,-9.557674,-10.4447,boundary
-9.225628,-10.08581,-11.13161,-12.0999,-24.02796,-16.97625,-1.761919,-24.84233,-23.39608,-23.1852,-17.20882,-11.99749,-15.30455,boundary
-1.756012,1.875975,1.129405,-2.810151,19.11243,-6.128825,-3.829747,-1.903247,-3.584866,-0.5203492,4.462531,-10.10292,-1.395904,boundary
1.738237,2.862185,4.383417,0.02729937,15.72752,-1.413793,-3.166035,0.5812653,-1.827783,1.154265,7.278826,-3.966853,1.960103,boundary
4.91538,0.5834871,-2.233986,1.999684,-23.88323,3.974336,1.080782,2.914506,3.54692,5.3746,-4.126286,-0.9700223,1.411302,boundary
1.103755,-0.5720009,-0.9088322,-0.9227933,-1.985226,2.861943,0.04676762,1.789096,0.7492895,3.424134,-0.05032794,-2.367626,0.2757319,boundary
-1.70571,1.253726,0.900739,-1.553664,10.51014,-3.965515,-0.2352373,6.121871,2.920455,5.790009,5.72002,-2.739266,1.964741,boundary
-1.462857,-0.4576164,1.890459,-1.690302,-4.193628,2.063927,-0.6316396,-2.589071,1.564551,1.865536,1.849994,-1.828178,0.3176059,boundary
5.030603,-0.16738,-0.1022735,2.7455,-6.47693,12.76211,3.895358,10.43072,10.42558,11.25432,1.64992,8.357226,4.003041,boundary
-1.859846,-1.488975,-4.948433,-2.15735,-17.34697,1.285254,2.466446,5.675361,7.791543,7.003385,-3.910463,0.7294403,-1.048702,boundary
0.2855224,-0.3761121,-0.3519674,-0.8122802,7.570168,8.948649,1.92553,2.174273,4.890701,4.890973,3.012984,5.549242,0.7840865,boundary
3.521734,-0.1616172,-1.344822,1.355814,-10.48151,10.3005,4.981329,8.951885,11.80533,9.97428,-0.1491407,7.865537,1.54495,boundary
4.832375,1.073775,-2.76465,1.866978,-44.37275,11.94345,11.20903,6.772667,6.952816,8.540283,-6.555739,6.016742,1.044896,boundary
4.641612,4.862818,8.045002,6.174606,25.72507,14.72944,11.33995,12.87904,9.703601,11.69456,15.18701,9.044131,9.927046,boundary
2.185865,1.892697,1.509617,4.459118,-29.1028,10.50539,9.350877,8.153358,8.494189,9.365507,-0.6113503,9.173265,4.698511,boundary
3.79278,3.525726,1.566242,3.82407,-11.03759,10.99055,9.386366,3.487733,3.143449,3.165226,1.970515,5.138033,3.447248,boundary
4.943582,3.901961,5.623309,5.994172,10.50597,10.2683,9.933612,7.535002,5.530308,6.793169,6.613467,5.962559,7.56713,boundary
0.6040245,2.838572,7.507375,5.753639,-3.540737,6.063675,8.969091,2.84301,4.237658,4.405352,5.442379,4.836314,7.496363,boundary
1.420386,4.638258,5.283812,3.989911,8.485891,7.318876,7.596455,0.7864253,-0.4189263,-0.1888197,5.19987,3.112609,4.63832,boundary
1.964639,2.660828,2.609605,3.03262,-7.692815,2.994694,7.676472,0.237964,0.6024712,0.4591602,-0.7938101,-0.6192201,2.914015,boundary
3.306683,2.576414,5.305949,5.146872,6.507268,5.71575,9.610344,1.024007,3.095912,2.340882,4.336421,2.677877,5.627086,boundary
-1.244532,1.908968,6.743698,1.836998,10.59912,1.157962,6.374256,2.805901,2.058826,2.099056,4.911216,-0.6289787,4.124441,boundary
0.9111581,0.6311509,2.604588,0.8339907,-3.933123,4.061121,6.902925,0.1840059,1.099466,0.5177279,0.4348594,-1.550453,1.371631,boundary
3.591167,1.021872,0.8837168,2.479323,3.025151,5.832013,-0.8770343,10.04607,8.969873,10.09131,7.020647,8.383314,5.185623,S 10
2.693084,4.483901,5.388309,3.360545,5.382169,8.192287,-0.7171969,11.5968,9.342127,11.32109,11.56756,7.738373,7.65782,S 10
10.03321,2.016046,0.1728282,2.210412,-1.119594,11.12102,2.30903,-0.8017113,-1.343768,0.06503581,5.385718,6.264068,3.043593,S 10
1.365838,0.7112675,-0.7525858,0.3828228,-2.637862,2.965687,-1.266747,-0.02467784,0.9854594,1.163726,2.232018,1.896758,-0.5143832,S 10
5.371225,1.395911,0.7344946,2.448883,-0.9631087,3.300567,2.703054,3.056669,4.063021,3.632031,4.509438,4.852615,3.33625,S 10
4.359022,3.12672,1.142366,2.673065,-1.011232,7.509061,0.1166504,1.194054,0.6276496,1.856725,6.391403,6.634397,3.510571,S 10
6.987102,0.850278,-0.6594545,2.011037,-1.982834,8.28873,0.8993214,-1.612462,-0.08818924,-0.7409348,2.585282,2.604849,0.1426216,S 10
5.943604,0.4969584,-1.955709,1.501334,-4.32609,3.07891,1.455892,-4.329342,-2.813918,-3.998343,0.3108544,2.650311,-0.9289881,S 10
3.762475,3.414639,-0.5455688,2.853409,0.1595451,6.721457,1.543481,1.692337,0.6254824,1.205999,4.212406,5.599607,2.042824,S 10
2.577105,0.702814,-0.1701396,1.78354,3.51191,2.065607,0.2098792,3.268457,1.995098,2.172524,6.32605,2.663047,2.35079,S 10
8.004532,1.304411,-1.138882,2.188473,-0.6244628,7.693511,0.2710483,-0.3600938,-1.763828,-1.885722,3.133963,3.151289,0.03072673,S 10
5.272064,3.080318,-1.749503,1.477872,1.127358,4.781428,2.998632,-0.8156551,-4.290085,-2.909019,2.675186,0.3977788,-0.1303422,S 10
-4.19647,1.358773,-0.1509872,0.07489525,4.027292,-3.516631,-2.437686,3.350178,0.2720581,1.415147,6.258024,-0.2756526,1.354158,S 10
4.471347,0.007281973,-0.9168442,0.9326635,4.141953,3.228897,0.4900543,5.360347,0.08634147,2.336971,5.174607,0.1712434,1.224403,S 10
4.83134,2.609154,-0.5365162,0.3224555,0.5982827,1.985487,1.65429,-1.953981,-6.181988,-4.347223,4.247785,-3.895911,-0.2720909,S 10
-4.412438,1.411003,0.7426671,-1.245515,1.703155,-4.644265,-3.398557,0.7534764,-2.606524,-1.131162,3.54164,-3.641661,0.2571267,S 10
-1.28502,-1.398365,-1.242938,-0.9207234,3.531761,-0.1179041,-1.416173,3.09627,-2.694153,1.050351,3.902704,-2.855505,-0.06103966,S 10
0.8936303,0.4800996,0.1756795,-1.167098,-1.063608,-3.304781,-0.15297,-0.9725537,-3.186946,-2.000406,3.929655,-5.744364,0.1204497,S 10
-2.674021,-0.5250061,1.375882,-1.518716,1.58397,-3.268024,-3.163989,1.603339,-1.783188,-0.264624,2.625699,-2.921689,0.9725816,S 10
-1.266052,-1.81958,-0.8852775,-1.930543,0.2860748,1.264895,-3.673617,-1.922572,-4.555556,-2.052104,1.794593,-3.330551,-1.08327,S 10
-4.447353,-2.34298,-0.4660989,-3.023403,-1.019565,-6.733671,-2.137447,0.9755761,-0.1473386,1.076257,1.59261,-5.018497,-0.5388101,S 10
-0.1585269,2.551544,-7.987099,-3.187367,9.089723,-4.343884,0.4318061,-5.340629,-3.696263,-5.340135,-3.106554,-9.044744,-6.122559,boundary
2.548369,0.8952358,-4.46826,-1.210442,-2.199561,3.001536,1.18705,-4.330545,-0.819716,-3.412071,-1.888467,-6.064538,-3.869918,boundary
1.180477,2.040779,-0.9924237,-0.6317938,17.42918,-3.121408,2.18834,-6.15122,-6.680315,-8.175806,0.1285256,-7.414073,-4.555386,boundary
-0.1786907,1.106343,-8.466123,-0.3373876,-28.4254,1.844025,0.8497313,-4.983178,-0.740636,-3.547571,-12.2068,-2.821157,-4.971358,boundary
5.038437,0.9591343,-1.059934,0.2469501,9.860711,1.231498,3.272581,-4.855822,-4.612678,-4.409214,1.769136,-4.608123,-2.278038,boundary
3.92163,1.012182,0.03970824,0.5025007,16.07034,-1.861222,4.147017,-8.820909,-9.57618,-10.35193,1.945327,-3.811329,-3.028827,boundary
4.874395,1.404704,-4.354723,4.176273,-27.74932,10.00011,3.371585,3.989527,8.161938,5.368882,-7.953606,6.462408,0.7938778,boundary
-1.916237,0.9017459,3.009743,-0.226482,9.966193,-3.465237,0.8702534,0.254629,-1.702374,0.2543607,3.67875,-0.1610106,0.6372079,boundary
6.690513,-0.2265302,-0.96718,1.862582,-7.641361,4.839312,6.628674,-0.8583576,-0.2877294,-0.2886851,-1.542788,4.388191,0.9986284,boundary
4.909455,0.07139683,-2.144458,2.539238,-11.52456,7.657437,3.968038,8.178781,10.0932,9.317905,-1.594088,7.472224,1.776091,boundary
3.597717,-1.98453,0.714786,3.548756,-20.34637,2.545021,5.272146,-0.6698701,3.233999,3.710323,-5.663235,4.17332,0.7652243,boundary
0.5021234,-2.34957,-3.130787,0.4899431,-35.6563,-0.1339728,1.65744,-3.886929,-0.03363873,-1.394315,-12.22719,0.1760264,-2.991053,boundary
2.826057,-0.3507777,2.454277,3.495888,12.25056,4.73293,2.816578,1.639006,4.500302,4.595585,2.228084,5.498339,2.877462,boundary
4.205771,-0.3982158,3.69322,3.965177,9.912682,4.944645,3.256062,3.658961,4.734888,5.385402,4.758261,5.533457,4.016471,boundary
1.568928,-1.084229,-3.958144,1.918509,-34.25126,4.004375,0.7522176,0.8637018,5.808668,3.349029,-9.683813,3.489285,-0.1358402,boundary
0.9721811,0.6351496,3.485665,2.030296,25.53845,4.242457,0.3356306,2.982409,4.126368,3.839641,7.07483,4.394139,3.834452,boundary
1.064086,-0.7215701,-0.3593571,0.5728598,2.918575,4.252359,0.8696936,4.409721,3.881308,5.060901,0.5816855,3.584749,1.732295,boundary
2.087857,1.040306,0.7848595,3.739841,-4.281476,5.729241,1.325222,7.469788,9.932992,8.492332,0.9781569,3.850371,4.42569,boundary
-3.475883,1.753934,5.889758,-0.5257568,31.65457,-0.9683806,-2.406819,0.2283335,-1.20421,-0.5519729,10.04972,-0.4100279,2.755116,boundary
-0.2896586,-1.904455,-4.779309,-1.353117,-22.05559,2.748471,0.7326672,3.184614,3.393327,4.464864,-8.667005,2.197685,-1.124691,boundary
-0.7966592,-0.5008372,-1.423074,0.1847933,-11.47477,1.161888,1.896373,2.861054,3.335815,2.852609,-4.813757,-1.943317,-0.2062698,boundary
3.982347,4.929915,5.259011,6.702845,13.127,8.778125,2.916981,10.57287,8.529808,11.75306,9.404962,12.36642,7.812237,boundary
4.780457,5.145301,8.254543,5.253516,25.83793,5.573908,0.7511687,7.97236,7.050883,9.183285,11.7938,7.237767,6.304975,boundary
2.242066,3.149056,-1.0874,2.269645,-44.55934,5.388694,1.36243,3.560455,8.321846,8.645282,-9.925857,7.773413,0.7866718,boundary
0.9282984,4.363104,8.32573,4.234308,29.49039,4.993903,-0.3285446,8.914018,8.525196,8.811934,12.29982,8.485465,7.23017,boundary
4.794633,3.58409,5.770887,5.748878,3.65602,9.142027,0.8834733,5.083287,8.576035,7.758104,4.592817,9.148294,5.460828,boundary
1.746229,2.508381,1.198942,1.798329,-7.115907,5.263239,1.15493,5.616801,7.233035,7.188025,-1.300741,6.374485,2.359022,boundary
-2.593333,0.7882977,3.246091,-0.2935061,2.87196,-1.095712,-2.62129,1.70878,4.281902,1.581674,1.867883,0.426049,1.198011,boundary
4.032695,0.1955125,0.03848091,3.802532,-25.37645,8.952844,0.4722664,5.926355,12.01866,8.075793,-4.058997,6.345249,2.280333,boundary
-0.6166795,1.699467,3.856832,0.1127257,38.40548,1.462372,-1.213012,4.841835,2.79811,1.881385,10.61693,2.965718,3.483285,boundary
-0.680348,-1.229775,-4.316908,-0.6736838,-30.63685,-0.1816613,-1.384068,0.518322,4.561463,0.4798484,-8.598942,-0.8765951,-1.92505,boundary
-0.2719175,-0.5981449,-3.959185,-4.196348,-27.60578,-5.91886,-0.2803691,-3.190363,-2.811727,-4.281825,-8.326505,-7.973048,-6.384773,boundary
-1.704004,-0.9474359,-1.184212,-2.920347,8.666532,-3.566905,-1.210418,-2.74847,-4.436213,-4.759199,0.6330343,-6.883023,-4.674729,boundary
2.421601,-0.7773634,-1.089846,-1.390623,-7.910716,-3.134006,0.7843443,-1.009079,-1.715859,-2.453759,-2.504883,-5.594398,-4.069274,boundary
-2.622304,-1.771491,-0.9091131,-3.527145,-10.23245,-3.995559,-0.8746983,-7.099059,-6.866228,-7.421465,-3.465215,-6.414879,-6.387367,boundary
1.458994,-0.7225607,0.293889,-0.5638715,4.831152,2.294315,0.3668667,0.8025273,-0.0232547,0.007348744,-0.5282429,-2.147228,-2.984124,boundary
1.481611,-2.254813,-1.323018,-1.416216,-6.672159,0.3966617,-0.3171239,-3.812745,-2.58409,-3.575505,-3.642926,-3.776772,-5.679999,boundary
-3.513972,-4.319326,-1.167191,-3.342212,17.58418,-4.390806,-1.021738,-5.066215,-4.800553,-4.500046,1.677089,-5.162257,-5.449719,boundary
-0.631696,-2.040492,-1.238379,-2.716685,-15.22116,-2.05355,0.06174171,-3.160274,-1.203557,-1.393141,-7.477559,-2.873654,-5.198405,boundary
-1.51111,-4.40866,-4.445228,-2.945639,-13.29266,-0.07672819,-0.5702967,-7.424449,-2.966408,-4.115252,-8.859343,-3.52709,-7.165872,boundary
-3.847737,-5.139867,-2.39076,-5.343316,24.89503,-5.781104,-2.205059,-3.448724,-3.394497,-2.481732,1.930884,-5.319816,-5.205001,boundary
-4.748856,-5.623334,-6.414081,-5.871076,-17.17359,-8.855023,-1.248305,-6.145201,-0.8909603,-2.269691,-11.23098,-6.938216,-8.090884,boundary
-1.855981,-1.042927,2.629792,0.6476903,-2.190959,-5.666965,-1.567237,-5.026799,-8.398025,-4.925853,0.7311788,-2.559099,1.78236,boundary
-1.031217,2.192539,3.684767,2.269569,-0.7498758,0.8776084,-2.381366,-6.518194,-8.04433,-5.090164,3.705885,2.838473,3.024971,boundary
-1.792487,3.504668,3.272331,2.275495,-0.1601087,-2.12355,-0.7058171,-2.368022,-3.474253,-0.2756205,4.226469,1.12593,2.764582,boundary
-0.4004974,-0.7028657,1.786298,0.5951767,-1.044743,-2.778388,-0.2030758,-5.295963,-6.954872,-4.348918,0.3737575,-0.3396254,1.577709,boundary
-1.031796,-0.01667537,-0.1953187,-0.509222,-0.2144385,-2.744797,-1.363806,-3.916138,-5.708554,-3.000481,0.7258173,-0.6502751,-0.09954752,boundary
-1.132255,3.196768,-0.1268533,0.4950922,0.8325559,-1.991444,0.3819659,-2.649649,-4.658799,-1.864659,2.579118,-0.03823607,-1.086223,boundary
-0.6049419,1.283099,-0.6253139,0.353921,0.2098038,-0.01279079,0.1598996,-5.821539,-7.127353,-5.17977,0.04287891,0.02706717,-0.0540856,boundary
-1.411761,-0.4263347,-3.479029,-1.40289,0.4104507,-3.11066,-0.2893496,-2.225342,-2.973693,-0.941989,-0.2687371,-2.304991,-1.827579,boundary
-0.8329979,1.696968,-3.891982,-1.212338,-1.263726,-2.009822,0.1353592,-5.244149,-7.346072,-5.368159,-1.052377,-1.979097,-3.423068,boundary
-1.610595,1.967459,-3.573384,0.09899044,-0.5200609,0.6077041,0.4615373,-6.22522,-7.265932,-5.352462,-1.125676,-2.072712,-1.8626,boundary
12.54362,5.707534,5.41039,5.239068,13.61742,12.53367,4.602501,5.790326,-0.5015214,3.070895,8.172005,5.712001,4.28061,boundary
-4.719151,3.440404,6.140043,0.2935987,21.88492,-6.723436,-0.2634034,7.982044,1.114613,5.454864,10.27589,-0.06275974,3.602867,boundary
4.935494,2.487659,1.439236,1.217709,-13.40041,10.70811,-0.2340877,0.6223534,-0.9009068,0.9918977,-0.9406074,4.803545,1.281595,boundary
3.787223,6.192966,11.16944,3.503154,25.38462,6.093989,-1.302151,4.377688,-0.7245775,1.515285,10.9335,6.136216,5.862555,boundary
-8.412496,0.6426834,5.520815,-1.175878,3.094828,-10.91956,-2.16886,5.850837,4.260254,5.773658,4.52744,-1.413381,3.344755,boundary
0.6655443,0.8169301,-0.146434,-0.3364742,-22.82034,6.638046,-2.405415,-4.527692,-2.485165,-2.227341,-6.053434,0.815448,-1.658286,boundary
-3.982751,5.704167,9.916077,2.590184,18.76663,2.860871,-5.161511,6.146507,5.374306,5.937922,9.471355,7.054791,6.770056,boundary
1.564158,1.334031,3.935363,1.476669,-2.958734,4.046788,-2.036154,1.659174,3.577804,2.816961,0.7852871,2.687708,3.573309,boundary
-7.477315,2.420113,5.027231,-0.8749855,0.1984762,-5.807517,-4.390036,-0.4337514,0.9956968,1.377305,1.473274,-3.345013,0.9728665,boundary
-1.534334,2.121831,-0.9935392,2.093581,-15.63583,3.870849,-2.095406,3.260447,7.00416,6.666259,-2.806505,3.909159,2.079609,boundary
6.314686,3.488006,4.362936,4.201241,13.6305,16.76948,-3.047008,2.791967,4.119114,4.007958,5.334746,7.269631,5.040946,boundary
-3.09842,0.3480459,2.386565,0.02142284,11.59952,-1.477307,-2.029166,6.153304,2.24639,3.717223,3.455283,0.002590701,1.491796,boundary
0.7585319,-0.9449243,-4.430721,-1.342472,3.171305,-3.044972,0.4642339,2.352912,-0.4289257,-1.429481,-4.470769,-2.30961,-1.383048,boundary
-0.2659377,-0.5545847,-2.9175,-1.302081,-6.681036,0.3461315,-1.723802,-3.305923,-0.7040526,-2.012965,-4.580054,-3.201082,-0.84218,boundary
3.717426,-1.731685,-4.148796,-0.146961,-7.713292,0.8074582,2.93593,0.8520167,2.467514,0.4454194,-5.335191,-2.181096,-2.009413,boundary
-3.123623,0.9203694,0.920733,-0.0371848,11.86564,-3.06764,-1.705145,4.349261,2.716584,1.822611,1.019974,-0.05789206,1.596138,boundary
-3.100275,-0.9967167,-2.904678,-2.123639,-13.59227,-4.445606,-1.396613,-4.927654,0.5052071,-2.764951,-8.352657,-5.890274,-3.612049,boundary
8.569261,0.4550996,-4.409229,0.7255313,4.749553,1.205502,4.185939,-1.969043,2.040352,-1.737148,-2.397013,-2.285109,-1.958368,boundary
2.1437,2.381012,4.921541,3.53853,14.51853,4.701756,-1.644357,5.924693,8.183544,6.530551,6.039433,4.875428,4.662057,boundary
-2.327511,0.2653928,-0.9099851,-0.5944656,-0.9536159,-4.670369,0.53911,-1.012067,2.861822,0.6467912,-3.92216,-3.631645,-2.57888,boundary
8.699285,3.02853,1.759946,3.052398,23.56488,5.055276,1.921494,2.166915,5.934536,2.989088,6.218294,2.843028,1.413128,boundary
6.445984,-2.207388,-5.517242,0.3607084,-37.52763,3.191656,1.828024,-3.463169,-0.6987008,-2.282212,-10.8788,1.701558,-2.451761,boundary
1.861832,0.7765746,0.8408904,1.131745,8.632591,1.51955,0.1168633,2.062991,2.0099,1.643154,2.054362,3.530458,2.273431,boundary
1.137374,1.459221,5.008241,1.851611,4.662443,6.437964,-2.797606,5.095849,4.582336,5.269531,4.306608,4.49609,4.469798,boundary
0.6256909,-0.560341,-3.27246,-3.471378,-23.93594,-3.208984,-1.04703,-5.32679,-4.92022,-5.97986,-8.280297,-3.11487,-3.911289,boundary
-1.29557,0.3375317,-0.185606,-0.9900531,23.07747,-2.790853,-1.796196,-0.6410754,-2.357685,-2.251939,4.455788,-0.1339417,0.530549,boundary
2.589494,1.066764,0.6235049,2.279456,-11.44485,5.488979,0.1760677,4.649848,3.893711,4.577811,-2.906518,5.800938,2.611175,boundary
-11.90236,1.124637,4.609777,-6.92532,8.109418,-13.24677,-7.090087,-8.575988,-10.42764,-10.79172,0.07622389,-10.47839,-3.78539,boundary
1.052583,0.908374,-2.042455,-0.3407439,20.5734,1.300271,-0.509668,-2.187988,-4.099091,-3.94337,3.586152,-1.301136,0.294129,boundary
1.549575,1.908914,-3.34277,0.9776094,-23.96231,-3.040821,1.299703,-0.7781045,-1.896919,-2.429777,-8.87009,1.105408,-1.224164,boundary
-10.59439,1.269006,5.558471,-3.752734,12.08378,-10.16925,-4.864234,-7.442512,-8.502382,-9.329072,0.807056,-8.249229,-1.472789,boundary
1.577795,0.5846482,-1.870103,-0.111781,9.216208,1.654193,1.577432,-3.293745,-4.106833,-5.15499,-0.1019581,-2.385114,-0.7428639,boundary
1.663799,0.7284681,3.756188,2.061974,8.029976,5.450962,1.852863,6.635468,1.029572,5.160496,4.230927,3.231071,4.604111,S  7
-2.424825,-0.1987554,-1.077786,-4.308371,-2.385152,-4.591844,1.335715,-3.160917,-6.098677,-4.781117,-4.545787,-6.227067,-3.75725,S  7
-0.9181236,0.865546,3.065118,1.194879,13.06187,1.076135,2.043666,4.576122,2.905134,4.021048,3.840832,1.800292,2.070606,S  7
0.1902987,-0.4034408,1.479989,0.1822614,-15.32866,6.016225,-0.5307294,3.182289,3.574301,2.782696,-0.8466128,0.7493842,2.536455,S  7
3.553639,0.7722392,-0.2206497,0.1655763,-2.754169,1.241374,4.033545,4.433954,4.243333,2.282523,-1.461917,-0.7619505,1.792949,S  7
-2.434208,1.669285,1.195464,0.833787,9.873004,3.534932,0.5324731,2.854137,5.66486,2.893967,3.496126,0.5945136,0.7385233,S  7
-0.3538356,0.04810717,-0.1376692,-0.6933385,2.033628,1.390221,-1.136517,1.024508,4.993764,0.8239729,3.058416,-1.358986,0.8488538,S  7
3.006873,0.7298002,-1.957682,0.8686237,-2.737919,5.087481,0.5984885,2.552269,4.090788,0.1165505,-0.3092908,0.9348214,1.648306,S  7
2.145656,1.289896,0.6139985,2.359705,7.082894,4.374505,1.167331,2.17026,5.974515,2.143437,3.721414,1.362897,2.013079,S  7
0.9728552,-1.037214,-3.123822,-0.6105551,-6.783706,1.869605,-0.5913007,-0.5580447,5.48879,-0.1807854,-0.859473,-2.270538,-1.209948,S  7
-1.314324,0.3805388,-3.266035,-1.585942,-0.6351396,1.219747,-3.408736,-6.298487,-3.177292,-7.287922,-0.5592575,-2.111135,-2.848555,S  7
3.961642,0.7836859,0.9804967,3.143394,28.45122,1.538794,1.507188,1.480969,4.334908,1.078878,8.995309,1.733511,3.984164,S  7
0.4323506,-1.948008,-3.728853,-1.67219,-32.00438,3.657407,-1.694987,-5.152275,0.9046863,-4.275074,-8.969964,-4.456964,-3.917079,S  7
-0.6012796,-0.5594848,-3.474897,-2.032459,-0.9681484,-4.622711,-1.254174,-6.570925,-2.749691,-6.498677,-1.807089,-4.489954,-3.392884,S  7
1.208189,0.6254891,-1.375471,0.8911414,13.44538,0.3874143,-0.5642781,-4.723137,0.352571,-3.162985,3.58386,-1.316218,0.2430028,S  7
-6.583745,-0.7577578,-1.8029,-4.566876,-5.992602,-3.674,-4.319103,-7.993262,-5.354964,-8.040148,-4.304776,-7.75368,-4.878178,S  7
4.510151,-1.164405,-4.144521,-1.391227,-10.59572,-3.191097,1.978949,-3.107601,1.917797,-2.866126,-5.059906,-5.98952,-2.305306,S  7
-3.310217,0.3858259,-3.129409,-2.930746,-12.21795,-3.597704,-2.420115,-7.944412,-3.110087,-6.188366,-5.693628,-6.150791,-4.509043,S  7
-8.490959,0.01581048,-5.209198,-5.596555,5.446801,-6.243042,-4.005266,-7.833565,-4.856486,-7.148528,-2.713672,-7.528071,-5.506604,S  7
1.364138,-0.4037771,-2.96749,-3.650912,-1.411635,-2.881952,-0.6903749,-4.090513,-0.3368029,-4.644708,-3.49296,-7.706593,-3.555737,S  7
-5.170399,-1.512326,-4.20971,-6.127452,-1.850896,-8.852844,-2.802447,-6.421299,-4.361063,-6.978288,-5.854224,-9.924314,-5.9559,S  7
0.8035325,-0.6991262,1.168756,1.59972,-19.80852,1.456118,1.301396,0.8070018,5.061466,2.692579,-4.251992,4.669606,1.153241,boundary
-4.647485,1.613692,3.483317,-0.5836241,32.39063,-3.626387,-1.042314,2.716558,4.48083,2.79397,9.268015,0.2002118,3.656657,boundary
8.497188,-0.74914,-5.29563,2.959537,-17.27955,5.582891,7.421275,-1.193746,4.521232,1.425432,-7.875418,3.707989,-0.9687678,boundary
2.03696,3.225335,4.372847,3.5775,0.1645547,3.042617,1.827501,1.064812,3.183837,2.482613,1.892712,4.237772,3.013254,boundary
-3.791928,2.453243,1.816079,1.561724,7.691799,-2.407657,1.735475,2.839097,6.379127,4.332514,2.403436,0.918231,2.808344,boundary
4.668114,-0.265085,-1.806863,2.194643,-16.18184,2.488867,3.095214,-0.2400576,4.690078,2.931287,-5.235474,1.632301,-0.7495836,boundary
2.619391,3.044036,2.80993,3.852106,13.48153,6.980212,3.094476,-0.5862173,0.9885412,1.160903,3.604682,3.391835,1.540412,boundary
-3.403487,1.239413,1.216021,0.8737301,10.31879,-4.041906,1.345226,-0.9454225,0.3599203,-0.52975,0.6135964,-2.363022,-0.7902523,boundary
-0.09579035,-0.6289296,0.5561271,0.5835972,-16.62994,0.9477336,0.7861255,-2.493285,1.318875,0.8874236,-4.605941,-1.143325,-1.964642,boundary
-2.059859,-0.5783433,1.498605,1.142416,9.778208,2.233801,1.285176,-3.943529,-2.501544,-2.240621,0.678515,-0.03211121,-2.002493,boundary
0.7452885,-0.9018573,-5.051786,-0.5361277,-36.29916,4.1109,-0.02882326,-4.549226,-5.730909,-2.22593,-11.69238,3.167481,-5.224491,boundary
2.984818,0.3374545,-2.087088,1.263721,-0.1830141,7.102165,1.083976,1.564312,-1.000254,2.557076,0.7330996,5.542343,-1.068272,boundary
3.990264,-1.199336,-5.484815,1.419415,-19.31486,10.83429,1.660615,0.9134129,-0.9998564,2.103765,-5.31409,5.514662,-1.898938,boundary
-3.167064,-0.8439242,-1.735712,-3.135715,-1.335919,-2.316825,-1.993808,-3.15602,-6.009934,-1.137774,0.1904997,-3.550953,-3.123309,boundary
1.591433,-0.1018302,1.197037,0.8535065,16.84188,2.372943,-0.2289967,5.085109,-0.2971081,4.166984,8.310626,3.182398,2.0425,boundary
2.605922,-2.137393,-5.853609,-0.06469181,-15.8338,9.328383,0.8718723,0.07775918,-0.7385736,2.007842,-4.629848,0.2694589,-3.041636,boundary
-4.075664,-0.5189372,0.6002492,-2.91132,27.73715,-5.694057,-2.132346,0.14718,-2.973585,1.80306,9.74957,-7.210532,-0.3788814,boundary
-2.916838,-2.222741,0.5500976,-1.163736,9.207356,-1.897554,-2.486972,2.309393,-3.439487,1.817886,4.073822,-5.259609,-0.3186637,boundary
-1.140081,-2.591377,-2.805458,-2.851242,-12.5044,-0.7903019,-0.221209,-4.488984,-5.621006,-1.912378,-3.308758,-10.10314,-4.017533,boundary
-7.52671,-1.793169,0.9784685,-4.182703,30.53237,-9.458962,-4.15288,-4.631358,-8.40457,-4.213151,7.102548,-12.90497,-2.963096,boundary
-2.513448,-2.959972,-3.881767,-0.8295143,-20.16892,-0.5621706,0.2889408,0.04653345,-2.475943,1.37101,-7.045996,-9.358589,-3.117328,boundary
4.513618,1.817066,5.81588,1.762068,20.62786,8.266993,1.146675,-2.762409,-4.595046,-4.086249,5.587543,0.5226853,2.167973,S  9
-0.8358696,1.072458,-0.5934727,1.95779,-20.21351,-0.7658732,1.543648,3.793551,6.549894,5.299108,-4.560986,1.717555,2.301111,S  9
